RPL23,LOXL3,ppi
RPL23,HSPA5,ppi
RPL23,FN1,ppi
VCAN,TNC,ppi
VCAN,FN1,ppi
VCAN,LAMA5,ppi
VCAN,COL15A1,ppi
VCAN,LAMB2,ppi
AGRN,LAMA2,ppi
AGRN,TNC,ppi
AGRN,FN1,ppi
AGRN,LAMA5,ppi
AGRN,USH2A,ppi
AGRN,LAMB2,ppi
LAMA2,HSPG2,ppi
LAMA2,FN1,ppi
LAMA2,LAMA5,ppi
LAMA2,COL15A1,ppi
LAMA2,USH2A,ppi
LAMA2,LAMB2,ppi
LOXL3,CLINT1,ppi
LOXL3,HSPA5,ppi
LOXL3,FN1,ppi
LOXL3,VPS26B,ppi
LOXL3,LTBP1,ppi
LOXL3,EDEM1,ppi
LOXL3,SENP5,ppi
LOXL3,MSI1,ppi
LOXL3,GATAD2B,ppi
LOXL3,EGFL7,ppi
LOXL3,POGLUT2,ppi
LOXL3,MSI2,ppi
LOXL3,SUFU,ppi
LOXL3,CD163L1,ppi
LOXL3,APMAP,ppi
CLINT1,HSPA5,ppi
TNC,HSPG2,ppi
TNC,PLEC,ppi
TNC,FN1,ppi
TNC,COL15A1,ppi
TNC,USH2A,ppi
TNC,TNXB,ppi
HSPA5,FN1,ppi
HSPG2,FN1,ppi
HSPG2,LAMA5,ppi
HSPG2,COL15A1,ppi
HSPG2,LAMB2,ppi
HSPG2,EGFL7,ppi
PLEC,FN1,ppi
PLEC,TNXB,ppi
FN1,LAMA5,ppi
FN1,COL15A1,ppi
FN1,USH2A,ppi
FN1,LAMB2,ppi
FN1,LTBP1,ppi
FN1,TNXB,ppi
FN1,POGLUT2,ppi
FN1,CD163L1,ppi
LAMA5,USH2A,ppi
LAMA5,LAMB2,ppi
LAMA5,MSI1,ppi
COL15A1,USH2A,ppi
COL15A1,LAMB2,ppi
COL15A1,EGFL7,ppi
USH2A,LAMB2,ppi
USH2A,TNXB,ppi
EDEM1,SUFU,ppi
MFAP2,ITGB6,pathways
MFAP2,ITGB1,pathways
MFAP2,FURIN,pathways
MFAP2,ITGAV,pathways
MFAP2,FBN1,pathways
MFAP2,ITGA5,pathways
MFAP2,ITGB3,pathways
MFAP2,ELN,pathways
MFAP2,FBN2,pathways
MFAP2,MFAP5,pathways
MFAP2,FBN3,pathways
MFAP2,FBLN5,pathways
MFAP2,LOX,pathways
MFAP2,LOXL4,pathways
MFAP2,LOXL1,pathways
MFAP2,LOXL2,pathways
MFAP2,LOXL3,pathways
ITGB6,COL13A1,pathways
ITGB6,COL1A1,pathways
ITGB6,HSPG2,pathways
ITGB6,COL4A1,pathways
ITGB6,ITGB1,pathways
ITGB6,COL4A2,pathways
ITGB6,FURIN,pathways
ITGB6,COL4A5,pathways
ITGB6,COL1A2,pathways
ITGB6,COL4A3,pathways
ITGB6,ITGAV,pathways
ITGB6,FBN1,pathways
ITGB6,VCAN,pathways
ITGB6,TNC,pathways
ITGB6,ITGA5,pathways
ITGB6,ITGB3,pathways
ITGB6,COL4A4,pathways
ITGB6,ELN,pathways
ITGB6,COL4A6,pathways
ITGB6,LRP4,pathways
ITGB6,FBN2,pathways
ITGB6,LAMA5,pathways
ITGB6,LAMB2,pathways
ITGB6,LAMA2,pathways
ITGB6,MFAP5,pathways
ITGB6,FBN3,pathways
ITGB6,FBLN5,pathways
ITGB6,LOX,pathways
ITGB6,LOXL4,pathways
ITGB6,TNXB,pathways
ITGB6,LOXL1,pathways
ITGB6,LOXL2,pathways
ITGB6,AGRN,pathways
ITGB6,LOXL3,pathways
COL13A1,COL1A1,pathways
COL13A1,HSPG2,pathways
COL13A1,COL4A1,pathways
COL13A1,BMP1,pathways
COL13A1,ITGB1,pathways
COL13A1,COL4A2,pathways
COL13A1,FURIN,pathways
COL13A1,COL4A5,pathways
COL13A1,COL1A2,pathways
COL13A1,COL4A3,pathways
COL13A1,ITGAV,pathways
COL13A1,COL15A1,pathways
COL13A1,FBN1,pathways
COL13A1,TNC,pathways
COL13A1,ITGA5,pathways
COL13A1,ITGB3,pathways
COL13A1,COL4A4,pathways
COL13A1,COL4A6,pathways
COL13A1,TLL1,pathways
COL13A1,PCOLCE,pathways
COL13A1,TLL2,pathways
COL13A1,AGRN,pathways
COL1A1,HSPG2,pathways
COL1A1,COL4A1,pathways
COL1A1,BMP1,pathways
COL1A1,ITGB1,pathways
COL1A1,COL4A2,pathways
COL1A1,FURIN,pathways
COL1A1,COL4A5,pathways
COL1A1,COL1A2,pathways
COL1A1,COL4A3,pathways
COL1A1,ITGAV,pathways
COL1A1,COL15A1,pathways
COL1A1,FBN1,pathways
COL1A1,VCAN,pathways
COL1A1,TNC,pathways
COL1A1,ITGA5,pathways
COL1A1,ITGB3,pathways
COL1A1,COL4A4,pathways
COL1A1,COL4A6,pathways
COL1A1,LRP4,pathways
COL1A1,LAMA5,pathways
COL1A1,LAMB2,pathways
COL1A1,TLL1,pathways
COL1A1,LAMA2,pathways
COL1A1,PCOLCE,pathways
COL1A1,PXDN,pathways
COL1A1,TLL2,pathways
COL1A1,LOX,pathways
COL1A1,LOXL4,pathways
COL1A1,TNXB,pathways
COL1A1,LOXL1,pathways
COL1A1,LOXL2,pathways
COL1A1,PLEC,pathways
COL1A1,AGRN,pathways
COL1A1,LOXL3,pathways
HSPG2,COL4A1,pathways
HSPG2,BMP1,pathways
HSPG2,ITGB1,pathways
HSPG2,COL4A2,pathways
HSPG2,FURIN,pathways
HSPG2,COL4A5,pathways
HSPG2,COL1A2,pathways
HSPG2,COL4A3,pathways
HSPG2,ITGAV,pathways
HSPG2,FBN1,pathways
HSPG2,VCAN,pathways
HSPG2,TNC,pathways
HSPG2,ITGA5,pathways
HSPG2,ITGB3,pathways
HSPG2,COL4A4,pathways
HSPG2,ELN,pathways
HSPG2,COL4A6,pathways
HSPG2,LRP4,pathways
HSPG2,FBN2,pathways
HSPG2,LAMA5,pathways
HSPG2,LAMB2,pathways
HSPG2,TLL1,pathways
HSPG2,LAMA2,pathways
HSPG2,FBN3,pathways
HSPG2,TLL2,pathways
HSPG2,TNXB,pathways
HSPG2,AGRN,pathways
COL4A1,BMP1,pathways
COL4A1,ITGB1,pathways
COL4A1,COL4A2,pathways
COL4A1,FURIN,pathways
COL4A1,COL4A5,pathways
COL4A1,COL1A2,pathways
COL4A1,COL4A3,pathways
COL4A1,ITGAV,pathways
COL4A1,COL15A1,pathways
COL4A1,FBN1,pathways
COL4A1,VCAN,pathways
COL4A1,TNC,pathways
