"V1","V2"
"BAIAP3","SNAP25"
"BAIAP3","SYT2"
"BAIAP3","UNC13B"
"BAIAP3","VAMP1"
"BAIAP3","AKNAD1"
"BAIAP3","CLCNKB"
"NBEA","CHRNA1"
"NBEA","CHRNB1"
"NBEA","CHRND"
"NBEA","CHRNE"
"NBEA","CHRNG"
"NBEA","PREPL"
"NBEA","RAPSN"
"NBEA","RPH3A"
"NBEA","SCN4A"
"NBEA","SNAP25"
"NBEA","SYT2"
"NBEA","UNC13B"
"NBEA","VAMP1"
"NBEA","AKNAD1"
"NBEA","CLCNKB"
"CHRNA1","CHRNB1"
"CHRNA1","CHRND"
"CHRNA1","CHRNE"
"CHRNA1","CHRNG"
"CHRNA1","PREPL"
"CHRNA1","RAPSN"
"CHRNA1","RPH3A"
"CHRNA1","SCN4A"
"CHRNA1","SNAP25"
"CHRNA1","SYT2"
"CHRNA1","UNC13B"
"CHRNA1","VAMP1"
"CHRNA1","AKNAD1"
"CHRNA1","CLCNKB"
"CHRNB1","CHRND"
"CHRNB1","CHRNE"
"CHRNB1","CHRNG"
"CHRNB1","PREPL"
"CHRNB1","RAPSN"
"CHRNB1","RPH3A"
"CHRNB1","SCN4A"
"CHRNB1","SNAP25"
"CHRNB1","SYT2"
"CHRNB1","UNC13B"
"CHRNB1","VAMP1"
"CHRNB1","AKNAD1"
"CHRNB1","CLCNKB"
"CHRND","CHRNE"
"CHRND","CHRNG"
"CHRND","PREPL"
"CHRND","RAPSN"
"CHRND","RPH3A"
"CHRND","SCN4A"
"CHRND","SNAP25"
"CHRND","SYT2"
"CHRND","UNC13B"
"CHRND","VAMP1"
"CHRND","AKNAD1"
"CHRND","CLCNKB"
"CHRNE","CHRNG"
"CHRNE","PREPL"
"CHRNE","RAPSN"
"CHRNE","RPH3A"
"CHRNE","SCN4A"
"CHRNE","SNAP25"
"CHRNE","SYT2"
"CHRNE","UNC13B"
"CHRNE","VAMP1"
"CHRNE","AKNAD1"
"CHRNE","CLCNKB"
"CHRNG","PREPL"
"CHRNG","RAPSN"
"CHRNG","RPH3A"
"CHRNG","SCN4A"
"CHRNG","SNAP25"
"CHRNG","SYT2"
"CHRNG","UNC13B"
"CHRNG","VAMP1"
"CHRNG","AKNAD1"
"CHRNG","CLCNKB"
"PREPL","RAPSN"
"PREPL","RPH3A"
"PREPL","SCN4A"
"PREPL","SNAP25"
"PREPL","SYT2"
"PREPL","UNC13B"
"PREPL","VAMP1"
"PREPL","AKNAD1"
"PREPL","CLCNKB"
"RAPSN","RPH3A"
"RAPSN","SCN4A"
"RAPSN","SNAP25"
"RAPSN","SYT2"
"RAPSN","UNC13B"
"RAPSN","VAMP1"
"RAPSN","AKNAD1"
"RAPSN","CLCNKB"
"RPH3A","SCN4A"
"RPH3A","SNAP25"
"RPH3A","SYT2"
"RPH3A","UNC13B"
"RPH3A","VAMP1"
"RPH3A","AKNAD1"
"RPH3A","CLCNKB"
"SCN4A","SNAP25"
"SCN4A","SYT2"
"SCN4A","UNC13B"
"SCN4A","VAMP1"
"SCN4A","AKNAD1"
"SCN4A","CLCNKB"
"SNAP25","SYT2"
"SNAP25","UNC13B"
"SNAP25","VAMP1"
"SNAP25","AKNAD1"
"SNAP25","CLCNKB"
"SYT2","UNC13B"
"SYT2","VAMP1"
"SYT2","AKNAD1"
"SYT2","CLCNKB"
"UNC13B","VAMP1"
"UNC13B","AKNAD1"
"UNC13B","CLCNKB"
"VAMP1","AKNAD1"
"VAMP1","CLCNKB"
"AKNAD1","CLCNKB"
"ZP4","ABCB5"
"ZP4","CFHR5"
"ZP4","SLC28A1"
"ZP4","OR10G9"
"ZP4","ACOT2"
"ZP4","SLC18A3"
"ZP4","SLC5A7"
"ZP4","TPCN2"
"ABCB5","CFHR5"
"ABCB5","SLC28A1"
"ABCB5","OR10G9"
"ABCB5","ACOT2"
"ABCB5","SLC18A3"
"ABCB5","SLC5A7"
"ABCB5","TPCN2"
"CFHR5","SLC28A1"
"CFHR5","OR10G9"
"CFHR5","ACOT2"
"CFHR5","SLC18A3"
"CFHR5","SLC5A7"
"CFHR5","TPCN2"
"SLC28A1","OR10G9"
"SLC28A1","ACOT2"
"SLC28A1","SLC18A3"
"SLC28A1","SLC5A7"
"SLC28A1","TPCN2"
"OR10G9","ACOT2"
"OR10G9","SLC18A3"
"OR10G9","SLC5A7"
"OR10G9","TPCN2"
"ACOT2","SLC18A3"
"ACOT2","SLC5A7"
"ACOT2","TPCN2"
"SLC18A3","SLC5A7"
"SLC18A3","TPCN2"
"SLC5A7","TPCN2"
"C1orf94","FGL1"
"C1orf94","HEATR1"
"C1orf94","ZC3H3"
"FGL1","HEATR1"
"FGL1","ZC3H3"
"HEATR1","ZC3H3"
