"V1","V2"
"FYB2","PDPR"
"FYB2","MRM1"
"FYB2","MYO19"
"FYB2","DDX52"
"FYB2","FGGY"
"FYB2","ANXA2R"
"FYB2","SELENOW"
"FYB2","ZDHHC11"
"CLTCL1","USP20"
"CLTCL1","FNIP2"
"CLTCL1","MROH2B"
"CLTCL1","KRT23"
"CLTCL1","ZNF343"
"CLTCL1","ELP1"
"CLTCL1","LARP7"
"CLTCL1","LMO7"
"CLTCL1","SEC16A"
"CLTCL1","ALG14"
"CLTCL1","DPAGT1"
"CLTCL1","GFPT1"
"CLTCL1","GMPPB"
"CLTCL1","SLC25A1"
"CLTCL1","PDPR"
"CLTCL1","MRM1"
"CLTCL1","MYO19"
"CLTCL1","DDX52"
"CLTCL1","FGGY"
"CLTCL1","ANXA2R"
"CLTCL1","SELENOW"
"CLTCL1","ZDHHC11"
"USP20","FNIP2"
"USP20","MROH2B"
"USP20","KRT23"
"USP20","ZNF343"
"USP20","ELP1"
"USP20","LARP7"
"USP20","LMO7"
"USP20","SEC16A"
"USP20","ALG14"
"USP20","DPAGT1"
"USP20","GFPT1"
"USP20","GMPPB"
"USP20","SLC25A1"
"USP20","PDPR"
"USP20","MRM1"
"USP20","MYO19"
"USP20","DDX52"
"USP20","FGGY"
"USP20","ANXA2R"
"USP20","SELENOW"
"USP20","ZDHHC11"
"FNIP2","MROH2B"
"FNIP2","KRT23"
"FNIP2","ZNF343"
"FNIP2","ELP1"
"FNIP2","LARP7"
"FNIP2","LMO7"
"FNIP2","SEC16A"
"FNIP2","ALG14"
"FNIP2","DPAGT1"
"FNIP2","GFPT1"
"FNIP2","GMPPB"
"FNIP2","SLC25A1"
"FNIP2","PDPR"
"FNIP2","MRM1"
"FNIP2","MYO19"
"FNIP2","DDX52"
"FNIP2","FGGY"
"FNIP2","ANXA2R"
"FNIP2","SELENOW"
"FNIP2","ZDHHC11"
"MROH2B","KRT23"
"MROH2B","ZNF343"
"MROH2B","ELP1"
"MROH2B","LARP7"
"MROH2B","LMO7"
"MROH2B","SEC16A"
"MROH2B","ALG14"
"MROH2B","DPAGT1"
"MROH2B","GFPT1"
"MROH2B","GMPPB"
"MROH2B","SLC25A1"
"MROH2B","PDPR"
"MROH2B","MRM1"
"MROH2B","MYO19"
"MROH2B","DDX52"
"MROH2B","FGGY"
"MROH2B","ANXA2R"
"MROH2B","SELENOW"
"MROH2B","ZDHHC11"
"KRT23","ZNF343"
"KRT23","ELP1"
"KRT23","LARP7"
"KRT23","LMO7"
"KRT23","SEC16A"
"KRT23","ALG14"
"KRT23","DPAGT1"
"KRT23","GFPT1"
"KRT23","GMPPB"
"KRT23","SLC25A1"
"KRT23","PDPR"
"KRT23","MRM1"
"KRT23","MYO19"
"KRT23","DDX52"
"KRT23","FGGY"
"KRT23","ANXA2R"
"KRT23","SELENOW"
"KRT23","ZDHHC11"
"ZNF343","ELP1"
"ZNF343","LARP7"
"ZNF343","LMO7"
"ZNF343","SEC16A"
"ZNF343","ALG14"
"ZNF343","DPAGT1"
"ZNF343","GFPT1"
"ZNF343","GMPPB"
"ZNF343","SLC25A1"
"ZNF343","PDPR"
"ZNF343","MRM1"
"ZNF343","MYO19"
"ZNF343","DDX52"
"ZNF343","FGGY"
"ZNF343","ANXA2R"
"ZNF343","SELENOW"
"ZNF343","ZDHHC11"
"ELP1","LARP7"
"ELP1","LMO7"
"ELP1","SEC16A"
"ELP1","ALG14"
"ELP1","DPAGT1"
"ELP1","GFPT1"
"ELP1","GMPPB"
"ELP1","SLC25A1"
"ELP1","PDPR"
"ELP1","MRM1"
"ELP1","MYO19"
"ELP1","DDX52"
"ELP1","FGGY"
"ELP1","ANXA2R"
"ELP1","SELENOW"
"ELP1","ZDHHC11"
"LARP7","LMO7"
"LARP7","SEC16A"
"LARP7","ALG14"
"LARP7","DPAGT1"
"LARP7","GFPT1"
"LARP7","GMPPB"
"LARP7","SLC25A1"
"LARP7","PDPR"
"LARP7","MRM1"
"LARP7","MYO19"
"LARP7","DDX52"
"LARP7","FGGY"
"LARP7","ANXA2R"
"LARP7","SELENOW"
"LARP7","ZDHHC11"
"LMO7","SEC16A"
"LMO7","ALG14"
"LMO7","DPAGT1"
"LMO7","GFPT1"
"LMO7","GMPPB"
"LMO7","SLC25A1"
"LMO7","PDPR"
"LMO7","MRM1"
"LMO7","MYO19"
"LMO7","DDX52"
"LMO7","FGGY"
"LMO7","ANXA2R"
"LMO7","SELENOW"
"LMO7","ZDHHC11"
"SEC16A","ALG14"
"SEC16A","DPAGT1"
"SEC16A","GFPT1"
"SEC16A","GMPPB"
"SEC16A","SLC25A1"
"SEC16A","PDPR"
"SEC16A","MRM1"
"SEC16A","MYO19"
"SEC16A","DDX52"
"SEC16A","FGGY"
"SEC16A","ANXA2R"
"SEC16A","SELENOW"
"SEC16A","ZDHHC11"
"ALG14","DPAGT1"
"ALG14","GFPT1"
"ALG14","GMPPB"
"ALG14","SLC25A1"
"ALG14","PDPR"
"ALG14","MRM1"
"ALG14","MYO19"
"ALG14","DDX52"
"ALG14","FGGY"
"ALG14","ANXA2R"
"ALG14","SELENOW"
"ALG14","ZDHHC11"
"DPAGT1","GFPT1"
"DPAGT1","GMPPB"
"DPAGT1","SLC25A1"
"DPAGT1","PDPR"
"DPAGT1","MRM1"
"DPAGT1","MYO19"
"DPAGT1","DDX52"
"DPAGT1","FGGY"
"DPAGT1","ANXA2R"
"DPAGT1","SELENOW"
"DPAGT1","ZDHHC11"
"GFPT1","GMPPB"
"GFPT1","SLC25A1"
"GFPT1","PDPR"
"GFPT1","MRM1"
"GFPT1","MYO19"
"GFPT1","DDX52"
"GFPT1","FGGY"
"GFPT1","ANXA2R"
"GFPT1","SELENOW"
"GFPT1","ZDHHC11"
"GMPPB","SLC25A1"
"GMPPB","PDPR"
"GMPPB","MRM1"
"GMPPB","MYO19"
"GMPPB","DDX52"
"GMPPB","FGGY"
"GMPPB","ANXA2R"
"GMPPB","SELENOW"
"GMPPB","ZDHHC11"
"SLC25A1","PDPR"
"SLC25A1","MRM1"
"SLC25A1","MYO19"
"SLC25A1","DDX52"
"SLC25A1","FGGY"
"SLC25A1","ANXA2R"
"SLC25A1","SELENOW"
"SLC25A1","ZDHHC11"
"PDPR","MRM1"
"PDPR","MYO19"
"PDPR","DDX52"
"PDPR","FGGY"
"PDPR","ANXA2R"
"PDPR","SELENOW"
"PDPR","ZDHHC11"
"MRM1","MYO19"
"MRM1","DDX52"
"MRM1","FGGY"
"MRM1","ANXA2R"
"MRM1","SELENOW"
"MRM1","ZDHHC11"
"MYO19","DDX52"
"MYO19","FGGY"
"MYO19","ANXA2R"
"MYO19","SELENOW"
"MYO19","ZDHHC11"
"DDX52","FGGY"
"DDX52","ANXA2R"
"DDX52","SELENOW"
"DDX52","ZDHHC11"
"FGGY","ANXA2R"
"FGGY","SELENOW"
"FGGY","ZDHHC11"
"ANXA2R","SELENOW"
"ANXA2R","ZDHHC11"
"SELENOW","ZDHHC11"
"ADAM8","COL6A5"
"ADAM8","FAM186A"
"ADAM8","HLA-A"
"ADAM8","PKD1"
"ADAM8","TLR1"
"ADAM8","MROH5"
"ADAM8","ITIH5"
"ADAM8","LAMA5"
"ADAM8","SLCO4A1"
"ADAM8","TLL2"
"ADAM8","TLR6"
"ADAM8","BIN2"
"ADAM8","HLA-DQB1"
"ADAM8","MUC12"
"ADAM8","MYOM2"
"ADAM8","SH3PXD2B"
"ADAM8","TG"
"ADAM8","DDIAS"
"ADAM8","EPS8"
"ADAM8","MAMDC4"
"ADAM8","MCAM"
"ADAM8","SLC49A3"
"ADAM8","MYO15B"
"ADAM8","BLK"
"ADAM8","PCDHGA6"
"ADAM8","SPTA1"
"ADAM8","TLR10"
"ADAM8","HMCN1"
"ADAM8","SHARPIN"
"ADAM8","RADIL"
"ADAM8","ADAMTS9"
"ADAM8","LRFN3"
"ADAM8","TLN2"
"ADAM8","VTCN1"
"ADAM8","CLIP2"
"ADAM8","LAMB4"
"ADAM8","ADAM28"
"ADAM8","CNTN3"
"ADAM8","ECEL1"
"ADAM8","PKD1L2"
"ADAM8","SHROOM3"
"ADAM8","AGRN"
"ADAM8","COL13A1"
"ADAM8","COLQ"
"ADAM8","DOK7"
"ADAM8","LAMB2"
"ADAM8","LRP4"
"ADAM8","MUSK"
"ADAM8","PLEC"
"ADAM8","RAPSN"
"ADAM8","MSR1"
"ADAM8","MICAL2"
"ADAM8","DUSP14"
"ADAM8","DEFB103B"
"ADAM8","DPY19L2"
"COL6A5","FAM186A"
"COL6A5","HLA-A"
"COL6A5","PKD1"
"COL6A5","TLR1"
"COL6A5","MROH5"
"COL6A5","ITIH5"
"COL6A5","LAMA5"
"COL6A5","SLCO4A1"
"COL6A5","TLL2"
"COL6A5","TLR6"
"COL6A5","BIN2"
"COL6A5","HLA-DQB1"
"COL6A5","MUC12"
"COL6A5","MYOM2"
"COL6A5","SH3PXD2B"
"COL6A5","TG"
"COL6A5","DDIAS"
"COL6A5","EPS8"
"COL6A5","MAMDC4"
"COL6A5","MCAM"
"COL6A5","SLC49A3"
"COL6A5","MYO15B"
"COL6A5","BLK"
"COL6A5","PCDHGA6"
"COL6A5","SPTA1"
"COL6A5","TLR10"
"COL6A5","HMCN1"
"COL6A5","SHARPIN"
"COL6A5","RADIL"
"COL6A5","ADAMTS9"
"COL6A5","LRFN3"
"COL6A5","TLN2"
"COL6A5","VTCN1"
"COL6A5","CLIP2"
"COL6A5","LAMB4"
"COL6A5","ADAM28"
"COL6A5","CNTN3"
"COL6A5","ECEL1"
"COL6A5","PKD1L2"
"COL6A5","SHROOM3"
"COL6A5","AGRN"
"COL6A5","COL13A1"
"COL6A5","COLQ"
"COL6A5","DOK7"
"COL6A5","LAMB2"
"COL6A5","LRP4"
"COL6A5","MUSK"
"COL6A5","PLEC"
"COL6A5","RAPSN"
"COL6A5","MSR1"
"COL6A5","MICAL2"
"COL6A5","DUSP14"
"COL6A5","DEFB103B"
"COL6A5","DPY19L2"
"FAM186A","HLA-A"
"FAM186A","PKD1"
"FAM186A","TLR1"
"FAM186A","MROH5"
"FAM186A","ITIH5"
"FAM186A","LAMA5"
"FAM186A","SLCO4A1"
"FAM186A","TLL2"
"FAM186A","TLR6"
"FAM186A","BIN2"
"FAM186A","HLA-DQB1"
"FAM186A","MUC12"
"FAM186A","MYOM2"
"FAM186A","SH3PXD2B"
"FAM186A","TG"
"FAM186A","DDIAS"
"FAM186A","EPS8"
"FAM186A","MAMDC4"
"FAM186A","MCAM"
"FAM186A","SLC49A3"
"FAM186A","MYO15B"
"FAM186A","BLK"
"FAM186A","PCDHGA6"
"FAM186A","SPTA1"
"FAM186A","TLR10"
"FAM186A","HMCN1"
"FAM186A","SHARPIN"
"FAM186A","RADIL"
"FAM186A","ADAMTS9"
"FAM186A","LRFN3"
"FAM186A","TLN2"
"FAM186A","VTCN1"
"FAM186A","CLIP2"
"FAM186A","LAMB4"
"FAM186A","ADAM28"
"FAM186A","CNTN3"
"FAM186A","ECEL1"
"FAM186A","PKD1L2"
"FAM186A","SHROOM3"
"FAM186A","AGRN"
"FAM186A","COL13A1"
"FAM186A","COLQ"
"FAM186A","DOK7"
"FAM186A","LAMB2"
"FAM186A","LRP4"
"FAM186A","MUSK"
"FAM186A","PLEC"
"FAM186A","RAPSN"
"FAM186A","MSR1"
"FAM186A","MICAL2"
"FAM186A","DUSP14"
"FAM186A","DEFB103B"
"FAM186A","DPY19L2"
"HLA-A","PKD1"
"HLA-A","TLR1"
"HLA-A","MROH5"
"HLA-A","ITIH5"
"HLA-A","LAMA5"
"HLA-A","SLCO4A1"
"HLA-A","TLL2"
"HLA-A","TLR6"
"HLA-A","BIN2"
"HLA-A","HLA-DQB1"
"HLA-A","MUC12"
"HLA-A","MYOM2"
"HLA-A","SH3PXD2B"
"HLA-A","TG"
"HLA-A","DDIAS"
"HLA-A","EPS8"
"HLA-A","MAMDC4"
"HLA-A","MCAM"
"HLA-A","SLC49A3"
"HLA-A","MYO15B"
"HLA-A","BLK"
"HLA-A","PCDHGA6"
"HLA-A","SPTA1"
"HLA-A","TLR10"
"HLA-A","HMCN1"
"HLA-A","SHARPIN"
"HLA-A","RADIL"
"HLA-A","ADAMTS9"
"HLA-A","LRFN3"
"HLA-A","TLN2"
"HLA-A","VTCN1"
"HLA-A","CLIP2"
"HLA-A","LAMB4"
"HLA-A","ADAM28"
"HLA-A","CNTN3"
"HLA-A","ECEL1"
"HLA-A","PKD1L2"
"HLA-A","SHROOM3"
"HLA-A","AGRN"
"HLA-A","COL13A1"
"HLA-A","COLQ"
"HLA-A","DOK7"
"HLA-A","LAMB2"
"HLA-A","LRP4"
"HLA-A","MUSK"
"HLA-A","PLEC"
"HLA-A","RAPSN"
"HLA-A","MSR1"
"HLA-A","MICAL2"
"HLA-A","DUSP14"
"HLA-A","DEFB103B"
"HLA-A","DPY19L2"
"PKD1","TLR1"
"PKD1","MROH5"
"PKD1","ITIH5"
"PKD1","LAMA5"
"PKD1","SLCO4A1"
"PKD1","TLL2"
"PKD1","TLR6"
"PKD1","BIN2"
"PKD1","HLA-DQB1"
"PKD1","MUC12"
"PKD1","MYOM2"
"PKD1","SH3PXD2B"
"PKD1","TG"
"PKD1","DDIAS"
"PKD1","EPS8"
"PKD1","MAMDC4"
"PKD1","MCAM"
"PKD1","SLC49A3"
"PKD1","MYO15B"
"PKD1","BLK"
"PKD1","PCDHGA6"
"PKD1","SPTA1"
"PKD1","TLR10"
"PKD1","HMCN1"
"PKD1","SHARPIN"
"PKD1","RADIL"
"PKD1","ADAMTS9"
"PKD1","LRFN3"
"PKD1","TLN2"
"PKD1","VTCN1"
"PKD1","CLIP2"
"PKD1","LAMB4"
"PKD1","ADAM28"
"PKD1","CNTN3"
"PKD1","ECEL1"
"PKD1","PKD1L2"
"PKD1","SHROOM3"
"PKD1","AGRN"
"PKD1","COL13A1"
"PKD1","COLQ"
"PKD1","DOK7"
"PKD1","LAMB2"
"PKD1","LRP4"
"PKD1","MUSK"
"PKD1","PLEC"
"PKD1","RAPSN"
"PKD1","MSR1"
"PKD1","MICAL2"
"PKD1","DUSP14"
"PKD1","DEFB103B"
"PKD1","DPY19L2"
"TLR1","MROH5"
"TLR1","ITIH5"
"TLR1","LAMA5"
"TLR1","SLCO4A1"
"TLR1","TLL2"
"TLR1","TLR6"
"TLR1","BIN2"
"TLR1","HLA-DQB1"
"TLR1","MUC12"
"TLR1","MYOM2"
"TLR1","SH3PXD2B"
"TLR1","TG"
"TLR1","DDIAS"
"TLR1","EPS8"
"TLR1","MAMDC4"
"TLR1","MCAM"
"TLR1","SLC49A3"
"TLR1","MYO15B"
"TLR1","BLK"
"TLR1","PCDHGA6"
"TLR1","SPTA1"
"TLR1","TLR10"
"TLR1","HMCN1"
"TLR1","SHARPIN"
"TLR1","RADIL"
"TLR1","ADAMTS9"
"TLR1","LRFN3"
"TLR1","TLN2"
"TLR1","VTCN1"
"TLR1","CLIP2"
"TLR1","LAMB4"
"TLR1","ADAM28"
"TLR1","CNTN3"
"TLR1","ECEL1"
"TLR1","PKD1L2"
"TLR1","SHROOM3"
"TLR1","AGRN"
"TLR1","COL13A1"
"TLR1","COLQ"
"TLR1","DOK7"
"TLR1","LAMB2"
"TLR1","LRP4"
"TLR1","MUSK"
"TLR1","PLEC"
"TLR1","RAPSN"
"TLR1","MSR1"
"TLR1","MICAL2"
"TLR1","DUSP14"
"TLR1","DEFB103B"
"TLR1","DPY19L2"
"MROH5","ITIH5"
"MROH5","LAMA5"
"MROH5","SLCO4A1"
"MROH5","TLL2"
"MROH5","TLR6"
"MROH5","BIN2"
"MROH5","HLA-DQB1"
"MROH5","MUC12"
"MROH5","MYOM2"
"MROH5","SH3PXD2B"
"MROH5","TG"
"MROH5","DDIAS"
"MROH5","EPS8"
"MROH5","MAMDC4"
"MROH5","MCAM"
"MROH5","SLC49A3"
"MROH5","MYO15B"
"MROH5","BLK"
"MROH5","PCDHGA6"
"MROH5","SPTA1"
"MROH5","TLR10"
"MROH5","HMCN1"
"MROH5","SHARPIN"
"MROH5","RADIL"
"MROH5","ADAMTS9"
"MROH5","LRFN3"
"MROH5","TLN2"
"MROH5","VTCN1"
"MROH5","CLIP2"
"MROH5","LAMB4"
"MROH5","ADAM28"
"MROH5","CNTN3"
"MROH5","ECEL1"
"MROH5","PKD1L2"
"MROH5","SHROOM3"
"MROH5","AGRN"
"MROH5","COL13A1"
"MROH5","COLQ"
"MROH5","DOK7"
"MROH5","LAMB2"
"MROH5","LRP4"
"MROH5","MUSK"
"MROH5","PLEC"
"MROH5","RAPSN"
"MROH5","MSR1"
"MROH5","MICAL2"
"MROH5","DUSP14"
"MROH5","DEFB103B"
"MROH5","DPY19L2"
"ITIH5","LAMA5"
"ITIH5","SLCO4A1"
"ITIH5","TLL2"
"ITIH5","TLR6"
"ITIH5","BIN2"
"ITIH5","HLA-DQB1"
"ITIH5","MUC12"
"ITIH5","MYOM2"
"ITIH5","SH3PXD2B"
"ITIH5","TG"
"ITIH5","DDIAS"
"ITIH5","EPS8"
"ITIH5","MAMDC4"
"ITIH5","MCAM"
"ITIH5","SLC49A3"
"ITIH5","MYO15B"
"ITIH5","BLK"
"ITIH5","PCDHGA6"
"ITIH5","SPTA1"
"ITIH5","TLR10"
"ITIH5","HMCN1"
"ITIH5","SHARPIN"
"ITIH5","RADIL"
"ITIH5","ADAMTS9"
"ITIH5","LRFN3"
"ITIH5","TLN2"
"ITIH5","VTCN1"
"ITIH5","CLIP2"
"ITIH5","LAMB4"
"ITIH5","ADAM28"
"ITIH5","CNTN3"
"ITIH5","ECEL1"
"ITIH5","PKD1L2"
"ITIH5","SHROOM3"
"ITIH5","AGRN"
"ITIH5","COL13A1"
"ITIH5","COLQ"
"ITIH5","DOK7"
"ITIH5","LAMB2"
"ITIH5","LRP4"
"ITIH5","MUSK"
"ITIH5","PLEC"
"ITIH5","RAPSN"
"ITIH5","MSR1"
"ITIH5","MICAL2"
"ITIH5","DUSP14"
"ITIH5","DEFB103B"
"ITIH5","DPY19L2"
"LAMA5","SLCO4A1"
"LAMA5","TLL2"
"LAMA5","TLR6"
"LAMA5","BIN2"
"LAMA5","HLA-DQB1"
"LAMA5","MUC12"
"LAMA5","MYOM2"
"LAMA5","SH3PXD2B"
"LAMA5","TG"
"LAMA5","DDIAS"
"LAMA5","EPS8"
"LAMA5","MAMDC4"
"LAMA5","MCAM"
"LAMA5","SLC49A3"
"LAMA5","MYO15B"
"LAMA5","BLK"
"LAMA5","PCDHGA6"
"LAMA5","SPTA1"
"LAMA5","TLR10"
"LAMA5","HMCN1"
"LAMA5","SHARPIN"
"LAMA5","RADIL"
"LAMA5","ADAMTS9"
"LAMA5","LRFN3"
"LAMA5","TLN2"
"LAMA5","VTCN1"
"LAMA5","CLIP2"
"LAMA5","LAMB4"
"LAMA5","ADAM28"
"LAMA5","CNTN3"
"LAMA5","ECEL1"
"LAMA5","PKD1L2"
"LAMA5","SHROOM3"
"LAMA5","AGRN"
"LAMA5","COL13A1"
"LAMA5","COLQ"
"LAMA5","DOK7"
"LAMA5","LAMB2"
"LAMA5","LRP4"
"LAMA5","MUSK"
"LAMA5","PLEC"
"LAMA5","RAPSN"
"LAMA5","MSR1"
"LAMA5","MICAL2"
"LAMA5","DUSP14"
"LAMA5","DEFB103B"
"LAMA5","DPY19L2"
"SLCO4A1","TLL2"
"SLCO4A1","TLR6"
"SLCO4A1","BIN2"
"SLCO4A1","HLA-DQB1"
"SLCO4A1","MUC12"
"SLCO4A1","MYOM2"
"SLCO4A1","SH3PXD2B"
"SLCO4A1","TG"
"SLCO4A1","DDIAS"
"SLCO4A1","EPS8"
"SLCO4A1","MAMDC4"
"SLCO4A1","MCAM"
"SLCO4A1","SLC49A3"
"SLCO4A1","MYO15B"
"SLCO4A1","BLK"
"SLCO4A1","PCDHGA6"
"SLCO4A1","SPTA1"
"SLCO4A1","TLR10"
"SLCO4A1","HMCN1"
"SLCO4A1","SHARPIN"
"SLCO4A1","RADIL"
"SLCO4A1","ADAMTS9"
"SLCO4A1","LRFN3"
"SLCO4A1","TLN2"
"SLCO4A1","VTCN1"
"SLCO4A1","CLIP2"
"SLCO4A1","LAMB4"
"SLCO4A1","ADAM28"
"SLCO4A1","CNTN3"
"SLCO4A1","ECEL1"
"SLCO4A1","PKD1L2"
"SLCO4A1","SHROOM3"
"SLCO4A1","AGRN"
"SLCO4A1","COL13A1"
"SLCO4A1","COLQ"
"SLCO4A1","DOK7"
"SLCO4A1","LAMB2"
"SLCO4A1","LRP4"
"SLCO4A1","MUSK"
"SLCO4A1","PLEC"
"SLCO4A1","RAPSN"
"SLCO4A1","MSR1"
"SLCO4A1","MICAL2"
"SLCO4A1","DUSP14"
"SLCO4A1","DEFB103B"
"SLCO4A1","DPY19L2"
"TLL2","TLR6"
"TLL2","BIN2"
"TLL2","HLA-DQB1"
"TLL2","MUC12"
"TLL2","MYOM2"
"TLL2","SH3PXD2B"
"TLL2","TG"
"TLL2","DDIAS"
"TLL2","EPS8"
"TLL2","MAMDC4"
"TLL2","MCAM"
"TLL2","SLC49A3"
"TLL2","MYO15B"
"TLL2","BLK"
"TLL2","PCDHGA6"
"TLL2","SPTA1"
"TLL2","TLR10"
"TLL2","HMCN1"
"TLL2","SHARPIN"
"TLL2","RADIL"
"TLL2","ADAMTS9"
"TLL2","LRFN3"
"TLL2","TLN2"
"TLL2","VTCN1"
"TLL2","CLIP2"
"TLL2","LAMB4"
"TLL2","ADAM28"
"TLL2","CNTN3"
"TLL2","ECEL1"
"TLL2","PKD1L2"
"TLL2","SHROOM3"
"TLL2","AGRN"
"TLL2","COL13A1"
"TLL2","COLQ"
"TLL2","DOK7"
"TLL2","LAMB2"
"TLL2","LRP4"
"TLL2","MUSK"
"TLL2","PLEC"
"TLL2","RAPSN"
"TLL2","MSR1"
"TLL2","MICAL2"
"TLL2","DUSP14"
"TLL2","DEFB103B"
"TLL2","DPY19L2"
"TLR6","BIN2"
"TLR6","HLA-DQB1"
"TLR6","MUC12"
"TLR6","MYOM2"
"TLR6","SH3PXD2B"
"TLR6","TG"
"TLR6","DDIAS"
"TLR6","EPS8"
"TLR6","MAMDC4"
"TLR6","MCAM"
"TLR6","SLC49A3"
"TLR6","MYO15B"
"TLR6","BLK"
"TLR6","PCDHGA6"
"TLR6","SPTA1"
"TLR6","TLR10"
"TLR6","HMCN1"
"TLR6","SHARPIN"
"TLR6","RADIL"
"TLR6","ADAMTS9"
"TLR6","LRFN3"
"TLR6","TLN2"
"TLR6","VTCN1"
"TLR6","CLIP2"
"TLR6","LAMB4"
"TLR6","ADAM28"
"TLR6","CNTN3"
"TLR6","ECEL1"
"TLR6","PKD1L2"
"TLR6","SHROOM3"
"TLR6","AGRN"
"TLR6","COL13A1"
"TLR6","COLQ"
"TLR6","DOK7"
"TLR6","LAMB2"
"TLR6","LRP4"
"TLR6","MUSK"
"TLR6","PLEC"
"TLR6","RAPSN"
"TLR6","MSR1"
"TLR6","MICAL2"
"TLR6","DUSP14"
"TLR6","DEFB103B"
"TLR6","DPY19L2"
"BIN2","HLA-DQB1"
"BIN2","MUC12"
"BIN2","MYOM2"
"BIN2","SH3PXD2B"
"BIN2","TG"
"BIN2","DDIAS"
"BIN2","EPS8"
"BIN2","MAMDC4"
"BIN2","MCAM"
"BIN2","SLC49A3"
"BIN2","MYO15B"
"BIN2","BLK"
"BIN2","PCDHGA6"
"BIN2","SPTA1"
"BIN2","TLR10"
"BIN2","HMCN1"
"BIN2","SHARPIN"
"BIN2","RADIL"
"BIN2","ADAMTS9"
"BIN2","LRFN3"
"BIN2","TLN2"
"BIN2","VTCN1"
"BIN2","CLIP2"
"BIN2","LAMB4"
"BIN2","ADAM28"
"BIN2","CNTN3"
"BIN2","ECEL1"
"BIN2","PKD1L2"
"BIN2","SHROOM3"
"BIN2","AGRN"
"BIN2","COL13A1"
"BIN2","COLQ"
"BIN2","DOK7"
"BIN2","LAMB2"
"BIN2","LRP4"
"BIN2","MUSK"
"BIN2","PLEC"
"BIN2","RAPSN"
"BIN2","MSR1"
"BIN2","MICAL2"
"BIN2","DUSP14"
"BIN2","DEFB103B"
"BIN2","DPY19L2"
"HLA-DQB1","MUC12"
"HLA-DQB1","MYOM2"
"HLA-DQB1","SH3PXD2B"
"HLA-DQB1","TG"
"HLA-DQB1","DDIAS"
"HLA-DQB1","EPS8"
"HLA-DQB1","MAMDC4"
"HLA-DQB1","MCAM"
"HLA-DQB1","SLC49A3"
"HLA-DQB1","MYO15B"
"HLA-DQB1","BLK"
"HLA-DQB1","PCDHGA6"
"HLA-DQB1","SPTA1"
"HLA-DQB1","TLR10"
"HLA-DQB1","HMCN1"
"HLA-DQB1","SHARPIN"
"HLA-DQB1","RADIL"
"HLA-DQB1","ADAMTS9"
"HLA-DQB1","LRFN3"
"HLA-DQB1","TLN2"
"HLA-DQB1","VTCN1"
"HLA-DQB1","CLIP2"
"HLA-DQB1","LAMB4"
"HLA-DQB1","ADAM28"
"HLA-DQB1","CNTN3"
"HLA-DQB1","ECEL1"
"HLA-DQB1","PKD1L2"
"HLA-DQB1","SHROOM3"
"HLA-DQB1","AGRN"
"HLA-DQB1","COL13A1"
"HLA-DQB1","COLQ"
"HLA-DQB1","DOK7"
"HLA-DQB1","LAMB2"
"HLA-DQB1","LRP4"
"HLA-DQB1","MUSK"
"HLA-DQB1","PLEC"
"HLA-DQB1","RAPSN"
"HLA-DQB1","MSR1"
"HLA-DQB1","MICAL2"
"HLA-DQB1","DUSP14"
"HLA-DQB1","DEFB103B"
"HLA-DQB1","DPY19L2"
"MUC12","MYOM2"
"MUC12","SH3PXD2B"
"MUC12","TG"
"MUC12","DDIAS"
"MUC12","EPS8"
"MUC12","MAMDC4"
"MUC12","MCAM"
"MUC12","SLC49A3"
"MUC12","MYO15B"
"MUC12","BLK"
"MUC12","PCDHGA6"
"MUC12","SPTA1"
"MUC12","TLR10"
"MUC12","HMCN1"
"MUC12","SHARPIN"
"MUC12","RADIL"
"MUC12","ADAMTS9"
"MUC12","LRFN3"
"MUC12","TLN2"
"MUC12","VTCN1"
"MUC12","CLIP2"
"MUC12","LAMB4"
"MUC12","ADAM28"
"MUC12","CNTN3"
"MUC12","ECEL1"
"MUC12","PKD1L2"
"MUC12","SHROOM3"
"MUC12","AGRN"
"MUC12","COL13A1"
"MUC12","COLQ"
"MUC12","DOK7"
"MUC12","LAMB2"
"MUC12","LRP4"
"MUC12","MUSK"
"MUC12","PLEC"
"MUC12","RAPSN"
"MUC12","MSR1"
"MUC12","MICAL2"
"MUC12","DUSP14"
"MUC12","DEFB103B"
"MUC12","DPY19L2"
"MYOM2","SH3PXD2B"
"MYOM2","TG"
"MYOM2","DDIAS"
"MYOM2","EPS8"
"MYOM2","MAMDC4"
"MYOM2","MCAM"
"MYOM2","SLC49A3"
"MYOM2","MYO15B"
"MYOM2","BLK"
"MYOM2","PCDHGA6"
"MYOM2","SPTA1"
"MYOM2","TLR10"
"MYOM2","HMCN1"
"MYOM2","SHARPIN"
"MYOM2","RADIL"
"MYOM2","ADAMTS9"
"MYOM2","LRFN3"
"MYOM2","TLN2"
"MYOM2","VTCN1"
"MYOM2","CLIP2"
"MYOM2","LAMB4"
"MYOM2","ADAM28"
"MYOM2","CNTN3"
"MYOM2","ECEL1"
"MYOM2","PKD1L2"
"MYOM2","SHROOM3"
"MYOM2","AGRN"
"MYOM2","COL13A1"
"MYOM2","COLQ"
"MYOM2","DOK7"
"MYOM2","LAMB2"
"MYOM2","LRP4"
"MYOM2","MUSK"
"MYOM2","PLEC"
"MYOM2","RAPSN"
"MYOM2","MSR1"
"MYOM2","MICAL2"
"MYOM2","DUSP14"
"MYOM2","DEFB103B"
