"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2","5","7","53","14","20","34","540","68","C0553586"
"2","5","8","63","36","166","341","390","158","C0553604"
"2","3","2","110","85","237","433","547","671","C0553604"
"2","5","7","53","51","119","395","549","674","C0553681"
"2","5","7","53","51","342","454","573","492","C0553681"
"2","5","7","53","51","342","454","573","492","C0553681"
"2","5","7","53","51","342","454","573","492","C0553681"
"2","3","2","48","170","50","119","444","556","C0553692"
"2","5","7","34","52","216","395","549","492","C0553692"
"2","5","7","53","51","342","454","573","702","C0553692"
"2","3","12","41","116","268","423","536","445","C0553692"
"2","5","7","53","51","342","259","423","389","C0553692"
"2","3","12","41","116","268","434","468","213","C0553692"
"2","3","2","48","170","50","119","444","556","C0553692"
"2","3","2","76","137","76","136","472","435","C0553692"
"2","5","7","53","14","20","25","40","116","C0553692"
"2","5","7","53","51","342","259","423","389","C0553692"
"2","5","7","53","14","20","25","40","186","C0553692"
"2","5","7","53","14","20","25","40","186","C0553692"
"2","5","4","68","96","326","188","145","193","C0553692"
"2","3","7","76","153","40","38","54","75","C0553692"
"2","5","6","34","52","225","142","220","298","C0553706"
"2","5","12","41","219","339","156","568","697","C0553706"
"2","5","7","60","54","24","98","66","203","C0553706"
"2","5","7","53","221","197","259","423","389","C0553706"
"2","3","4","68","96","326","427","548","672","C0553706"
"2","3","12","76","153","40","38","54","75","C0553706"
"2","5","4","68","96","326","427","548","672","C0553706"
"2","3","2","48","182","50","119","444","556","C0553706"
"2","5","4","68","96","326","427","548","672","C0553706"
"2","5","8","63","45","23","34","464","187","C0553706"
"2","5","4","68","96","326","427","548","672","C0553706"
"2","3","12","19","184","118","155","287","116","C0553706"
"2","3","12","26","105","178","226","297","156","C0553706"
"2","5","4","68","96","326","427","548","672","C0553706"
"2","5","7","11","142","225","142","220","116","C0553720"
"2","5","7","60","14","20","25","40","186","C0553720"
"2","5","8","35","41","199","40","415","666","C0553720"
"2","5","7","60","14","20","25","40","186","C0553720"
"2","5","7","60","153","40","38","54","203","C0553720"
"2","5","7","53","51","342","454","573","492","C0553723"
"2","3","12","19","31","261","116","1","86","C0553723"
"2","3","12","19","31","1","426","1","78","C0553723"
"2","5","7","53","51","342","454","573","492","C0553723"
"2","3","12","19","31","261","116","159","211","C0553723"
"2","3","12","19","31","1","426","55","78","C0553723"
"2","3","12","19","31","261","116","1","86","C0553723"
"2","3","12","19","31","261","116","1","664","C0553723"
"2","3","12","41","116","268","434","468","213","C0553723"
"2","3","12","19","31","261","116","159","211","C0553723"
"2","3","12","26","105","178","226","297","156","C0553723"
"2","5","8","45","94","199","240","415","666","C0553730"
"2","5","8","45","94","199","240","415","666","C0553730"
"2","5","8","63","45","23","103","464","187","C0553730"
"2","5","8","63","36","166","106","110","158","C0553730"
"2","5","7","53","51","119","395","549","674","C0553730"
"2","3","5","27","51","335","444","560","373","C0553730"
"2","5","4","68","96","326","427","548","672","C0553730"
"2","3","12","19","31","261","116","1","86","C0553730"
"2","5","7","60","14","184","341","544","669","C0553730"
"2","5","7","53","51","143","428","236","667","C0553730"
"2","3","12","19","31","342","454","573","492","C0553730"
"2","5","7","53","14","20","25","40","186","C0553730"
"2","3","12","26","105","178","226","297","156","C0553730"
"2","3","5","80","94","199","240","415","666","C0553980"
"2","3","2","48","151","276","91","433","118","C0553980"
"2","5","4","68","96","326","427","548","672","C0553980"
"2","5","7","53","51","342","454","573","492","C0553980"
"2","5","8","63","45","23","103","464","187","C0553980"
"2","5","7","53","45","23","103","464","702","C0553980"
"2","3","12","53","184","119","156","287","116","C0553980"
"2","5","4","68","96","326","427","548","672","C0553980"
"2","5","7","53","51","342","454","573","492","C0553980"
"2","5","7","53","14","20","25","40","186","C0553980"
"2","5","7","53","51","342","454","573","492","C0553982"
"2","5","6","11","142","225","142","220","673","C0553982"
"2","5","7","53","51","342","454","573","492","C0553982"
"2","5","4","53","14","20","34","540","68","C0553982"
"2","5","8","63","45","23","103","464","187","C0553982"
"2","5","7","53","51","342","454","573","492","C0553982"
"2","5","8","63","45","23","103","464","187","C0553982"
"2","5","7","53","51","342","454","573","492","C0553982"
"2","5","7","60","14","184","341","544","669","C0553982"
"2","5","7","60","14","184","341","544","669","C0553982"
"2","5","7","53","51","342","454","573","492","C0553982"
"2","3","12","19","219","339","259","423","605","C0553982"
"2","5","7","53","51","342","454","573","492","C0553982"
"2","5","7","53","51","342","259","423","389","C0553982"
"2","5","7","53","45","23","103","464","187","C0553982"
"2","3","12","41","219","339","259","423","605","C0553982"
"2","3","12","19","31","276","91","491","118","C0554101"
"2","5","4","27","36","184","141","359","411","C0554101"
"2","3","2","48","69","99","162","216","290","C0554101"
"2","3","12","19","31","1","426","55","78","C0554101"
"2","3","2","90","167","266","367","500","577","C0554101"
"2","3","4","67","92","293","55","75","311","C0554101"
"2","5","7","53","14","20","25","40","186","C0554101"
"2","3","12","53","184","119","156","287","116","C0554101"
"2","5","7","53","51","342","454","236","492","C0554101"
"2","3","12","19","31","276","91","236","118","C0554101"
"2","1","6","11","142","225","142","220","298","C0554101"
"2","3","2","110","85","237","433","547","671","C0554101"
"2","3","2","110","85","237","433","547","671","C0554101"
"2","5","7","53","51","119","454","573","492","C0554101"
"2","3","12","53","184","119","156","287","116","C0554101"
"2","3","12","19","31","1","426","129","131","C0554101"
"2","5","8","45","94","199","240","415","666","C0554103"
"2","3","8","63","45","23","103","464","619","C0554103"
"2","3","5","80","81","305","409","208","482","C0554103"
"2","5","7","53","51","342","454","573","492","C0554103"
"2","3","5","46","158","252","352","449","563","C0554103"
"2","5","4","68","96","326","427","548","672","C0556385"
"2","5","3","53","151","276","91","433","118","C0556385"
"2","3","12","19","31","276","91","433","118","C0556385"
"2","3","2","110","85","237","433","547","671","C0558165"
"2","5","7","60","54","24","30","46","72","C0558165"
"2","3","7","76","153","40","38","54","75","C0558165"
"2","5","7","34","52","225","142","220","298","C0558165"
"2","3","7","50","47","39","100","321","255","C0558165"
"2","5","7","53","14","20","34","540","68","C0558165"
"2","5","7","53","14","20","34","540","68","C0558165"
"2","5","7","60","54","24","30","46","72","C0558165"
"2","5","7","60","54","24","30","46","72","C0558165"
"2","5","7","60","54","23","34","464","187","C0558165"
"2","3","12","41","116","268","434","468","213","C0558165"
"2","5","7","60","54","24","30","46","72","C0558165"
"2","5","7","60","54","24","30","46","72","C0558165"
"2","5","7","34","52","24","30","46","72","C0558165"
"2","3","5","47","144","185","238","310","392","C0558242"
"2","5","7","53","51","342","454","573","492","C0558242"
"2","3","5","11","142","223","142","220","298","C0558242"
"2","1","6","11","142","225","142","220","298","C0558242"
"2","3","2","48","182","50","119","444","556","C0558242"
"2","5","7","53","51","342","454","573","492","C0558242"
"2","3","12","19","31","261","116","1","86","C0558242"
"2","3","12","19","31","261","116","1","86","C0558242"
"2","3","12","26","105","178","226","297","156","C0558242"
"2","5","7","60","54","24","30","46","72","C0558242"
"2","3","2","110","85","237","433","547","154","C0558845"
"2","3","12","41","116","268","347","271","356","C0558845"
"2","3","2","48","57","110","141","359","462","C0558845"
"2","3","12","41","116","268","434","468","215","C0558845"
"2","3","7","34","52","216","395","536","445","C0558845"
"2","3","2","89","124","204","42","452","258","C0558845"
"2","5","7","53","51","23","103","464","187","C0558845"
"2","3","12","41","219","339","156","568","697","C0558845"
"2","5","8","63","45","23","103","464","187","C0560346"
"2","5","8","63","45","23","103","464","187","C0560346"
"2","5","8","63","45","23","34","464","187","C0560346"
"2","3","5","43","161","305","409","208","482","C0560346"
"2","5","8","63","45","23","103","464","187","C0560346"
"2","3","12","76","153","40","38","54","75","C0560346"
"2","3","7","76","153","40","38","54","75","C0560346"
"2","3","2","84","97","167","210","278","360","C0563243"
"2","5","7","53","51","342","454","573","492","C0563243"
"2","3","12","76","153","76","38","54","75","C0563243"
"2","3","12","76","153","76","38","54","75","C0563243"
"2","3","2","48","57","110","141","359","462","C0563243"
"2","3","12","19","31","261","116","1","86","C0563243"
"2","3","2","15","85","105","139","186","245","C0563243"
"2","3","12","19","31","1","91","433","118","C0563243"
"2","3","12","19","31","276","91","433","118","C0563243"
"2","3","12","76","153","40","38","54","75","C0563243"
"2","3","12","76","153","40","38","54","75","C0563243"
"2","3","12","76","153","40","38","54","75","C0563449"
"2","3","2","110","85","237","433","547","671","C0563449"
"2","3","12","41","116","268","434","568","605","C0563449"
"2","3","3","19","221","321","428","541","667","C0563449"
"2","3","2","46","175","227","167","224","301","C0564408"
"2","3","2","69","98","85","189","247","333","C0564408"
"2","5","4","68","96","326","427","548","672","C0564408"
"2","5","7","60","14","71","341","223","219","C0564408"
"2","3","12","41","219","339","347","271","356","C0564408"
"2","5","7","53","51","342","395","549","674","C0564408"
"2","5","7","68","51","119","395","549","674","C0566602"
"2","2","1","9","15","21","28","42","62","C0566602"
"2","3","12","19","31","225","142","220","298","C0566602"
"2","3","12","76","153","40","38","54","75","C0566693"
"2","3","2","110","85","237","433","547","671","C0566693"
"2","5","7","27","36","71","341","223","219","C0566694"
"2","3","2","41","137","44","208","81","108","C0566694"
"2","5","7","53","51","342","454","573","492","C0566694"
"2","5","7","53","14","20","454","573","492","C0566694"
"2","3","7","34","52","216","395","549","674","C0566888"
"2","3","12","76","153","40","38","54","75","C0566888"
"2","3","2","85","143","286","51","488","102","C0566888"
"2","3","5","80","81","166","378","173","229","C0566888"
"2","5","7","53","51","342","454","573","492","C0566888"
"2","5","7","53","51","342","454","573","492","C0566888"
"2","5","7","53","184","119","156","287","116","C0566899"
"2","5","3","68","221","184","259","544","669","C0566899"
"2","3","12","19","31","1","116","297","78","C0566899"
"2","5","7","60","54","24","30","46","72","C0566899"
"2","3","5","91","214","271","372","471","586","C0566899"
"2","3","12","76","153","40","38","54","75","C0566899"
"2","3","12","76","31","261","116","1","86","C0566899"
"2","3","2","48","170","50","347","167","593","C0566899"
"2","5","12","76","153","197","259","560","422","C0566899"
"2","3","3","19","221","321","428","541","667","C0566899"
"2","5","7","53","14","20","25","40","186","C0566899"
"2","5","7","53","14","20","259","560","373","C0566899"
"2","3","12","76","153","40","38","54","75","C0566899"
"2","3","12","76","31","40","38","54","75","C0566899"
"2","3","12","76","31","261","116","1","86","C0566899"
"2","3","12","76","153","40","38","54","75","C0566899"
"2","5","7","53","51","342","454","573","702","C0574769"
"2","3","5","27","81","99","162","216","290","C0574769"
"2","5","7","53","51","342","454","573","492","C0574769"
"2","1","6","11","142","225","142","220","298","C0574769"
"2","3","3","19","221","321","428","541","667","C0574769"
"2","3","2","80","91","75","204","267","352","C0575059"
"2","3","2","67","92","293","55","75","311","C0575059"
"2","5","8","63","36","166","106","110","158","C0575059"
"2","5","7","34","52","326","427","548","702","C0575059"
"2","3","2","110","85","237","433","547","671","C0575059"
"2","3","8","60","36","71","341","223","624","C0575059"
"2","3","12","48","57","110","141","359","462","C0575059"
"2","3","12","41","116","268","423","536","445","C0575059"
"2","5","7","34","52","216","395","549","667","C0575059"
"2","3","2","83","171","97","381","478","597","C0575059"
"2","5","8","63","36","166","106","110","158","C0575059"
"2","3","12","76","153","40","38","54","75","C0575059"
"2","3","2","85","143","286","51","488","102","C0575071"
"2","5","2","53","123","194","255","560","373","C0575071"
"2","3","2","78","123","194","255","215","412","C0575071"
"2","3","7","34","52","216","395","549","420","C0575071"
"2","5","8","27","70","99","162","216","290","C0575071"
"2","3","5","116","183","295","398","243","327","C0575071"
"2","5","8","63","45","23","103","464","187","C0575071"
"2","5","8","27","70","99","162","216","290","C0575071"
"2","3","2","72","109","115","62","268","353","C0575071"
"2","3","12","19","31","261","116","1","86","C0575071"
"2","3","12","41","116","268","434","468","213","C0575071"
"2","3","8","63","45","184","103","572","658","C0575071"
"2","5","7","27","36","71","341","223","219","C0575071"
"2","3","12","22","219","339","347","271","356","C0575071"
"2","5","7","53","51","342","454","573","492","C0575071"
"2","5","8","63","45","23","103","464","187","C0575071"
"2","5","8","63","45","23","103","464","187","C0575071"
"2","3","2","110","94","178","226","297","380","C0575071"
"2","5","8","63","45","23","103","464","187","C0575071"
"2","5","8","63","45","23","103","464","187","C0575071"
"2","5","7","53","51","342","454","573","492","C0575071"
"2","5","7","53","14","20","454","573","492","C0575071"
"2","5","7","60","14","184","341","544","669","C0575071"
"2","3","12","76","153","40","38","54","75","C0575071"
"2","5","8","35","41","77","40","57","80","C0575167"
"2","3","12","76","137","76","136","82","658","C0575167"
"2","3","5","80","81","296","399","201","274","C0575167"
"2","5","7","53","51","342","454","573","492","C0575167"
"2","3","2","22","170","50","119","463","153","C0575167"
"2","3","7","60","153","40","38","93","75","C0575167"
"2","3","12","41","116","268","38","54","75","C0575167"
"2","3","12","68","221","197","259","560","422","C0575167"
"2","5","3","68","221","197","259","560","422","C0575167"
"2","3","2","48","182","50","119","444","556","C0575167"
"2","3","12","19","31","1","426","55","78","C0575167"
"2","3","12","19","31","261","116","1","86","C0575167"
"2","3","12","26","105","296","226","488","156","C0575167"
"2","5","8","27","70","99","162","216","290","C0575167"
"2","3","12","19","31","276","91","433","118","C0575167"
"2","5","7","53","14","20","25","573","186","C0575167"
"2","3","12","19","31","276","91","433","118","C0575167"
"2","5","7","53","14","20","34","540","68","C0575167"
"2","3","3","19","151","276","91","433","118","C0575167"
"2","3","2","35","41","94","260","330","375","C0575170"
"2","5","7","63","45","23","103","287","664","C0575170"
"2","3","12","19","31","1","116","297","78","C0575497"
"2","3","2","22","33","261","116","159","211","C0575497"
"2","3","12","76","153","40","38","54","75","C0575497"
"2","5","7","53","51","342","259","423","389","C0575497"
"2","3","12","76","153","40","38","54","75","C0575497"
"2","3","12","76","153","40","38","54","75","C0575535"
"2","3","2","48","182","50","119","444","556","C0575535"
"2","5","7","53","51","342","454","573","492","C0575535"
"2","3","12","26","105","178","226","297","156","C0575535"
"2","5","7","53","51","342","454","573","492","C0575803"
"2","3","2","22","33","323","66","101","136","C0575803"
"2","5","7","53","51","342","259","423","389","C0575897"
"2","5","7","53","51","342","259","423","389","C0575897"
"2","3","12","19","31","261","116","1","86","C0575897"
"2","3","5","80","81","142","176","235","317","C0576225"
"2","3","7","34","52","216","395","549","622","C0576225"
"2","5","8","27","70","99","162","216","290","C0576225"
"2","3","2","101","62","189","182","509","154","C0576225"
"2","5","7","53","51","342","454","573","702","C0576225"
"2","5","7","53","14","20","25","40","186","C0576225"
"2","3","12","19","14","20","34","540","68","C0576225"
"2","5","7","53","14","20","25","40","186","C0576225"
"2","3","2","22","33","323","66","101","136","C0576227"
"2","3","12","19","31","225","142","220","298","C0576227"
"2","3","2","110","85","237","433","80","394","C0576227"
"2","5","7","60","36","71","341","223","666","C0576860"
"2","3","2","48","170","67","119","444","593","C0576860"
"2","3","3","19","221","321","428","541","667","C0576860"
"2","3","5","91","214","271","372","471","586","C0576860"
"2","5","3","68","221","197","259","423","422","C0576860"
"2","3","12","19","31","1","426","55","78","C0576860"
"2","5","4","68","96","326","427","548","672","C0576860"
"2","3","3","19","221","321","428","541","667","C0576860"
"2","3","12","19","31","1","426","55","340","C0576860"
"2","5","7","53","51","342","454","573","492","C0576860"
"2","5","7","53","14","20","25","40","186","C0576860"
"2","3","12","19","31","1","426","55","78","C0576860"
"2","3","2","110","85","237","433","547","671","C0576860"
"2","3","2","48","69","99","162","216","290","C0578531"
"2","3","3","19","221","321","428","541","667","C0578531"
"2","5","4","68","96","326","427","548","672","C0578626"
"2","5","7","53","51","342","454","573","492","C0578626"
"2","3","5","23","18","138","250","332","407","C0578626"
"2","3","3","19","221","321","428","541","667","C0578626"
"2","3","12","19","31","261","116","1","664","C0578626"
"2","5","8","63","45","23","250","464","187","C0578626"
"2","3","5","23","18","138","250","332","407","C0578626"
"2","3","2","48","57","110","141","359","462","C0578626"
"2","5","4","68","96","326","427","548","672","C0578626"
"2","3","4","68","96","326","427","548","672","C0578626"
"2","3","3","19","221","321","428","541","667","C0578626"
"2","3","5","80","81","166","236","308","390","C0578626"
"2","3","12","41","116","268","434","468","213","C0578626"
"2","3","3","19","221","321","428","541","667","C0578626"
"2","5","7","60","54","24","30","46","72","C0578626"
"2","3","12","19","184","118","155","287","116","C0578626"
"2","3","12","41","116","268","434","468","213","C0578626"
"2","1","6","11","142","225","142","220","298","C0578682"
"2","3","3","26","35","276","91","433","203","C0578682"
"2","5","12","41","219","339","156","568","697","C0578682"
"2","3","12","76","31","261","116","1","86","C0578682"
"2","5","7","53","51","335","444","560","373","C0578682"
"2","3","3","19","221","321","428","541","667","C0578682"
"2","5","3","19","221","321","428","541","667","C0578682"
"2","5","7","53","14","20","34","540","68","C0578682"
"2","3","2","48","170","50","347","167","593","C0578682"
"2","5","7","53","14","20","34","540","68","C0578682"
"2","3","12","26","105","178","226","297","156","C0578682"
"2","5","7","42","36","71","177","223","219","C0578682"
"2","5","7","60","54","24","30","46","72","C0578682"
"2","5","7","60","54","24","30","46","72","C0578878"
"2","5","7","60","14","20","25","40","215","C0578878"
"2","5","7","60","14","20","25","40","215","C0578878"
"2","3","2","69","83","133","167","224","301","C0581342"
"2","5","7","53","51","342","454","573","492","C0581342"
"2","3","2","74","58","112","148","181","416","C0581342"
"2","5","7","53","51","342","454","573","492","C0581342"
"2","3","12","19","31","276","91","433","118","C0581342"
"2","5","7","53","51","342","454","573","492","C0581342"
"2","5","7","53","51","342","454","573","492","C0581342"
"2","3","2","22","170","50","119","463","153","C0581342"
"2","3","2","101","62","189","182","566","409","C0581342"
"2","3","7","60","153","40","38","93","75","C0581342"
"2","3","5","29","88","132","85","222","346","C0581342"
"2","3","8","63","45","23","103","464","187","C0581342"
"2","5","7","53","14","20","25","40","186","C0581342"
"2","5","7","53","51","342","454","573","492","C0581342"
"2","5","7","53","51","119","395","549","674","C0581342"
"2","3","12","19","31","1","426","55","78","C0581342"
"2","3","12","19","31","261","116","1","86","C0581342"
"2","3","12","41","85","266","76","287","78","C0581342"
"2","3","2","101","62","189","182","509","252","C0581342"
"2","3","5","80","81","166","378","173","229","C0581342"
"2","3","12","19","31","276","91","433","118","C0581342"
"2","3","12","19","31","276","91","433","118","C0581342"
"2","5","7","53","14","20","25","40","186","C0581342"
"2","5","7","53","14","20","34","540","68","C0581342"
"2","5","7","60","54","24","30","46","72","C0581342"
"2","3","12","19","14","20","34","540","68","C0581342"
"2","3","12","19","31","1","426","55","78","C0581342"
"2","5","7","60","54","24","30","46","72","C0581342"
"2","3","12","76","153","76","38","54","75","C0581354"
"2","3","2","76","153","178","378","54","229","C0581354"
"2","3","6","11","142","225","142","220","298","C0581354"
"2","3","5","80","81","178","195","256","342","C0581354"
"2","3","12","41","92","197","57","198","517","C0581354"
"2","3","12","48","57","50","38","54","462","C0581354"
"2","5","7","53","14","20","25","40","186","C0581354"
"2","5","7","53","51","119","25","40","186","C0581354"
"2","5","7","27","36","150","341","223","628","C0581354"
"2","5","7","53","51","119","395","549","674","C0581354"
"2","3","12","41","219","261","136","271","356","C0581354"
"2","5","7","53","51","119","395","549","674","C0581354"
"2","3","6","48","94","279","347","330","304","C0581354"
"2","5","7","53","51","119","395","549","674","C0581354"
"2","5","7","53","51","342","454","573","492","C0581354"
"2","3","12","41","219","339","156","568","697","C0581354"
"2","3","2","41","96","279","304","370","257","C0581354"
"2","3","12","41","219","339","156","568","697","C0581354"
"2","5","7","27","36","150","341","331","624","C0581354"
"2","5","7","53","51","119","395","549","674","C0581354"
"2","5","7","53","14","119","25","40","186","C0581354"
"2","5","7","60","14","20","25","40","215","C0581354"
"2","3","5","74","160","294","376","453","567","C0581381"
"2","3","12","19","31","276","91","491","118","C0581381"
"2","3","7","34","52","216","395","549","674","C0581381"
"2","3","12","19","31","1","426","55","78","C0581381"
"2","3","2","72","119","109","266","336","452","C0581381"
"2","3","7","34","52","216","395","549","674","C0581381"
"2","3","12","53","184","119","156","287","116","C0581381"
"2","3","5","80","81","166","454","453","492","C0581381"
"2","5","3","53","151","276","91","433","118","C0581381"
"2","3","12","19","31","276","91","236","118","C0581381"
"2","3","7","34","52","216","395","549","150","C0581381"
"2","3","7","34","52","216","395","21","599","C0581381"
"2","3","7","34","52","216","395","549","33","C0581381"
"2","5","7","53","51","342","454","573","492","C0581381"
"2","5","4","68","96","326","427","548","672","C0581381"
"2","3","12","19","31","1","91","433","118","C0581381"
"2","5","7","53","14","20","25","40","186","C0581381"
"2","5","7","53","14","20","25","40","186","C0581381"
"2","3","12","19","31","276","91","433","118","C0581381"
"2","3","12","53","184","119","156","287","116","C0581381"
"2","3","12","76","153","40","38","54","75","C0581381"
"2","5","8","45","94","199","240","415","666","C0581391"
"2","3","5","91","214","183","307","391","507","C0581391"
"2","3","12","19","31","1","116","297","78","C0584837"
"2","3","2","22","33","261","116","159","211","C0584837"
"2","3","5","91","214","271","372","471","586","C0584837"
"2","3","2","19","31","1","426","55","78","C0584837"
"2","3","12","76","31","261","116","1","86","C0584837"
"2","5","3","68","221","197","259","423","422","C0584837"
"2","5","4","68","96","326","427","548","672","C0584837"
"2","3","8","45","94","199","240","415","666","C0584837"
"2","5","7","53","14","20","25","40","186","C0584837"
"2","5","7","53","14","20","25","40","186","C0584837"
"2","5","7","42","36","71","177","223","219","C0584837"
"2","3","5","80","81","296","62","94","150","C0586323"
"2","5","7","42","36","71","177","223","219","C0586323"
"2","5","8","35","41","77","40","57","80","C0586553"
"2","3","2","36","48","89","110","400","341","C0586553"
"2","3","12","19","31","261","116","1","86","C0586553"
"2","5","4","68","96","326","427","548","672","C0586553"
"2","3","3","19","221","321","428","541","667","C0586553"
"2","3","3","19","221","321","428","541","667","C0586553"
"2","3","3","19","151","276","91","433","118","C0586553"
"2","5","7","53","14","20","25","40","186","C0586553"
"2","5","8","45","94","199","240","415","666","C0587246"
"2","3","3","19","151","276","91","433","118","C0587246"
"2","5","5","27","51","342","454","573","492","C0587246"
"2","5","8","27","70","99","162","216","290","C0587246"
"2","3","2","72","109","115","62","268","353","C0587246"
"2","3","12","19","31","261","116","1","86","C0587246"
"2","3","2","48","170","50","119","167","593","C0587246"
"2","3","2","60","170","40","98","66","203","C0587246"
"2","3","12","19","31","118","155","287","116","C0587246"
"2","5","7","11","142","71","341","560","219","C0587246"
"2","3","5","43","161","305","409","208","482","C0587246"
"2","3","2","22","33","323","66","101","136","C0587246"
"2","3","5","43","161","305","409","208","482","C0587246"
"2","5","7","34","52","216","395","549","674","C0587246"
"2","3","7","34","52","216","395","536","445","C0587246"
"2","5","7","60","45","23","103","464","187","C0587246"
"2","5","8","63","45","23","103","464","187","C0587246"
"2","5","8","63","45","23","103","464","187","C0587246"
"2","3","12","19","31","276","91","433","118","C0587246"
"2","3","12","26","105","178","226","297","156","C0587246"
"2","3","7","76","153","40","38","54","75","C0587246"
"2","5","7","53","14","20","34","540","68","C0587248"
"2","5","7","53","14","20","34","540","68","C0587248"
"2","5","7","53","14","20","34","540","68","C0587248"
"2","5","7","53","14","20","25","40","186","C0587248"
"2","5","7","60","54","24","30","46","72","C0587248"
"2","5","7","60","54","24","30","46","72","C0587248"
"2","5","8","53","45","20","34","464","187","C0588008"
"2","5","8","45","94","199","240","415","666","C0588008"
"2","5","4","68","96","326","427","548","672","C0588008"
"2","5","4","68","96","326","427","548","672","C0588008"
"2","3","2","15","85","105","139","186","245","C0588008"
"2","3","3","19","151","276","91","433","118","C0588008"
"2","5","8","45","94","199","240","415","666","C0595901"
"2","5","8","63","45","23","34","464","187","C0595901"
"2","5","8","35","41","199","40","415","666","C0595901"
"2","5","8","63","45","23","34","464","187","C0595901"
"2","5","8","63","45","23","34","464","187","C0595901"
"2","5","8","63","36","166","106","110","158","C0595901"
"2","5","7","53","51","342","454","573","492","C0595929"
"2","3","5","98","174","277","379","476","42","C0595929"
"2","3","5","79","152","273","157","333","277","C0595929"
"2","3","5","43","161","99","162","216","290","C0595929"
"2","5","7","34","52","216","395","549","674","C0595929"
"2","5","7","53","51","342","454","573","492","C0595929"
"2","3","7","34","45","23","103","464","187","C0595929"
"2","3","3","19","151","276","91","433","118","C0595929"
"2","5","7","53","51","342","454","573","492","C0595929"
"2","5","7","53","51","342","454","573","492","C0595929"
"2","3","2","48","170","50","304","167","593","C0595929"
"2","3","5","24","51","342","91","20","27","C0595929"
"2","3","12","63","45","184","103","572","658","C0595929"
"2","3","5","60","54","184","30","544","669","C0595929"
"2","3","12","19","31","261","116","1","86","C0595929"
"2","3","5","19","151","276","91","433","118","C0595929"
"2","5","7","60","14","184","341","544","669","C0595929"
"2","5","7","60","14","184","341","544","669","C0595929"
"2","5","7","53","51","143","428","236","667","C0595929"
"2","5","7","53","45","23","57","83","422","C0595929"
"2","3","12","26","105","178","226","297","156","C0595929"
"2","5","7","53","14","20","34","540","68","C0595929"
"2","3","2","78","205","112","430","429","544","C0595939"
"2","3","2","35","41","94","260","330","375","C0595939"
"2","3","12","76","153","40","38","54","203","C0595939"
"2","3","5","80","81","250","291","152","420","C0595939"
"2","3","5","27","51","335","444","560","373","C0595939"
"2","5","8","63","45","23","34","464","187","C0595939"
"2","5","4","68","96","326","427","548","672","C0595939"
"2","3","2","48","182","50","119","444","556","C0595939"
"2","5","7","53","51","342","259","423","389","C0595939"
"2","3","2","41","137","44","208","81","108","C0595939"
"2","5","7","63","45","23","103","287","664","C0595939"
"2","3","2","22","33","323","66","3","464","C0595939"
"2","5","7","53","51","342","454","573","492","C0595939"
"2","5","7","53","51","342","454","573","492","C0595939"
"2","5","7","53","51","342","454","573","702","C0595939"
"2","3","12","26","105","178","226","297","156","C0595939"
"2","3","5","80","81","339","156","568","605","C0595939"
"2","5","8","63","36","166","341","390","158","C0595948"
"2","5","8","27","70","99","162","216","290","C0595948"
"2","3","12","19","31","1","426","55","78","C0595948"
"2","5","7","60","14","184","341","544","669","C0595948"
"2","3","12","19","14","150","34","540","68","C0595948"
"2","3","12","19","31","261","116","1","86","C0595989"
"2","3","12","19","31","261","116","1","86","C0595989"
"2","3","3","19","221","321","428","541","667","C0596263"
"2","5","7","53","14","20","34","540","68","C0596263"
"2","5","7","53","14","20","25","40","186","C0596263"
"2","3","12","19","14","20","25","287","116","C0596263"
"2","3","12","76","153","40","38","54","75","C0596263"
"2","3","12","19","31","1","116","1","664","C0596263"
"2","5","7","60","54","24","30","46","72","C0596263"
"2","5","8","45","36","166","240","415","666","C0597167"
"2","3","2","74","51","342","454","573","492","C0597167"
"2","3","2","20","29","98","123","166","221","C0597167"
"2","5","7","53","51","342","454","573","492","C0597167"
"2","5","8","63","36","166","106","110","158","C0597167"
"2","3","2","67","37","316","422","535","660","C0597167"
"2","3","3","19","221","321","428","541","667","C0597167"
"2","3","3","19","151","276","91","433","118","C0597167"
"2","3","2","22","33","323","66","3","464","C0597167"
"2","5","7","53","14","20","25","40","186","C0597167"
"2","3","5","76","153","138","236","332","407","C0597167"
"2","3","5","80","81","250","291","152","420","C0598275"
"2","3","7","76","153","40","38","54","75","C0598275"
"2","5","7","60","153","40","38","66","203","C0598275"
"2","3","5","80","81","166","166","127","173","C0598275"
"2","4","3","24","119","330","214","454","144","C0598275"
"2","3","7","34","52","216","395","21","599","C0598275"
"2","3","12","19","31","1","116","159","211","C0598275"
"2","3","2","22","33","71","373","466","609","C0598275"
"2","3","2","15","44","165","101","274","651","C0598608"
"2","3","5","80","147","236","328","411","229","C0598608"
"2","3","7","48","81","105","139","186","245","C0598608"
"2","3","5","80","137","44","21","451","316","C0598608"
"2","3","2","19","31","105","106","14","7","C0598608"
"2","3","2","15","166","104","369","117","583","C0598608"
"2","5","7","53","51","335","25","560","373","C0598608"
"2","3","12","41","219","339","156","568","697","C0598608"
"2","5","8","63","45","23","103","464","187","C0598608"
"2","5","7","34","52","216","395","549","674","C0598608"
"2","5","12","41","219","339","156","568","697","C0598608"
"2","3","2","84","97","167","210","278","360","C0599035"
"2","3","2","67","94","199","182","509","666","C0599035"
