# Downloaded from: https://www.ebi.ac.uk/gxa/search?geneQuery=%5B%7B%22value%22%3A%22USH2A%22%2C%22category%22%3A%22symbol%22%7D%5D&species=homo%20sapiens&conditionQuery=%5B%7B%22value%22%3A%22muscle%22%7D%2C%7B%22value%22%3A%22fibroblast%22%7D%2C%7B%22value%22%3A%22nerve%22%7D%2C%7B%22value%22%3A%22nervous%20system%22%7D%5D&bs=%7B%22homo%20sapiens%22%3A%5B%22ORGANISM_PART%22%5D%7D&ds=%7B%22kingdom%22%3A%5B%22animals%22%5D%7D#baseline
# Timestamp: 2019-03-13T12:46:36.518Z
# Query results for: [{"value":"USH2A","category":"symbol"}], in conditions [{"value":"muscle"},{"value":"fibroblast"},{"value":"nerve"},{"value":"nervous system"}], in species Homo sapiens
# Ordering: By experiment type
	amygdala	artery	bone marrow	brain	brain meninx	breast	caudate nucleus	cerebellum	colon	diencephalon	dorsal thalamus	dura mater	epididymis	gall bladder	globus pallidus	heart	heart left ventricle	hippocampal formation	kidney	left cardiac atrium	locus ceruleus	lung	lymph node	medulla oblongata	middle frontal gyrus	middle temporal gyrus	mitral valve	occipital cortex	occipital lobe	olfactory apparatus	ovary	pancreas	parietal lobe	parotid gland	penis	pineal body	pituitary gland	placenta	prostate gland	pulmonary valve	putamen	seminal vesicle	smooth muscle tissue	spinal cord	spleen	submandibular gland	substantia nigra	testis	tongue	tricuspid valve	uterine cervix	uterus	vagina	vas deferens	vermiform appendix	zone of skin
68 FANTOM5 project - adult	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
