NEW0935 CDH3
NEW0935 CHTF18
NEW0935 FAAP100
NEW0935 FCGBP
NEW0935 Gene(Refseq)
NEW0935 GFY
NEW0935 HYDIN
NEW0935 MUC16
NEW0935 OBSCN
NEW0935 PPFIBP2
NEW0935 RPTN
NEW0935 USP8
NEW0936 CHIT1
NEW0936 DNAAF1
NEW0936 DNAH17
NEW0936 DNAH3
NEW0936 Gene(Refseq)
NEW0936 MUC19
NEW0936 NBEA
NEW0936 OBSCN
NEW0936 SIGLEC12
NEW0936 SYNE1
NEW0936 TNC
NEW0936 WDSUB1
NEW0936 ZC3H3
NEW0937 ADAM28
NEW0937 CFAP57
NEW0937 CNTN3
NEW0937 DNAH11
NEW0937 ECEL1
NEW0937 Gene(Refseq)
NEW0937 GOT1L1
NEW0937 IKBKAP
NEW0937 LAMA5
NEW0937 LARP7
NEW0937 LMO7
NEW0937 LRGUK
NEW0937 MUC17
NEW0937 OBSCN
NEW0937 PKD1L2
NEW0937 SEC16A
NEW0937 SHROOM3
NEW0937 TTN
NEW0937 ZFHX3

