Var1,Var2,value
FHOD3,ANKRD12,5
HSPG2,ANKRD12,8
LEFTY2,ANKRD12,8
NCKAP5L,ANKRD12,6
NOTCH4,ANKRD12,6
PRRT3,ANKRD12,8
PTPN14,ANKRD12,8
SMTN,ANKRD12,8
SRMS,ANKRD12,8
TOR2A,ANKRD12,7
C1orf94,ANKRD12,7
CASP5,ANKRD12,5
DMXL2,ANKRD12,8
KIAA1109,ANKRD12,5
LILRA1,ANKRD12,8
LOXL3,ANKRD12,8
LRP2,ANKRD12,8
NAT8B,ANKRD12,5
UNC13C,ANKRD12,8
ZP4,ANKRD12,8
ABCB5,ANKRD12,5
AMPD1,ANKRD12,7
ATP6V0A4,ANKRD12,7
CFHR5,ANKRD12,8
LBP,ANKRD12,8
MYO10,ANKRD12,8
OTOP1,ANKRD12,7
PLB1,ANKRD12,7
RPL3L,ANKRD12,7
SLC28A1,ANKRD12,8
SLC44A4,ANKRD12,7
SPTBN5,ANKRD12,8
TNXB,ANKRD12,8
VCAN,ANKRD12,8
VWA5B2,ANKRD12,8
ZNF778,ANKRD12,8
AGRN,CDH23,4
DIP2A,CDH23,6
KIF13B,CDH23,7
KRT79,CDH23,8
MICALL2,CDH23,6
NPHP3,CDH23,8
RAD51AP1,CDH23,8
RP1,CDH23,6
DNAH7,CDH23,8
FHOD3,CDH23,8
HSPG2,CDH23,4
LEFTY2,CDH23,4
NCKAP5L,CDH23,8
NOTCH4,CDH23,4
PRRT3,CDH23,6
PTPN14,CDH23,6
SMTN,CDH23,7
SRMS,CDH23,5
TOR2A,CDH23,8
C1orf94,CDH23,8
CASP5,CDH23,8
DMXL2,CDH23,6
KIAA1109,CDH23,7
LILRA1,CDH23,4
LOXL3,CDH23,4
LRP2,CDH23,6
NAT8B,CDH23,8
UNC13C,CDH23,6
ZP4,CDH23,5
ABCB5,CDH23,8
AMPD1,CDH23,8
ATP6V0A4,CDH23,8
CFHR5,CDH23,5
LBP,CDH23,4
MYO10,CDH23,6
OTOP1,CDH23,8
PLB1,CDH23,8
RPL3L,CDH23,8
SLC28A1,CDH23,7
SLC44A4,CDH23,8
SPTBN5,CDH23,6
TNXB,CDH23,4
VCAN,CDH23,4
VWA5B2,CDH23,6
ZNF778,CDH23,8
ANKRD12,CDH23,8
AGRN,CES5A,8
DIP2A,CES5A,8
KIF13B,CES5A,7
KRT79,CES5A,8
MICALL2,CES5A,8
NPHP3,CES5A,7
RAD51AP1,CES5A,7
RP1,CES5A,8
DNAH7,CES5A,7
FHOD3,CES5A,7
HSPG2,CES5A,8
LEFTY2,CES5A,8
NCKAP5L,CES5A,7
NOTCH4,CES5A,8
PRRT3,CES5A,8
PTPN14,CES5A,8
SMTN,CES5A,8
SRMS,CES5A,8
TOR2A,CES5A,7
C1orf94,CES5A,7
CASP5,CES5A,7
DMXL2,CES5A,8
KIAA1109,CES5A,7
LILRA1,CES5A,8
LOXL3,CES5A,8
LRP2,CES5A,8
NAT8B,CES5A,7
UNC13C,CES5A,8
ZP4,CES5A,8
ABCB5,CES5A,7
AMPD1,CES5A,6
ATP6V0A4,CES5A,6
CFHR5,CES5A,8
LBP,CES5A,8
MYO10,CES5A,8
OTOP1,CES5A,7
PLB1,CES5A,6
RPL3L,CES5A,7
SLC28A1,CES5A,8
SLC44A4,CES5A,6
SPTBN5,CES5A,8
TNXB,CES5A,8
VCAN,CES5A,8
VWA5B2,CES5A,8
ZNF778,CES5A,8
ANKRD12,CES5A,7
CDH23,CES5A,8
AGRN,CHGB,0
DIP2A,CHGB,6
KIF13B,CHGB,7
KRT79,CHGB,8
MICALL2,CHGB,6
NPHP3,CHGB,8
RAD51AP1,CHGB,8
RP1,CHGB,6
DNAH7,CHGB,8
FHOD3,CHGB,8
HSPG2,CHGB,0
LEFTY2,CHGB,1
NCKAP5L,CHGB,8
NOTCH4,CHGB,4
PRRT3,CHGB,6
PTPN14,CHGB,6
SMTN,CHGB,7
SRMS,CHGB,5
TOR2A,CHGB,8
C1orf94,CHGB,8
CASP5,CHGB,8
DMXL2,CHGB,6
KIAA1109,CHGB,8
LILRA1,CHGB,4
LOXL3,CHGB,0
LRP2,CHGB,6
NAT8B,CHGB,8
UNC13C,CHGB,6
ZP4,CHGB,2
ABCB5,CHGB,8
AMPD1,CHGB,8
ATP6V0A4,CHGB,8
CFHR5,CHGB,5
LBP,CHGB,4
MYO10,CHGB,6
OTOP1,CHGB,8
PLB1,CHGB,8
RPL3L,CHGB,8
SLC28A1,CHGB,7
SLC44A4,CHGB,8
SPTBN5,CHGB,6
TNXB,CHGB,0
VCAN,CHGB,0
VWA5B2,CHGB,6
ZNF778,CHGB,8
ANKRD12,CHGB,8
CDH23,CHGB,4
CES5A,CHGB,8
AGRN,FGL1,3
DIP2A,FGL1,7
KIF13B,FGL1,7
KRT79,FGL1,8
MICALL2,FGL1,8
NPHP3,FGL1,7
RAD51AP1,FGL1,7
RP1,FGL1,8
DNAH7,FGL1,7
FHOD3,FGL1,7
HSPG2,FGL1,3
LEFTY2,FGL1,4
NCKAP5L,FGL1,7
NOTCH4,FGL1,7
PRRT3,FGL1,8
PTPN14,FGL1,8
SMTN,FGL1,8
SRMS,FGL1,8
TOR2A,FGL1,7
C1orf94,FGL1,6
CASP5,FGL1,7
DMXL2,FGL1,8
KIAA1109,FGL1,7
LILRA1,FGL1,7
LOXL3,FGL1,3
LRP2,FGL1,8
NAT8B,FGL1,7
UNC13C,FGL1,8
ZP4,FGL1,4
ABCB5,FGL1,7
AMPD1,FGL1,7
ATP6V0A4,FGL1,7
CFHR5,FGL1,7
LBP,FGL1,7
MYO10,FGL1,8
OTOP1,FGL1,7
PLB1,FGL1,7
RPL3L,FGL1,6
SLC28A1,FGL1,8
SLC44A4,FGL1,7
SPTBN5,FGL1,8
TNXB,FGL1,3
VCAN,FGL1,3
VWA5B2,FGL1,8
ZNF778,FGL1,8
ANKRD12,FGL1,7
CDH23,FGL1,7
CES5A,FGL1,7
CHGB,FGL1,3
AGRN,GRIN3B,7
DIP2A,GRIN3B,7
KIF13B,GRIN3B,8
KRT79,GRIN3B,8
MICALL2,GRIN3B,7
NPHP3,GRIN3B,8
RAD51AP1,GRIN3B,8
RP1,GRIN3B,7
DNAH7,GRIN3B,8
FHOD3,GRIN3B,8
HSPG2,GRIN3B,7
LEFTY2,GRIN3B,7
NCKAP5L,GRIN3B,8
NOTCH4,GRIN3B,7
PRRT3,GRIN3B,7
PTPN14,GRIN3B,7
SMTN,GRIN3B,5
SRMS,GRIN3B,7
TOR2A,GRIN3B,8
C1orf94,GRIN3B,8
CASP5,GRIN3B,8
DMXL2,GRIN3B,5
KIAA1109,GRIN3B,7
LILRA1,GRIN3B,7
LOXL3,GRIN3B,7
LRP2,GRIN3B,7
NAT8B,GRIN3B,8
UNC13C,GRIN3B,5
ZP4,GRIN3B,7
ABCB5,GRIN3B,8
AMPD1,GRIN3B,8
ATP6V0A4,GRIN3B,8
CFHR5,GRIN3B,7
LBP,GRIN3B,7
MYO10,GRIN3B,7
OTOP1,GRIN3B,8
PLB1,GRIN3B,8
RPL3L,GRIN3B,8
SLC28A1,GRIN3B,6
SLC44A4,GRIN3B,8
SPTBN5,GRIN3B,7
TNXB,GRIN3B,7
VCAN,GRIN3B,7
VWA5B2,GRIN3B,7
ZNF778,GRIN3B,8
ANKRD12,GRIN3B,8
CDH23,GRIN3B,7
CES5A,GRIN3B,8
CHGB,GRIN3B,7
FGL1,GRIN3B,8
AGRN,MCM8,8
DIP2A,MCM8,8
KIF13B,MCM8,6
KRT79,MCM8,8
MICALL2,MCM8,8
NPHP3,MCM8,7
RAD51AP1,MCM8,0
RP1,MCM8,8
DNAH7,MCM8,5
FHOD3,MCM8,6
HSPG2,MCM8,8
LEFTY2,MCM8,8
NCKAP5L,MCM8,5
NOTCH4,MCM8,8
PRRT3,MCM8,8
PTPN14,MCM8,8
SMTN,MCM8,8
SRMS,MCM8,8
TOR2A,MCM8,7
C1orf94,MCM8,7
CASP5,MCM8,6
DMXL2,MCM8,8
KIAA1109,MCM8,6
LILRA1,MCM8,8
LOXL3,MCM8,8
LRP2,MCM8,8
NAT8B,MCM8,5
UNC13C,MCM8,8
ZP4,MCM8,8
ABCB5,MCM8,6
AMPD1,MCM8,7
ATP6V0A4,MCM8,7
CFHR5,MCM8,8
LBP,MCM8,8
MYO10,MCM8,7
OTOP1,MCM8,7
PLB1,MCM8,7
RPL3L,MCM8,7
SLC28A1,MCM8,8
SLC44A4,MCM8,7
SPTBN5,MCM8,8
TNXB,MCM8,8
VCAN,MCM8,8
VWA5B2,MCM8,8
ZNF778,MCM8,8
ANKRD12,MCM8,5
CDH23,MCM8,8
CES5A,MCM8,7
CHGB,MCM8,8
FGL1,MCM8,7
GRIN3B,MCM8,8
AGRN,MYBPC2,4
DIP2A,MYBPC2,6
KIF13B,MYBPC2,7
KRT79,MYBPC2,8
MICALL2,MYBPC2,6
NPHP3,MYBPC2,8
RAD51AP1,MYBPC2,8
RP1,MYBPC2,6
DNAH7,MYBPC2,8
FHOD3,MYBPC2,8
HSPG2,MYBPC2,4
LEFTY2,MYBPC2,4
NCKAP5L,MYBPC2,8
NOTCH4,MYBPC2,4
PRRT3,MYBPC2,6
PTPN14,MYBPC2,6
SMTN,MYBPC2,3
SRMS,MYBPC2,5
TOR2A,MYBPC2,8
C1orf94,MYBPC2,8
CASP5,MYBPC2,8
DMXL2,MYBPC2,6
KIAA1109,MYBPC2,8
LILRA1,MYBPC2,4
LOXL3,MYBPC2,4
LRP2,MYBPC2,6
NAT8B,MYBPC2,8
UNC13C,MYBPC2,6
ZP4,MYBPC2,5
ABCB5,MYBPC2,8
AMPD1,MYBPC2,8
ATP6V0A4,MYBPC2,8
CFHR5,MYBPC2,5
LBP,MYBPC2,4
MYO10,MYBPC2,6
OTOP1,MYBPC2,8
PLB1,MYBPC2,8
RPL3L,MYBPC2,8
SLC28A1,MYBPC2,7
SLC44A4,MYBPC2,8
SPTBN5,MYBPC2,6
TNXB,MYBPC2,4
VCAN,MYBPC2,4
VWA5B2,MYBPC2,6
ZNF778,MYBPC2,8
ANKRD12,MYBPC2,8
CDH23,MYBPC2,4
CES5A,MYBPC2,8
CHGB,MYBPC2,4
FGL1,MYBPC2,7
GRIN3B,MYBPC2,7
MCM8,MYBPC2,8
AGRN,MYH15,7
DIP2A,MYH15,7
KIF13B,MYH15,8
KRT79,MYH15,8
MICALL2,MYH15,7
NPHP3,MYH15,8
RAD51AP1,MYH15,8
RP1,MYH15,7
DNAH7,MYH15,8
FHOD3,MYH15,8
HSPG2,MYH15,7
LEFTY2,MYH15,7
NCKAP5L,MYH15,8
NOTCH4,MYH15,7
PRRT3,MYH15,7
PTPN14,MYH15,7
SMTN,MYH15,0
SRMS,MYH15,7
TOR2A,MYH15,8
C1orf94,MYH15,8
CASP5,MYH15,8
DMXL2,MYH15,7
KIAA1109,MYH15,8
LILRA1,MYH15,7
LOXL3,MYH15,7
LRP2,MYH15,7
NAT8B,MYH15,8
UNC13C,MYH15,7
ZP4,MYH15,7
ABCB5,MYH15,8
AMPD1,MYH15,8
ATP6V0A4,MYH15,8
CFHR5,MYH15,7
LBP,MYH15,7
MYO10,MYH15,7
OTOP1,MYH15,8
PLB1,MYH15,8
RPL3L,MYH15,8
SLC28A1,MYH15,6
SLC44A4,MYH15,8
SPTBN5,MYH15,7
TNXB,MYH15,7
VCAN,MYH15,7
VWA5B2,MYH15,7
ZNF778,MYH15,8
ANKRD12,MYH15,8
CDH23,MYH15,7
CES5A,MYH15,8
CHGB,MYH15,7
FGL1,MYH15,8
GRIN3B,MYH15,5
MCM8,MYH15,8
MYBPC2,MYH15,3
AGRN,SELENOO,8
DIP2A,SELENOO,8
KIF13B,SELENOO,7
KRT79,SELENOO,8
MICALL2,SELENOO,8
NPHP3,SELENOO,7
RAD51AP1,SELENOO,7
RP1,SELENOO,8
DNAH7,SELENOO,7
FHOD3,SELENOO,6
HSPG2,SELENOO,8
LEFTY2,SELENOO,8
NCKAP5L,SELENOO,7
NOTCH4,SELENOO,8
PRRT3,SELENOO,8
PTPN14,SELENOO,8
SMTN,SELENOO,8
SRMS,SELENOO,8
TOR2A,SELENOO,7
C1orf94,SELENOO,7
CASP5,SELENOO,6
DMXL2,SELENOO,8
KIAA1109,SELENOO,6
LILRA1,SELENOO,8
LOXL3,SELENOO,8
LRP2,SELENOO,8
NAT8B,SELENOO,7
UNC13C,SELENOO,8
ZP4,SELENOO,8
ABCB5,SELENOO,6
AMPD1,SELENOO,7
ATP6V0A4,SELENOO,7
CFHR5,SELENOO,8
LBP,SELENOO,8
MYO10,SELENOO,8
OTOP1,SELENOO,7
PLB1,SELENOO,7
RPL3L,SELENOO,6
SLC28A1,SELENOO,8
SLC44A4,SELENOO,7
SPTBN5,SELENOO,8
TNXB,SELENOO,8
VCAN,SELENOO,8
VWA5B2,SELENOO,8
ZNF778,SELENOO,8
ANKRD12,SELENOO,6
CDH23,SELENOO,8
CES5A,SELENOO,7
CHGB,SELENOO,8
FGL1,SELENOO,6
GRIN3B,SELENOO,8
MCM8,SELENOO,7
MYBPC2,SELENOO,8
MYH15,SELENOO,8
AGRN,TIAM1,6
DIP2A,TIAM1,7
KIF13B,TIAM1,7
KRT79,TIAM1,8
MICALL2,TIAM1,1
NPHP3,TIAM1,8
RAD51AP1,TIAM1,8
RP1,TIAM1,5
DNAH7,TIAM1,8
FHOD3,TIAM1,8
HSPG2,TIAM1,6
LEFTY2,TIAM1,6
NCKAP5L,TIAM1,8
NOTCH4,TIAM1,6
PRRT3,TIAM1,6
PTPN14,TIAM1,6
SMTN,TIAM1,7
SRMS,TIAM1,6
TOR2A,TIAM1,8
C1orf94,TIAM1,8
CASP5,TIAM1,8
DMXL2,TIAM1,5
KIAA1109,TIAM1,8
LILRA1,TIAM1,6
LOXL3,TIAM1,6
LRP2,TIAM1,5
NAT8B,TIAM1,8
UNC13C,TIAM1,5
ZP4,TIAM1,6
ABCB5,TIAM1,8
AMPD1,TIAM1,8
ATP6V0A4,TIAM1,8
CFHR5,TIAM1,7
LBP,TIAM1,6
MYO10,TIAM1,6
OTOP1,TIAM1,8
PLB1,TIAM1,8
RPL3L,TIAM1,8
SLC28A1,TIAM1,7
SLC44A4,TIAM1,8
SPTBN5,TIAM1,5
TNXB,TIAM1,6
VCAN,TIAM1,6
VWA5B2,TIAM1,5
ZNF778,TIAM1,8
ANKRD12,TIAM1,8
CDH23,TIAM1,6
CES5A,TIAM1,8
CHGB,TIAM1,6
FGL1,TIAM1,8
GRIN3B,TIAM1,7
MCM8,TIAM1,8
MYBPC2,TIAM1,6
MYH15,TIAM1,7
SELENOO,TIAM1,8
AGRN,ZNF273,8
DIP2A,ZNF273,8
KIF13B,ZNF273,8
KRT79,ZNF273,8
MICALL2,ZNF273,8
NPHP3,ZNF273,8
RAD51AP1,ZNF273,8
RP1,ZNF273,8
DNAH7,ZNF273,8
FHOD3,ZNF273,8
HSPG2,ZNF273,8
LEFTY2,ZNF273,8
NCKAP5L,ZNF273,8
NOTCH4,ZNF273,8
PRRT3,ZNF273,8
PTPN14,ZNF273,8
SMTN,ZNF273,8
SRMS,ZNF273,8
TOR2A,ZNF273,7
C1orf94,ZNF273,8
CASP5,ZNF273,8
DMXL2,ZNF273,8
KIAA1109,ZNF273,8
LILRA1,ZNF273,8
LOXL3,ZNF273,8
LRP2,ZNF273,8
NAT8B,ZNF273,8
UNC13C,ZNF273,8
ZP4,ZNF273,8
ABCB5,ZNF273,8
AMPD1,ZNF273,8
ATP6V0A4,ZNF273,8
CFHR5,ZNF273,8
LBP,ZNF273,8
MYO10,ZNF273,8
OTOP1,ZNF273,7
PLB1,ZNF273,8
RPL3L,ZNF273,8
SLC28A1,ZNF273,8
SLC44A4,ZNF273,8
SPTBN5,ZNF273,8
TNXB,ZNF273,8
VCAN,ZNF273,8
VWA5B2,ZNF273,8
ZNF778,ZNF273,0
ANKRD12,ZNF273,8
CDH23,ZNF273,8
CES5A,ZNF273,8
CHGB,ZNF273,8
FGL1,ZNF273,8
GRIN3B,ZNF273,8
MCM8,ZNF273,8
MYBPC2,ZNF273,8
MYH15,ZNF273,8
SELENOO,ZNF273,8
TIAM1,ZNF273,8
AGRN,BAIAP3,6
DIP2A,BAIAP3,7
KIF13B,BAIAP3,7
KRT79,BAIAP3,8
MICALL2,BAIAP3,5
NPHP3,BAIAP3,8
RAD51AP1,BAIAP3,8
RP1,BAIAP3,5
DNAH7,BAIAP3,8
FHOD3,BAIAP3,8
HSPG2,BAIAP3,6
LEFTY2,BAIAP3,6
NCKAP5L,BAIAP3,8
NOTCH4,BAIAP3,6
PRRT3,BAIAP3,6
PTPN14,BAIAP3,6
SMTN,BAIAP3,7
SRMS,BAIAP3,6
TOR2A,BAIAP3,7
C1orf94,BAIAP3,8
CASP5,BAIAP3,8
DMXL2,BAIAP3,0
KIAA1109,BAIAP3,7
LILRA1,BAIAP3,6
LOXL3,BAIAP3,6
LRP2,BAIAP3,4
NAT8B,BAIAP3,8
UNC13C,BAIAP3,0
ZP4,BAIAP3,6
ABCB5,BAIAP3,8
AMPD1,BAIAP3,8
ATP6V0A4,BAIAP3,8
CFHR5,BAIAP3,7
LBP,BAIAP3,6
MYO10,BAIAP3,6
OTOP1,BAIAP3,8
PLB1,BAIAP3,8
RPL3L,BAIAP3,8
SLC28A1,BAIAP3,7
SLC44A4,BAIAP3,8
SPTBN5,BAIAP3,5
TNXB,BAIAP3,6
VCAN,BAIAP3,6
VWA5B2,BAIAP3,4
ZNF778,BAIAP3,8
ANKRD12,BAIAP3,8
CDH23,BAIAP3,6
CES5A,BAIAP3,8
CHGB,BAIAP3,6
FGL1,BAIAP3,8
GRIN3B,BAIAP3,5
MCM8,BAIAP3,8
MYBPC2,BAIAP3,6
MYH15,BAIAP3,7
SELENOO,BAIAP3,8
TIAM1,BAIAP3,5
ZNF273,BAIAP3,8
AGRN,C2CD3,8
DIP2A,C2CD3,8
KIF13B,C2CD3,1
KRT79,C2CD3,8
MICALL2,C2CD3,8
NPHP3,C2CD3,6
RAD51AP1,C2CD3,5
RP1,C2CD3,8
DNAH7,C2CD3,0
FHOD3,C2CD3,6
HSPG2,C2CD3,8
LEFTY2,C2CD3,8
NCKAP5L,C2CD3,2
NOTCH4,C2CD3,8
PRRT3,C2CD3,8
PTPN14,C2CD3,8
SMTN,C2CD3,8
SRMS,C2CD3,8
TOR2A,C2CD3,7
C1orf94,C2CD3,7
CASP5,C2CD3,6
DMXL2,C2CD3,8
KIAA1109,C2CD3,6
LILRA1,C2CD3,8
LOXL3,C2CD3,8
LRP2,C2CD3,8
NAT8B,C2CD3,6
UNC13C,C2CD3,8
ZP4,C2CD3,8
ABCB5,C2CD3,6
AMPD1,C2CD3,7
ATP6V0A4,C2CD3,7
CFHR5,C2CD3,8
LBP,C2CD3,8
MYO10,C2CD3,3
OTOP1,C2CD3,7
PLB1,C2CD3,7
RPL3L,C2CD3,7
SLC28A1,C2CD3,8
SLC44A4,C2CD3,7
SPTBN5,C2CD3,8
TNXB,C2CD3,8
VCAN,C2CD3,8
VWA5B2,C2CD3,8
ZNF778,C2CD3,8
ANKRD12,C2CD3,6
CDH23,C2CD3,8
CES5A,C2CD3,7
CHGB,C2CD3,8
FGL1,C2CD3,7
GRIN3B,C2CD3,8
MCM8,C2CD3,5
MYBPC2,C2CD3,8
MYH15,C2CD3,8
SELENOO,C2CD3,7
TIAM1,C2CD3,8
ZNF273,C2CD3,8
BAIAP3,C2CD3,8
AGRN,CFB,4
DIP2A,CFB,6
KIF13B,CFB,7
KRT79,CFB,8
MICALL2,CFB,6
NPHP3,CFB,8
RAD51AP1,CFB,8
RP1,CFB,6
DNAH7,CFB,8
FHOD3,CFB,8
HSPG2,CFB,4
LEFTY2,CFB,4
NCKAP5L,CFB,8
NOTCH4,CFB,4
PRRT3,CFB,6
PTPN14,CFB,6
SMTN,CFB,7
SRMS,CFB,5
TOR2A,CFB,8
C1orf94,CFB,8
CASP5,CFB,8
DMXL2,CFB,6
KIAA1109,CFB,8
LILRA1,CFB,0
LOXL3,CFB,4
LRP2,CFB,6
NAT8B,CFB,8
UNC13C,CFB,6
ZP4,CFB,5
ABCB5,CFB,8
AMPD1,CFB,8
ATP6V0A4,CFB,8
CFHR5,CFB,2
LBP,CFB,3
MYO10,CFB,6
OTOP1,CFB,8
PLB1,CFB,8
RPL3L,CFB,8
SLC28A1,CFB,7
SLC44A4,CFB,8
SPTBN5,CFB,6
TNXB,CFB,4
VCAN,CFB,4
VWA5B2,CFB,6
ZNF778,CFB,8
ANKRD12,CFB,8
CDH23,CFB,4
CES5A,CFB,8
CHGB,CFB,4
FGL1,CFB,7
GRIN3B,CFB,7
MCM8,CFB,8
MYBPC2,CFB,4
MYH15,CFB,7
SELENOO,CFB,8
TIAM1,CFB,6
ZNF273,CFB,8
BAIAP3,CFB,6
C2CD3,CFB,8
AGRN,COL15A1,0
DIP2A,COL15A1,6
KIF13B,COL15A1,7
KRT79,COL15A1,8
MICALL2,COL15A1,6
NPHP3,COL15A1,8
RAD51AP1,COL15A1,8
RP1,COL15A1,6
DNAH7,COL15A1,8
FHOD3,COL15A1,8
HSPG2,COL15A1,0
LEFTY2,COL15A1,1
NCKAP5L,COL15A1,8
NOTCH4,COL15A1,4
PRRT3,COL15A1,6
PTPN14,COL15A1,6
SMTN,COL15A1,7
SRMS,COL15A1,5
TOR2A,COL15A1,8
C1orf94,COL15A1,8
CASP5,COL15A1,8
DMXL2,COL15A1,6
KIAA1109,COL15A1,8
LILRA1,COL15A1,4
LOXL3,COL15A1,0
LRP2,COL15A1,6
NAT8B,COL15A1,8
UNC13C,COL15A1,6
ZP4,COL15A1,2
ABCB5,COL15A1,8
AMPD1,COL15A1,8
ATP6V0A4,COL15A1,8
CFHR5,COL15A1,5
LBP,COL15A1,4
MYO10,COL15A1,6
OTOP1,COL15A1,8
PLB1,COL15A1,8
RPL3L,COL15A1,8
SLC28A1,COL15A1,7
SLC44A4,COL15A1,8
SPTBN5,COL15A1,6
TNXB,COL15A1,0
VCAN,COL15A1,0
VWA5B2,COL15A1,6
ZNF778,COL15A1,8
ANKRD12,COL15A1,8
CDH23,COL15A1,4
CES5A,COL15A1,8
CHGB,COL15A1,0
FGL1,COL15A1,3
GRIN3B,COL15A1,7
MCM8,COL15A1,8
MYBPC2,COL15A1,4
MYH15,COL15A1,7
SELENOO,COL15A1,8
TIAM1,COL15A1,6
ZNF273,COL15A1,8
BAIAP3,COL15A1,6
C2CD3,COL15A1,8
CFB,COL15A1,4
AGRN,FHAD1,8
DIP2A,FHAD1,8
KIF13B,FHAD1,7
KRT79,FHAD1,8
MICALL2,FHAD1,8
NPHP3,FHAD1,7
RAD51AP1,FHAD1,7
RP1,FHAD1,8
DNAH7,FHAD1,7
FHOD3,FHAD1,7
HSPG2,FHAD1,8
LEFTY2,FHAD1,8
NCKAP5L,FHAD1,7
NOTCH4,FHAD1,8
PRRT3,FHAD1,8
PTPN14,FHAD1,8
SMTN,FHAD1,8
SRMS,FHAD1,8
TOR2A,FHAD1,5
C1orf94,FHAD1,7
CASP5,FHAD1,7
DMXL2,FHAD1,8
KIAA1109,FHAD1,7
LILRA1,FHAD1,8
LOXL3,FHAD1,8
LRP2,FHAD1,8
NAT8B,FHAD1,7
UNC13C,FHAD1,8
ZP4,FHAD1,8
ABCB5,FHAD1,7
AMPD1,FHAD1,7
ATP6V0A4,FHAD1,7
CFHR5,FHAD1,8
LBP,FHAD1,8
MYO10,FHAD1,8
OTOP1,FHAD1,7
PLB1,FHAD1,7
RPL3L,FHAD1,6
SLC28A1,FHAD1,8
SLC44A4,FHAD1,7
SPTBN5,FHAD1,8
TNXB,FHAD1,8
VCAN,FHAD1,8
VWA5B2,FHAD1,8
ZNF778,FHAD1,8
ANKRD12,FHAD1,7
CDH23,FHAD1,8
CES5A,FHAD1,7
CHGB,FHAD1,8
FGL1,FHAD1,6
GRIN3B,FHAD1,8
MCM8,FHAD1,7
MYBPC2,FHAD1,8
MYH15,FHAD1,8
SELENOO,FHAD1,6
TIAM1,FHAD1,8
ZNF273,FHAD1,8
BAIAP3,FHAD1,8
C2CD3,FHAD1,7
CFB,FHAD1,8
COL15A1,FHAD1,8
AGRN,HEATR1,8
DIP2A,HEATR1,8
KIF13B,HEATR1,7
KRT79,HEATR1,8
MICALL2,HEATR1,8
NPHP3,HEATR1,7
RAD51AP1,HEATR1,7
RP1,HEATR1,8
DNAH7,HEATR1,7
FHOD3,HEATR1,7
HSPG2,HEATR1,8
LEFTY2,HEATR1,8
NCKAP5L,HEATR1,7
NOTCH4,HEATR1,8
PRRT3,HEATR1,8
PTPN14,HEATR1,8
SMTN,HEATR1,8
SRMS,HEATR1,8
TOR2A,HEATR1,7
C1orf94,HEATR1,7
CASP5,HEATR1,7
DMXL2,HEATR1,8
KIAA1109,HEATR1,7
LILRA1,HEATR1,8
LOXL3,HEATR1,8
LRP2,HEATR1,8
NAT8B,HEATR1,7
UNC13C,HEATR1,8
ZP4,HEATR1,8
ABCB5,HEATR1,7
AMPD1,HEATR1,7
ATP6V0A4,HEATR1,7
CFHR5,HEATR1,8
LBP,HEATR1,8
MYO10,HEATR1,8
OTOP1,HEATR1,7
PLB1,HEATR1,7
RPL3L,HEATR1,0
SLC28A1,HEATR1,8
SLC44A4,HEATR1,7
SPTBN5,HEATR1,8
TNXB,HEATR1,8
VCAN,HEATR1,8
VWA5B2,HEATR1,8
ZNF778,HEATR1,8
ANKRD12,HEATR1,7
CDH23,HEATR1,8
CES5A,HEATR1,7
CHGB,HEATR1,8
FGL1,HEATR1,6
GRIN3B,HEATR1,8
MCM8,HEATR1,7
MYBPC2,HEATR1,8
MYH15,HEATR1,8
SELENOO,HEATR1,6
TIAM1,HEATR1,8
ZNF273,HEATR1,8
BAIAP3,HEATR1,8
C2CD3,HEATR1,7
CFB,HEATR1,8
COL15A1,HEATR1,8
FHAD1,HEATR1,6
AGRN,LAMA2,0
DIP2A,LAMA2,6
KIF13B,LAMA2,7
KRT79,LAMA2,8
MICALL2,LAMA2,6
NPHP3,LAMA2,8
RAD51AP1,LAMA2,8
RP1,LAMA2,6
DNAH7,LAMA2,8
FHOD3,LAMA2,8
HSPG2,LAMA2,0
LEFTY2,LAMA2,1
NCKAP5L,LAMA2,8
NOTCH4,LAMA2,4
PRRT3,LAMA2,6
PTPN14,LAMA2,6
SMTN,LAMA2,7
SRMS,LAMA2,5
TOR2A,LAMA2,8
C1orf94,LAMA2,8
CASP5,LAMA2,8
DMXL2,LAMA2,6
KIAA1109,LAMA2,8
LILRA1,LAMA2,4
LOXL3,LAMA2,0
LRP2,LAMA2,6
NAT8B,LAMA2,8
UNC13C,LAMA2,6
ZP4,LAMA2,2
ABCB5,LAMA2,8
AMPD1,LAMA2,8
ATP6V0A4,LAMA2,8
CFHR5,LAMA2,5
LBP,LAMA2,4
MYO10,LAMA2,6
OTOP1,LAMA2,8
PLB1,LAMA2,8
RPL3L,LAMA2,8
SLC28A1,LAMA2,7
SLC44A4,LAMA2,8
SPTBN5,LAMA2,6
TNXB,LAMA2,0
VCAN,LAMA2,0
VWA5B2,LAMA2,6
ZNF778,LAMA2,8
ANKRD12,LAMA2,8
CDH23,LAMA2,4
CES5A,LAMA2,8
CHGB,LAMA2,0
FGL1,LAMA2,3
GRIN3B,LAMA2,7
MCM8,LAMA2,8
MYBPC2,LAMA2,4
MYH15,LAMA2,7
SELENOO,LAMA2,8
TIAM1,LAMA2,6
ZNF273,LAMA2,8
BAIAP3,LAMA2,6
C2CD3,LAMA2,8
CFB,LAMA2,4
COL15A1,LAMA2,0
FHAD1,LAMA2,8
HEATR1,LAMA2,8
AGRN,MUC4,8
DIP2A,MUC4,8
