Var1,Var2,value
KIF13B,MUC4,7
KRT79,MUC4,8
MICALL2,MUC4,8
NPHP3,MUC4,7
RAD51AP1,MUC4,7
RP1,MUC4,8
DNAH7,MUC4,7
FHOD3,MUC4,7
HSPG2,MUC4,8
LEFTY2,MUC4,8
NCKAP5L,MUC4,7
NOTCH4,MUC4,8
PRRT3,MUC4,8
PTPN14,MUC4,8
SMTN,MUC4,8
SRMS,MUC4,8
TOR2A,MUC4,7
C1orf94,MUC4,7
CASP5,MUC4,7
DMXL2,MUC4,8
KIAA1109,MUC4,7
LILRA1,MUC4,8
LOXL3,MUC4,8
LRP2,MUC4,8
NAT8B,MUC4,7
UNC13C,MUC4,8
ZP4,MUC4,8
ABCB5,MUC4,7
AMPD1,MUC4,7
ATP6V0A4,MUC4,7
CFHR5,MUC4,8
LBP,MUC4,8
MYO10,MUC4,8
OTOP1,MUC4,7
PLB1,MUC4,7
RPL3L,MUC4,6
SLC28A1,MUC4,8
SLC44A4,MUC4,7
SPTBN5,MUC4,8
TNXB,MUC4,8
VCAN,MUC4,8
VWA5B2,MUC4,8
ZNF778,MUC4,8
ANKRD12,MUC4,7
CDH23,MUC4,8
CES5A,MUC4,7
CHGB,MUC4,8
FGL1,MUC4,6
GRIN3B,MUC4,8
MCM8,MUC4,7
MYBPC2,MUC4,8
MYH15,MUC4,8
SELENOO,MUC4,6
TIAM1,MUC4,8
ZNF273,MUC4,8
BAIAP3,MUC4,8
C2CD3,MUC4,7
CFB,MUC4,8
COL15A1,MUC4,8
FHAD1,MUC4,6
HEATR1,MUC4,6
LAMA2,MUC4,8
AGRN,OR10G9,8
DIP2A,OR10G9,8
KIF13B,OR10G9,8
KRT79,OR10G9,8
MICALL2,OR10G9,8
NPHP3,OR10G9,8
RAD51AP1,OR10G9,8
RP1,OR10G9,8
DNAH7,OR10G9,8
FHOD3,OR10G9,8
HSPG2,OR10G9,8
LEFTY2,OR10G9,8
NCKAP5L,OR10G9,8
NOTCH4,OR10G9,8
PRRT3,OR10G9,8
PTPN14,OR10G9,8
SMTN,OR10G9,8
SRMS,OR10G9,8
TOR2A,OR10G9,8
C1orf94,OR10G9,8
CASP5,OR10G9,8
DMXL2,OR10G9,8
KIAA1109,OR10G9,8
LILRA1,OR10G9,8
LOXL3,OR10G9,8
LRP2,OR10G9,8
NAT8B,OR10G9,8
UNC13C,OR10G9,8
ZP4,OR10G9,8
ABCB5,OR10G9,8
AMPD1,OR10G9,8
ATP6V0A4,OR10G9,8
CFHR5,OR10G9,8
LBP,OR10G9,8
MYO10,OR10G9,8
OTOP1,OR10G9,8
PLB1,OR10G9,8
RPL3L,OR10G9,8
SLC28A1,OR10G9,8
SLC44A4,OR10G9,8
SPTBN5,OR10G9,8
TNXB,OR10G9,8
VCAN,OR10G9,8
VWA5B2,OR10G9,8
ZNF778,OR10G9,8
ANKRD12,OR10G9,8
CDH23,OR10G9,8
CES5A,OR10G9,8
CHGB,OR10G9,8
FGL1,OR10G9,8
GRIN3B,OR10G9,8
MCM8,OR10G9,8
MYBPC2,OR10G9,8
MYH15,OR10G9,8
SELENOO,OR10G9,8
TIAM1,OR10G9,8
ZNF273,OR10G9,8
BAIAP3,OR10G9,8
C2CD3,OR10G9,8
CFB,OR10G9,8
COL15A1,OR10G9,8
FHAD1,OR10G9,8
HEATR1,OR10G9,8
LAMA2,OR10G9,8
MUC4,OR10G9,8
AGRN,CHIT1,7
DIP2A,CHIT1,8
KIF13B,CHIT1,6
KRT79,CHIT1,8
MICALL2,CHIT1,7
NPHP3,CHIT1,7
RAD51AP1,CHIT1,7
RP1,CHIT1,7
DNAH7,CHIT1,7
FHOD3,CHIT1,7
HSPG2,CHIT1,7
LEFTY2,CHIT1,7
NCKAP5L,CHIT1,7
NOTCH4,CHIT1,7
PRRT3,CHIT1,7
PTPN14,CHIT1,7
SMTN,CHIT1,8
SRMS,CHIT1,7
TOR2A,CHIT1,7
C1orf94,CHIT1,7
CASP5,CHIT1,7
DMXL2,CHIT1,7
KIAA1109,CHIT1,7
LILRA1,CHIT1,4
LOXL3,CHIT1,7
LRP2,CHIT1,7
NAT8B,CHIT1,7
UNC13C,CHIT1,7
ZP4,CHIT1,7
ABCB5,CHIT1,7
AMPD1,CHIT1,7
ATP6V0A4,CHIT1,7
CFHR5,CHIT1,6
LBP,CHIT1,7
MYO10,CHIT1,7
OTOP1,CHIT1,7
PLB1,CHIT1,7
RPL3L,CHIT1,7
SLC28A1,CHIT1,8
SLC44A4,CHIT1,7
SPTBN5,CHIT1,7
TNXB,CHIT1,7
VCAN,CHIT1,7
VWA5B2,CHIT1,7
ZNF778,CHIT1,8
ANKRD12,CHIT1,7
CDH23,CHIT1,7
CES5A,CHIT1,7
CHGB,CHIT1,7
FGL1,CHIT1,7
GRIN3B,CHIT1,8
MCM8,CHIT1,7
MYBPC2,CHIT1,7
MYH15,CHIT1,8
SELENOO,CHIT1,7
TIAM1,CHIT1,7
ZNF273,CHIT1,8
BAIAP3,CHIT1,7
C2CD3,CHIT1,7
CFB,CHIT1,4
COL15A1,CHIT1,7
FHAD1,CHIT1,7
HEATR1,CHIT1,7
LAMA2,CHIT1,7
MUC4,CHIT1,7
OR10G9,CHIT1,8
AGRN,DNAAF1,8
DIP2A,DNAAF1,8
KIF13B,DNAAF1,1
KRT79,DNAAF1,8
MICALL2,DNAAF1,8
NPHP3,DNAAF1,6
RAD51AP1,DNAAF1,5
RP1,DNAAF1,8
DNAH7,DNAAF1,0
FHOD3,DNAAF1,6
HSPG2,DNAAF1,8
LEFTY2,DNAAF1,8
NCKAP5L,DNAAF1,2
NOTCH4,DNAAF1,8
PRRT3,DNAAF1,8
PTPN14,DNAAF1,8
SMTN,DNAAF1,8
SRMS,DNAAF1,8
TOR2A,DNAAF1,7
C1orf94,DNAAF1,7
CASP5,DNAAF1,6
DMXL2,DNAAF1,8
KIAA1109,DNAAF1,6
LILRA1,DNAAF1,8
LOXL3,DNAAF1,8
LRP2,DNAAF1,8
NAT8B,DNAAF1,6
UNC13C,DNAAF1,8
ZP4,DNAAF1,8
ABCB5,DNAAF1,6
AMPD1,DNAAF1,7
ATP6V0A4,DNAAF1,7
CFHR5,DNAAF1,8
LBP,DNAAF1,8
MYO10,DNAAF1,3
OTOP1,DNAAF1,7
PLB1,DNAAF1,7
RPL3L,DNAAF1,7
SLC28A1,DNAAF1,8
SLC44A4,DNAAF1,7
SPTBN5,DNAAF1,8
TNXB,DNAAF1,8
VCAN,DNAAF1,8
VWA5B2,DNAAF1,8
ZNF778,DNAAF1,8
ANKRD12,DNAAF1,6
CDH23,DNAAF1,8
CES5A,DNAAF1,7
CHGB,DNAAF1,8
FGL1,DNAAF1,7
GRIN3B,DNAAF1,8
MCM8,DNAAF1,5
MYBPC2,DNAAF1,8
MYH15,DNAAF1,8
SELENOO,DNAAF1,7
TIAM1,DNAAF1,8
ZNF273,DNAAF1,8
BAIAP3,DNAAF1,8
C2CD3,DNAAF1,0
CFB,DNAAF1,8
COL15A1,DNAAF1,8
FHAD1,DNAAF1,7
HEATR1,DNAAF1,7
LAMA2,DNAAF1,8
MUC4,DNAAF1,7
OR10G9,DNAAF1,8
CHIT1,DNAAF1,7
AGRN,DNAH17,5
DIP2A,DNAH17,7
KIF13B,DNAH17,7
KRT79,DNAH17,8
MICALL2,DNAH17,6
NPHP3,DNAH17,8
RAD51AP1,DNAH17,8
RP1,DNAH17,6
DNAH7,DNAH17,8
FHOD3,DNAH17,8
HSPG2,DNAH17,5
LEFTY2,DNAH17,5
NCKAP5L,DNAH17,8
NOTCH4,DNAH17,5
PRRT3,DNAH17,6
PTPN14,DNAH17,6
SMTN,DNAH17,7
SRMS,DNAH17,0
TOR2A,DNAH17,8
C1orf94,DNAH17,8
CASP5,DNAH17,8
DMXL2,DNAH17,6
KIAA1109,DNAH17,8
LILRA1,DNAH17,5
LOXL3,DNAH17,5
LRP2,DNAH17,5
NAT8B,DNAH17,8
UNC13C,DNAH17,6
ZP4,DNAH17,6
ABCB5,DNAH17,8
AMPD1,DNAH17,8
ATP6V0A4,DNAH17,8
CFHR5,DNAH17,6
LBP,DNAH17,4
MYO10,DNAH17,6
OTOP1,DNAH17,8
PLB1,DNAH17,8
RPL3L,DNAH17,8
SLC28A1,DNAH17,7
SLC44A4,DNAH17,8
SPTBN5,DNAH17,1
TNXB,DNAH17,5
VCAN,DNAH17,5
VWA5B2,DNAH17,5
ZNF778,DNAH17,8
ANKRD12,DNAH17,8
CDH23,DNAH17,5
CES5A,DNAH17,8
CHGB,DNAH17,5
FGL1,DNAH17,8
GRIN3B,DNAH17,7
MCM8,DNAH17,8
MYBPC2,DNAH17,5
MYH15,DNAH17,7
SELENOO,DNAH17,8
TIAM1,DNAH17,6
ZNF273,DNAH17,8
BAIAP3,DNAH17,6
C2CD3,DNAH17,8
CFB,DNAH17,5
COL15A1,DNAH17,5
FHAD1,DNAH17,8
HEATR1,DNAH17,8
LAMA2,DNAH17,5
MUC4,DNAH17,8
OR10G9,DNAH17,8
CHIT1,DNAH17,7
DNAAF1,DNAH17,8
AGRN,DNAH3,8
DIP2A,DNAH3,8
KIF13B,DNAH3,1
KRT79,DNAH3,8
MICALL2,DNAH3,8
NPHP3,DNAH3,6
RAD51AP1,DNAH3,6
RP1,DNAH3,8
DNAH7,DNAH3,1
FHOD3,DNAH3,7
HSPG2,DNAH3,8
LEFTY2,DNAH3,8
NCKAP5L,DNAH3,3
NOTCH4,DNAH3,8
PRRT3,DNAH3,8
PTPN14,DNAH3,8
SMTN,DNAH3,8
SRMS,DNAH3,8
TOR2A,DNAH3,7
C1orf94,DNAH3,7
CASP5,DNAH3,7
DMXL2,DNAH3,8
KIAA1109,DNAH3,7
LILRA1,DNAH3,8
LOXL3,DNAH3,8
LRP2,DNAH3,8
NAT8B,DNAH3,7
UNC13C,DNAH3,8
ZP4,DNAH3,8
ABCB5,DNAH3,7
AMPD1,DNAH3,7
ATP6V0A4,DNAH3,7
CFHR5,DNAH3,8
LBP,DNAH3,8
MYO10,DNAH3,3
OTOP1,DNAH3,7
PLB1,DNAH3,7
RPL3L,DNAH3,7
SLC28A1,DNAH3,8
SLC44A4,DNAH3,7
SPTBN5,DNAH3,8
TNXB,DNAH3,8
VCAN,DNAH3,8
VWA5B2,DNAH3,8
ZNF778,DNAH3,8
ANKRD12,DNAH3,7
CDH23,DNAH3,8
CES5A,DNAH3,7
CHGB,DNAH3,8
FGL1,DNAH3,7
GRIN3B,DNAH3,8
MCM8,DNAH3,6
MYBPC2,DNAH3,8
MYH15,DNAH3,8
SELENOO,DNAH3,7
TIAM1,DNAH3,8
ZNF273,DNAH3,8
BAIAP3,DNAH3,8
C2CD3,DNAH3,1
CFB,DNAH3,8
COL15A1,DNAH3,8
FHAD1,DNAH3,7
HEATR1,DNAH3,7
LAMA2,DNAH3,8
MUC4,DNAH3,7
OR10G9,DNAH3,8
CHIT1,DNAH3,7
DNAAF1,DNAH3,1
DNAH17,DNAH3,8
AGRN,NBEA,8
DIP2A,NBEA,7
KIF13B,NBEA,7
KRT79,NBEA,7
MICALL2,NBEA,8
NPHP3,NBEA,6
RAD51AP1,NBEA,7
RP1,NBEA,8
DNAH7,NBEA,7
FHOD3,NBEA,7
HSPG2,NBEA,8
LEFTY2,NBEA,8
NCKAP5L,NBEA,7
NOTCH4,NBEA,8
PRRT3,NBEA,8
PTPN14,NBEA,8
SMTN,NBEA,8
SRMS,NBEA,8
TOR2A,NBEA,6
C1orf94,NBEA,6
CASP5,NBEA,7
DMXL2,NBEA,5
KIAA1109,NBEA,5
LILRA1,NBEA,8
LOXL3,NBEA,8
LRP2,NBEA,7
NAT8B,NBEA,7
UNC13C,NBEA,5
ZP4,NBEA,8
ABCB5,NBEA,7
AMPD1,NBEA,7
ATP6V0A4,NBEA,7
CFHR5,NBEA,7
LBP,NBEA,8
MYO10,NBEA,8
OTOP1,NBEA,7
PLB1,NBEA,7
RPL3L,NBEA,7
SLC28A1,NBEA,8
SLC44A4,NBEA,7
SPTBN5,NBEA,8
TNXB,NBEA,8
VCAN,NBEA,8
VWA5B2,NBEA,7
ZNF778,NBEA,8
ANKRD12,NBEA,7
CDH23,NBEA,8
CES5A,NBEA,7
CHGB,NBEA,8
FGL1,NBEA,7
GRIN3B,NBEA,6
MCM8,NBEA,7
MYBPC2,NBEA,8
MYH15,NBEA,8
SELENOO,NBEA,7
TIAM1,NBEA,8
ZNF273,NBEA,8
BAIAP3,NBEA,5
C2CD3,NBEA,7
CFB,NBEA,8
COL15A1,NBEA,8
FHAD1,NBEA,7
HEATR1,NBEA,7
LAMA2,NBEA,8
MUC4,NBEA,7
OR10G9,NBEA,8
CHIT1,NBEA,7
DNAAF1,NBEA,7
DNAH17,NBEA,8
DNAH3,NBEA,7
AGRN,SIGLEC12,4
DIP2A,SIGLEC12,6
KIF13B,SIGLEC12,7
KRT79,SIGLEC12,8
MICALL2,SIGLEC12,6
NPHP3,SIGLEC12,8
RAD51AP1,SIGLEC12,8
RP1,SIGLEC12,6
DNAH7,SIGLEC12,8
FHOD3,SIGLEC12,8
HSPG2,SIGLEC12,4
LEFTY2,SIGLEC12,4
NCKAP5L,SIGLEC12,8
NOTCH4,SIGLEC12,4
PRRT3,SIGLEC12,6
PTPN14,SIGLEC12,6
SMTN,SIGLEC12,7
SRMS,SIGLEC12,5
TOR2A,SIGLEC12,8
C1orf94,SIGLEC12,8
CASP5,SIGLEC12,8
DMXL2,SIGLEC12,6
KIAA1109,SIGLEC12,8
LILRA1,SIGLEC12,0
LOXL3,SIGLEC12,4
LRP2,SIGLEC12,6
NAT8B,SIGLEC12,8
UNC13C,SIGLEC12,6
ZP4,SIGLEC12,5
ABCB5,SIGLEC12,8
AMPD1,SIGLEC12,8
ATP6V0A4,SIGLEC12,8
CFHR5,SIGLEC12,2
LBP,SIGLEC12,3
MYO10,SIGLEC12,6
OTOP1,SIGLEC12,8
PLB1,SIGLEC12,8
RPL3L,SIGLEC12,8
SLC28A1,SIGLEC12,7
SLC44A4,SIGLEC12,8
SPTBN5,SIGLEC12,6
TNXB,SIGLEC12,4
VCAN,SIGLEC12,4
VWA5B2,SIGLEC12,6
ZNF778,SIGLEC12,8
ANKRD12,SIGLEC12,8
CDH23,SIGLEC12,4
CES5A,SIGLEC12,8
CHGB,SIGLEC12,4
FGL1,SIGLEC12,7
GRIN3B,SIGLEC12,7
MCM8,SIGLEC12,8
MYBPC2,SIGLEC12,4
MYH15,SIGLEC12,7
SELENOO,SIGLEC12,8
TIAM1,SIGLEC12,6
ZNF273,SIGLEC12,8
BAIAP3,SIGLEC12,6
C2CD3,SIGLEC12,8
CFB,SIGLEC12,0
COL15A1,SIGLEC12,4
FHAD1,SIGLEC12,8
HEATR1,SIGLEC12,8
LAMA2,SIGLEC12,4
MUC4,SIGLEC12,8
OR10G9,SIGLEC12,8
CHIT1,SIGLEC12,4
DNAAF1,SIGLEC12,8
DNAH17,SIGLEC12,5
DNAH3,SIGLEC12,8
NBEA,SIGLEC12,8
AGRN,TNC,0
DIP2A,TNC,6
KIF13B,TNC,7
KRT79,TNC,8
MICALL2,TNC,6
NPHP3,TNC,8
RAD51AP1,TNC,8
RP1,TNC,6
DNAH7,TNC,8
FHOD3,TNC,8
HSPG2,TNC,0
LEFTY2,TNC,1
NCKAP5L,TNC,8
NOTCH4,TNC,4
PRRT3,TNC,6
PTPN14,TNC,6
SMTN,TNC,7
SRMS,TNC,5
TOR2A,TNC,8
C1orf94,TNC,8
CASP5,TNC,8
DMXL2,TNC,6
KIAA1109,TNC,8
LILRA1,TNC,4
LOXL3,TNC,0
LRP2,TNC,6
NAT8B,TNC,8
UNC13C,TNC,6
ZP4,TNC,2
ABCB5,TNC,8
AMPD1,TNC,8
ATP6V0A4,TNC,8
CFHR5,TNC,5
LBP,TNC,4
MYO10,TNC,6
OTOP1,TNC,8
PLB1,TNC,8
RPL3L,TNC,8
SLC28A1,TNC,7
SLC44A4,TNC,8
SPTBN5,TNC,6
TNXB,TNC,0
VCAN,TNC,0
VWA5B2,TNC,6
ZNF778,TNC,8
ANKRD12,TNC,8
CDH23,TNC,4
CES5A,TNC,8
CHGB,TNC,0
FGL1,TNC,3
GRIN3B,TNC,7
MCM8,TNC,8
MYBPC2,TNC,4
MYH15,TNC,7
SELENOO,TNC,8
TIAM1,TNC,6
ZNF273,TNC,8
BAIAP3,TNC,6
C2CD3,TNC,8
CFB,TNC,4
COL15A1,TNC,0
FHAD1,TNC,8
HEATR1,TNC,8
LAMA2,TNC,0
MUC4,TNC,8
OR10G9,TNC,8
CHIT1,TNC,7
DNAAF1,TNC,8
DNAH17,TNC,5
DNAH3,TNC,8
NBEA,TNC,8
SIGLEC12,TNC,4
AGRN,WDSUB1,8
DIP2A,WDSUB1,8
KIF13B,WDSUB1,7
KRT79,WDSUB1,8
MICALL2,WDSUB1,8
NPHP3,WDSUB1,7
RAD51AP1,WDSUB1,6
RP1,WDSUB1,4
DNAH7,WDSUB1,6
FHOD3,WDSUB1,4
HSPG2,WDSUB1,8
LEFTY2,WDSUB1,8
NCKAP5L,WDSUB1,6
NOTCH4,WDSUB1,8
PRRT3,WDSUB1,8
PTPN14,WDSUB1,8
SMTN,WDSUB1,8
SRMS,WDSUB1,8
TOR2A,WDSUB1,7
C1orf94,WDSUB1,7
CASP5,WDSUB1,5
DMXL2,WDSUB1,8
KIAA1109,WDSUB1,5
LILRA1,WDSUB1,8
LOXL3,WDSUB1,8
LRP2,WDSUB1,8
NAT8B,WDSUB1,6
UNC13C,WDSUB1,8
ZP4,WDSUB1,8
ABCB5,WDSUB1,3
AMPD1,WDSUB1,7
ATP6V0A4,WDSUB1,7
CFHR5,WDSUB1,8
LBP,WDSUB1,8
MYO10,WDSUB1,8
OTOP1,WDSUB1,7
PLB1,WDSUB1,7
RPL3L,WDSUB1,7
SLC28A1,WDSUB1,8
SLC44A4,WDSUB1,7
SPTBN5,WDSUB1,8
TNXB,WDSUB1,8
VCAN,WDSUB1,8
VWA5B2,WDSUB1,8
ZNF778,WDSUB1,8
ANKRD12,WDSUB1,5
CDH23,WDSUB1,8
CES5A,WDSUB1,7
CHGB,WDSUB1,8
FGL1,WDSUB1,7
GRIN3B,WDSUB1,8
MCM8,WDSUB1,6
MYBPC2,WDSUB1,8
MYH15,WDSUB1,8
SELENOO,WDSUB1,6
TIAM1,WDSUB1,8
ZNF273,WDSUB1,8
BAIAP3,WDSUB1,8
C2CD3,WDSUB1,6
CFB,WDSUB1,8
COL15A1,WDSUB1,8
FHAD1,WDSUB1,7
HEATR1,WDSUB1,7
LAMA2,WDSUB1,8
MUC4,WDSUB1,7
OR10G9,WDSUB1,8
CHIT1,WDSUB1,7
DNAAF1,WDSUB1,6
DNAH17,WDSUB1,8
DNAH3,WDSUB1,7
NBEA,WDSUB1,7
SIGLEC12,WDSUB1,8
TNC,WDSUB1,8
AGRN,ZC3H3,8
DIP2A,ZC3H3,8
KIF13B,ZC3H3,7
KRT79,ZC3H3,8
MICALL2,ZC3H3,8
NPHP3,ZC3H3,7
RAD51AP1,ZC3H3,7
RP1,ZC3H3,8
DNAH7,ZC3H3,7
FHOD3,ZC3H3,7
HSPG2,ZC3H3,8
LEFTY2,ZC3H3,8
NCKAP5L,ZC3H3,7
NOTCH4,ZC3H3,8
PRRT3,ZC3H3,8
PTPN14,ZC3H3,8
SMTN,ZC3H3,8
SRMS,ZC3H3,8
TOR2A,ZC3H3,7
C1orf94,ZC3H3,7
CASP5,ZC3H3,7
DMXL2,ZC3H3,8
KIAA1109,ZC3H3,7
LILRA1,ZC3H3,8
LOXL3,ZC3H3,8
LRP2,ZC3H3,8
NAT8B,ZC3H3,7
UNC13C,ZC3H3,8
ZP4,ZC3H3,8
ABCB5,ZC3H3,7
AMPD1,ZC3H3,7
ATP6V0A4,ZC3H3,7
CFHR5,ZC3H3,8
LBP,ZC3H3,8
MYO10,ZC3H3,8
OTOP1,ZC3H3,7
PLB1,ZC3H3,7
RPL3L,ZC3H3,5
SLC28A1,ZC3H3,8
SLC44A4,ZC3H3,7
SPTBN5,ZC3H3,8
TNXB,ZC3H3,8
VCAN,ZC3H3,8
VWA5B2,ZC3H3,8
ZNF778,ZC3H3,8
ANKRD12,ZC3H3,7
CDH23,ZC3H3,8
CES5A,ZC3H3,7
CHGB,ZC3H3,8
FGL1,ZC3H3,6
GRIN3B,ZC3H3,8
MCM8,ZC3H3,7
MYBPC2,ZC3H3,8
MYH15,ZC3H3,8
SELENOO,ZC3H3,6
TIAM1,ZC3H3,8
ZNF273,ZC3H3,8
BAIAP3,ZC3H3,8
C2CD3,ZC3H3,7
CFB,ZC3H3,8
COL15A1,ZC3H3,8
FHAD1,ZC3H3,6
HEATR1,ZC3H3,5
LAMA2,ZC3H3,8
MUC4,ZC3H3,6
OR10G9,ZC3H3,8
CHIT1,ZC3H3,7
DNAAF1,ZC3H3,7
DNAH17,ZC3H3,8
DNAH3,ZC3H3,7
NBEA,ZC3H3,7
SIGLEC12,ZC3H3,8
TNC,ZC3H3,8
WDSUB1,ZC3H3,7
AGRN,ACOT2,8
DIP2A,ACOT2,8
KIF13B,ACOT2,7
KRT79,ACOT2,8
MICALL2,ACOT2,8
NPHP3,ACOT2,7
RAD51AP1,ACOT2,7
RP1,ACOT2,8
DNAH7,ACOT2,7
FHOD3,ACOT2,7
HSPG2,ACOT2,8
LEFTY2,ACOT2,8
NCKAP5L,ACOT2,7
NOTCH4,ACOT2,8
PRRT3,ACOT2,8
PTPN14,ACOT2,8
SMTN,ACOT2,8
SRMS,ACOT2,8
TOR2A,ACOT2,7
C1orf94,ACOT2,7
CASP5,ACOT2,7
DMXL2,ACOT2,8
KIAA1109,ACOT2,7
LILRA1,ACOT2,8
LOXL3,ACOT2,8
LRP2,ACOT2,8
NAT8B,ACOT2,7
UNC13C,ACOT2,8
ZP4,ACOT2,8
ABCB5,ACOT2,7
AMPD1,ACOT2,6
ATP6V0A4,ACOT2,6
CFHR5,ACOT2,8
LBP,ACOT2,8
MYO10,ACOT2,8
OTOP1,ACOT2,7
PLB1,ACOT2,6
RPL3L,ACOT2,7
SLC28A1,ACOT2,8
SLC44A4,ACOT2,6
SPTBN5,ACOT2,8
TNXB,ACOT2,8
VCAN,ACOT2,8
VWA5B2,ACOT2,8
ZNF778,ACOT2,8
ANKRD12,ACOT2,7
CDH23,ACOT2,8
CES5A,ACOT2,6
CHGB,ACOT2,8
FGL1,ACOT2,7
GRIN3B,ACOT2,8
MCM8,ACOT2,7
MYBPC2,ACOT2,8
MYH15,ACOT2,8
SELENOO,ACOT2,7
TIAM1,ACOT2,8
ZNF273,ACOT2,8
BAIAP3,ACOT2,8
C2CD3,ACOT2,7
CFB,ACOT2,8
COL15A1,ACOT2,8
FHAD1,ACOT2,7
HEATR1,ACOT2,7
LAMA2,ACOT2,8
MUC4,ACOT2,7
OR10G9,ACOT2,8
CHIT1,ACOT2,7
DNAAF1,ACOT2,7
DNAH17,ACOT2,8
DNAH3,ACOT2,7
NBEA,ACOT2,7
SIGLEC12,ACOT2,8
TNC,ACOT2,8
WDSUB1,ACOT2,7
ZC3H3,ACOT2,7
AGRN,CDH3,4
DIP2A,CDH3,6
KIF13B,CDH3,7
KRT79,CDH3,8
MICALL2,CDH3,6
NPHP3,CDH3,8
RAD51AP1,CDH3,8
RP1,CDH3,6
DNAH7,CDH3,8
FHOD3,CDH3,8
HSPG2,CDH3,4
LEFTY2,CDH3,4
NCKAP5L,CDH3,8
NOTCH4,CDH3,4
PRRT3,CDH3,6
PTPN14,CDH3,6
SMTN,CDH3,7
SRMS,CDH3,5
TOR2A,CDH3,8
C1orf94,CDH3,8
CASP5,CDH3,8
DMXL2,CDH3,6
KIAA1109,CDH3,7
LILRA1,CDH3,4
LOXL3,CDH3,4
LRP2,CDH3,6
NAT8B,CDH3,8
UNC13C,CDH3,6
ZP4,CDH3,5
ABCB5,CDH3,8
AMPD1,CDH3,8
ATP6V0A4,CDH3,8
CFHR5,CDH3,5
LBP,CDH3,4
MYO10,CDH3,6
OTOP1,CDH3,8
PLB1,CDH3,8
RPL3L,CDH3,8
SLC28A1,CDH3,7
SLC44A4,CDH3,8
SPTBN5,CDH3,6
TNXB,CDH3,4
VCAN,CDH3,4
VWA5B2,CDH3,6
ZNF778,CDH3,8
ANKRD12,CDH3,8
CDH23,CDH3,0
CES5A,CDH3,8
CHGB,CDH3,4
FGL1,CDH3,7
GRIN3B,CDH3,7
MCM8,CDH3,8
MYBPC2,CDH3,4
MYH15,CDH3,7
SELENOO,CDH3,8
TIAM1,CDH3,6
ZNF273,CDH3,8
BAIAP3,CDH3,6
C2CD3,CDH3,8
CFB,CDH3,4
COL15A1,CDH3,4
FHAD1,CDH3,8
HEATR1,CDH3,8
LAMA2,CDH3,4
MUC4,CDH3,8
OR10G9,CDH3,8
CHIT1,CDH3,7
DNAAF1,CDH3,8
DNAH17,CDH3,5
DNAH3,CDH3,8
NBEA,CDH3,8
SIGLEC12,CDH3,4
TNC,CDH3,4
WDSUB1,CDH3,8
ZC3H3,CDH3,8
ACOT2,CDH3,8
AGRN,FAAP100,8
DIP2A,FAAP100,8
KIF13B,FAAP100,7
KRT79,FAAP100,8
MICALL2,FAAP100,8
NPHP3,FAAP100,7
RAD51AP1,FAAP100,1
RP1,FAAP100,8
DNAH7,FAAP100,6
FHOD3,FAAP100,6
HSPG2,FAAP100,8
LEFTY2,FAAP100,8
NCKAP5L,FAAP100,6
NOTCH4,FAAP100,8
PRRT3,FAAP100,8
PTPN14,FAAP100,8
SMTN,FAAP100,8
SRMS,FAAP100,8
TOR2A,FAAP100,7
C1orf94,FAAP100,7
CASP5,FAAP100,6
DMXL2,FAAP100,8
KIAA1109,FAAP100,6
LILRA1,FAAP100,8
LOXL3,FAAP100,8
LRP2,FAAP100,8
NAT8B,FAAP100,4
UNC13C,FAAP100,8
ZP4,FAAP100,8
ABCB5,FAAP100,6
AMPD1,FAAP100,7
ATP6V0A4,FAAP100,7
CFHR5,FAAP100,8
LBP,FAAP100,8
MYO10,FAAP100,8
OTOP1,FAAP100,6
PLB1,FAAP100,7
RPL3L,FAAP100,7
SLC28A1,FAAP100,8
SLC44A4,FAAP100,7
SPTBN5,FAAP100,8
TNXB,FAAP100,8
VCAN,FAAP100,8
VWA5B2,FAAP100,8
ZNF778,FAAP100,8
ANKRD12,FAAP100,5
CDH23,FAAP100,8
CES5A,FAAP100,7
CHGB,FAAP100,8
FGL1,FAAP100,7
GRIN3B,FAAP100,8
MCM8,FAAP100,1
MYBPC2,FAAP100,8
MYH15,FAAP100,8
SELENOO,FAAP100,7
TIAM1,FAAP100,8
ZNF273,FAAP100,8
BAIAP3,FAAP100,8
C2CD3,FAAP100,6
CFB,FAAP100,8
COL15A1,FAAP100,8
FHAD1,FAAP100,7
HEATR1,FAAP100,7
LAMA2,FAAP100,8
MUC4,FAAP100,7
OR10G9,FAAP100,8
CHIT1,FAAP100,7
DNAAF1,FAAP100,6
DNAH17,FAAP100,8
DNAH3,FAAP100,7
NBEA,FAAP100,7
SIGLEC12,FAAP100,8
TNC,FAAP100,8
WDSUB1,FAAP100,6
ZC3H3,FAAP100,7
ACOT2,FAAP100,7
CDH3,FAAP100,8
AGRN,FCGBP,8
DIP2A,FCGBP,8
KIF13B,FCGBP,7
KRT79,FCGBP,8
MICALL2,FCGBP,8
NPHP3,FCGBP,7
RAD51AP1,FCGBP,4
RP1,FCGBP,8
DNAH7,FCGBP,6
FHOD3,FCGBP,6
HSPG2,FCGBP,8
LEFTY2,FCGBP,8
NCKAP5L,FCGBP,6
NOTCH4,FCGBP,8
PRRT3,FCGBP,8
PTPN14,FCGBP,8
SMTN,FCGBP,8
SRMS,FCGBP,8
TOR2A,FCGBP,7
