10202	79874	9221	
9080	53842	340120	26285	137075	137392	24146	10406	49861	84437	9069	3996	7351	149461	1365	5010	92359	51208	23562	1364	9074	9076	9071	9073	7122	1366	4070	9075	6953	64398	254065	100506658	50855	10686	84552	84612	3993	9253	83660	5584	29944	
128	
1854	
9953	
2529	
10678	
1160	
8884	
54963	
4708	
4717	
4143	
4668	
9331	
9091	
10400	
4357	
8630	
121214	
2650	
5313	
7390	3145	
1327	
4144	
2731	
23498	
215	
9334	
51268	
570	
206358	
56624	
23315	
496	
131669	
114805	
56895	
54965	
84513	196051	
2528	
57194	
1593	
50814	
11238	
80231	8560	
196383	284004	
9843	
102723996	285016	222826	57567	388512	116362	146850	143282	400360	389658	197021	90809	29901	145957	10718	2675	63947	112703	8632	80739	152831	64109	3730	84287	10233	9365	83888	23769	9048	8822	5623	23767	23768	51378	23150	2676	155368	133015	387357	7275	3562	10630	118788	3601	375033	115352	8394	8395	79834	2674	923	3568	3567	8074	2248	9965	29851	3556	221002	3559	117145	8823	128611	2668	9982	79837	2246	5305	27006	90525	26281	284948	85480	84951	26291	2251	284	55620	84632	9208	685	79109	157285	55359	116449	4352	646892	387694	3560	25780	64096	4902	2253	253260	27071	9173	5923	8682	400745	55615	147798	55816	2252	2249	55715	2254	3558	8817	1437	2250	5155	8870	115727	63898	973	2069	8396	4909	9542	27240	84941	26228	3953	50852	3563	10818	2206	139716	941	3667	2247	5786	1839	6776	23624	7301	25759	399694	5154	921	2255	6098	940	4254	6777	1950	8471	1438	400581	8660	81848	10045	238	4915	3084	9047	5753	1796	79705	9846	7294	7462	56961	126669	2888	29760	2886	3635	4486	6452	3718	3645	116448	7010	5291	2549	2261	660	8503	5294	7075	7535	10461	558	3561	1439	27040	2690	10750	5747	2322	1399	7006	4058	2064	4233	55824	4919	6725	7525	5295	1445	2324	2263	5293	6464	3643	10817	2264	2065	1436	3716	2066	10657	5335	6461	2242	5979	3937	4007	5296	27	2260	5159	3480	640	3717	3702	3932	5156	2241	5290	2057	2887	9046	2885	2534	2321	3815	3055	9693	4145	10048	64759	5781	10044	53358	220164	10125	9402	30837	
83733	
7544	5833	8653	
138724	10838	151871	124751	153745	84106	84759	80218	32	79832	55251	10625	55211	51185	
440712	5337	
5625	
1373	
3037	
