7761	9653	387104	
388536	
441282	
343	
7108	
410	
55501	
93183	
34	
7769	
8228	
23315	
440515	
8654	
22856	10769	
55244	
9963	
30815	
55361	
107987462	
56624	
146712	
1585	
57834	
63917	
199675	
84264	
123745	
1545	
9957	
4537	
135924	
4967	
3013	
128372	
54363	
23417	
390167	
23207	79990	23150	79949	60682	150368	130271	50619	60312	134265	55041	55691	26499	57475	114885	79674	58473	55765	64855	23075	27071	57480	153478	25894	131583	219790	23612	80301	51177	139716	79930	22821	8631	8935	10160	653268	64744	414189	119016	55616	119385	23362	9266	22874	84249	8437	9855	3268	9744	389072	55803	116988	23550	9267	23096	55785	5922	23101	27128	80243	8853	23527	26034	9265	11033	5662	
196383	79020	284004	
83876	135927	118487	54516	55520	79725	116541	51373	80775	158234	84881	64979	55052	123263	387338	116540	9553	51263	64981	84273	54534	54465	64928	10102	51258	114804	9617	26284	79922	84340	51069	7570	23144	130916	51250	92399	81554	51318	29093	28973	78988	55168	64983	22868	26995	51001	79590	51335	115416	54148	65008	219927	64965	285367	10240	122704	29088	23107	219402	60488	5018	128308	55037	51253	26024	51023	4528	10884	64978	196441	28977	55178	92170	65005	84545	51117	55794	7818	65003	63875	6150	56945	64969	124995	6183	6182	51073	92259	10573	54998	29074	3104	64976	3396	65108	11222	65080	740	84311	7284	64975	85476	8446	51264	51649	55173	51081	51650	51021	51642	64949	64951	51116	26589	64432	64963	54948	54460	65993	28998	57129	90480	64968	9801	64960	28957	63931	
130951	84153	84722	283431	54478	55732	9582	26271	55723	81610	27346	8438	150468	55247	221150	84057	29028	55355	9319	51512	83461	23306	1033	6491	54892	55635	259266	6241	332	7272	7298	9837	10535	1719	1164	79733	4288	2305	64151	10635	10592	9833	10051	55872	23397	7153	22974	157313	51203	9055	9133	10024	3070	9787	9928	
9679	83879	84936	2539	2810	
222826	388512	140883	79834	128611	494551	284948	84951	157285	55359	116449	646892	387694	400745	63898	84941	26228	399694	6098	400581	9047	5753	7294	126669	2888	29760	4486	84174	6452	3645	8503	10750	2322	7006	4058	4919	6725	2444	2324	8711	1436	640	2241	4145	10044	9402	
106821730	202658	55287	140901	341676	139728	80122	55286	81629	282974	56164	5592	9024	5129	11011	653650	57143	65975	10595	57172	5596	23178	5681	814	5613	25989	5260	166614	283629	22858	1456	4139	5891	124923	85443	53944	344387	91807	85481	27330	8558	284086	167359	8814	23604	984	8445	57118	1613	8536	5593	79858	5218	65061	5616	147746	8428	51765	2011	10000	10494	30811	57787	8444	9578	26750	83942	11040	84254	57144	57396	54861	81788	9344	10645	203447	7016	204851	83983	131890	4752	6792	51347	11113	5261	6787	5128	8999	4750	4117	388228	5063	53904	56924	10114	9891	23552	6011	5568	225689	140469	8798	55589	10221	2868	9149	84446	1263	6795	
255743	8406	10451	
388125	401135	654463	196951	83851	83849	255928	81615	6512	94122	94120	1960	9783	140730	27445	8938	8224	10814	148281	23312	93664	8448	57699	131034	10732	440279	10497	201294	22895	54843	8447	9501	84258	57586	23025	51760	6856	6854	6860	22999	5864	
3717	
79730	5777	
29801	5207	84281	5566	
81850	353137	337971	387264	386679	643812	142910	81851	81872	84616	386685	353333	728224	728255	83902	448835	337978	337959	440051	85285	337967	387266	337976	440021	81871	100131902	440050	439915	387273	337969	728299	337882	149018	100653049	337973	643803	728279	337970	284827	85290	386683	337975	100132386	337979	386674	100288323	85289	387267	100533177	162605	170680	100505879	340654	643418	353288	79986	57830	401288	337966	26239	353143	337960	254910	353140	386672	390792	643414	284418	284390	280664	85294	730755	100507608	6704	6705	353135	147744	353134	353133	140947	9674	284391	55150	285679	140606	196477	337974	337963	337879	337972	145946	140258	284338	326343	84648	80178	83895	386684	386678	129881	121391	353131	6701	128817	83896	6707	10047	79022	6706	116179	343641	7047	9333	79673	337977	353142	6699	6703	404203	375307	163778	78998	8688	140807	5046	55049	157773	154865	414157	362	3859	83901	85293	81870	83900	100505724	337880	728318	83897	90355	342574	85019	23581	56935	51298	3890	3891	3882	8689	192666	9119	7053	386677	386680	64129	51545	128977	196472	80174	83741	643394	54532	126638	81570	84080	147409	1825	1824	79843	128821	79446	1041	3887	23503	164127	84832	7051	90060	1830	64065	55684	338785	144501	3883	3713	3885	79714	3884	3881	8687	57326	2125	23254	8502	11187	286887	8796	3866	254950	100505753	22822	60370	112802	646	6698	3857	3853	1475	25984	7062	3892	2312	3850	11135	43849	5266	6768	63036	5652	3888	196374	3886	51350	374454	3849	3868	319101	3860	3872	3855	65265	11202	4188	43847	5318	84260	4014	5317	5493	3875	7741	147183	3848	3856	11005	3852	3854	1829	3861	3858	826	3880	100996750	55337	137196	147660	100131997	11092	100132476	64773	129303	56906	130560	55773	653240	353141	85280	494514	440023	353139	7142	58524	26511	83899	57532	3889	353332	54544	100132979	83755	79038	143684	63027	353132	54474	23005	7580	199834	386675	353145	353144	4034	386682	26505	85291	3846	399947	4184	353323	386681	388818	3241	9841	6700	125115	388677	386676	1832	25818	
1373	4893	
121504	
157807	119032	100526760	219844	113277	134829	100287399	84066	340277	160298	55435	286451	84343	55653	2647	317754	388468	79719	55330	144717	63915	55111	11234	222584	1777	64746	152503	10947	54812	26258	79803	282991	1362	146705	11154	10717	10239	23431	130340	9179	102724631	100996331	23557	122060	8546	388552	11276	84062	10053	1176	205860	1174	8906	164	8905	6643	8943	89882	7163	729991	60385	5286	6272	4952	7164	90580	162	8907	9698	27131	9685	2804	1213	257364	8673	54785	375	
6549	58472	50854	51337	80331	
219484	
26189	283093	81469	391190	26735	81318	401666	390323	390162	8383	283160	81328	26538	283159	8387	158131	254786	442194	390064	282763	390058	254879	119772	125962	7107	346525	128367	121275	390075	391191	391195	26493	340980	127064	2859	57191	4142	2827	26683	79339	26539	341416	81797	26716	81392	283297	255725	26595	284532	390190	162998	79473	341276	119692	390433	390054	26531	390061	219428	390077	390321	127068	127077	219869	219959	219858	343169	390063	144125	26682	120776	120066	79290	390327	390431	125963	219968	121364	390142	26212	138883	26648	401993	390442	81282	283092	441608	343406	441670	138881	286530	285659	219873	219986	219982	338675	256144	390144	26659	219464	79295	219981	403282	219960	127066	4991	81300	4995	347168	126370	391196	390892	390174	81285	392309	219436	119682	387748	81442	391109	122742	128368	81168	390538	390199	504189	26341	441933	284521	391112	441639	138805	401994	402135	390093	8388	143502	504190	122748	219432	81470	138799	120796	219447	128360	26664	119764	81099	81061	219429	390134	283365	79310	128371	8392	284433	122740	79544	343173	390067	391192	138804	390429	254783	219956	390053	127062	26707	392391	26476	26529	256148	125958	390437	338674	138802	390201	403253	219437	390260	390113	283189	403277	135946	26689	390439	121130	343171	219874	26246	219469	346517	283162	341152	26533	390648	8386	26496	341418	390038	79324	393046	26494	4994	390154	26338	403284	81341	389090	403278	390271	392138	
116844	
7498	7520	
90737	146853	139599	143689	113802	734	55124	54514	5017	91646	84944	54456	136991	4603	201164	11022	122402	9271	56165	221400	23424	3320	
163223	148304	50484	8626	
200350	80008	50939	55370	6691	333929	284467	29799	159090	83605	283349	84930	51451	5210	23548	27146	28227	5522	57464	253143	78994	51400	80143	55917	2029	55171	26127	51278	2298	11235	29888	3476	10842	25843	85369	5527	7871	5520	5529	5525	29966	83992	5519	85407	5528	55844	6801	5521	80342	9592	5515	116224	5523	5531	5516	
389123	196394	283576	128602	100874392	136306	154214	219348	91298	158506	140432	25893	642446	25847	285533	115123	84851	135892	378108	391714	727800	51444	90025	200312	81559	51465	57484	64718	9867	11146	115992	89122	9520	131405	55293	79102	63893	127544	494470	221687	64219	23295	57820	9666	80352	152006	286827	201292	80196	55585	23608	55070	7174	140691	7267	55521	9921	255488	79876	55819	10422	91694	7681	22954	57674	26046	10293	90933	26091	55236	114088	642	29116	90678	23376	64400	10193	4591	55905	51136	51132	25831	27246	140545	223082	55008	57531	146310	55284	135644	23304	143279	89910	378884	92912	375593	9870	65264	6049	168433	55182	442247	9690	7325	118424	26001	25898	9320	997	9354	79654	84231	22888	8916	11342	8925	151525	9604	148581	10477	7332	151636	7320	7337	54926	7844	7327	7326	7328	140739	389898	25897	55016	5930	10425	9040	3093	7319	26994	51619	196403	55159	56658	6047	64320	55658	84937	84676	7064	29089	55743	27338	
