548593	83650	138715	339804	100381270	150709	151278	64789	729475	10721	197342	254528	5379	126917	197358	113510	493911	80127	161829	23217	201973	11199	254394	402415	441194	5383	5380	79856	79627	25849	203569	140733	9	79935	124817	100506564	286053	205564	126074	125150	8846	348654	5890	23080	222698	345643	91442	90381	159686	157638	118427	64172	84561	51115	151295	257415	55719	4951	9087	653145	10473	56655	170261	26054	390502	64858	151835	57614	100129278	11219	79991	54921	80169	54936	728113	23514	51244	5324	92797	164045	56160	51750	83695	79892	9205	81557	253943	10459	57654	29946	100134934	493861	441519	116092	11277	23300	91748	56941	128710	49855	577	54780	55218	25950	23234	4350	51451	116028	642938	90203	9203	26036	199990	3508	340533	55010	84083	135458	80119	9937	56897	27434	63922	5558	1791	5980	57697	9400	54107	728411	25946	51193	50485	51455	23583	11201	165918	116447	10714	5889	7507	57060	201254	5893	9897	54619	6996	146059	8888	2188	2187	7011	80233	85417	55957	9401	79677	23172	8505	29086	1763	51720	64785	27343	84296	474343	253714	29935	3150	85015	4286	4796	2073	23325	5426	92675	155435	1820	7155	124739	27033	79672	27085	4913	26277	25913	304	132660	151987	79008	84142	8914	80010	91419	286204	25788	2178	144715	84126	63967	84515	146956	23595	1874	5810	54962	8851	7516	5883	7156	2067	5557	79184	5892	55120	5884	80198	5932	8930	23649	546	9894	56647	144455	5395	9399	79728	7517	51567	1875	5814	10111	3151	2176	4255	2072	83932	5888	1647	5981	7014	55775	64421	79840	51426	9557	83637	51548	11284	5422	10038	7508	54840	4437	7518	80155	6117	3980	79661	54386	200558	23137	94241	3981	4968	286826	4595	57804	79075	1028	7486	55602	5982	10	5001	10309	10036	4174	5425	7374	5424	5000	7150	51053	10055	84823	4616	91750	5934	5933	9577	4361	5429	84250	197370	6596	6119	6118	9025	7329	4683	56852	5111	28227	124808	29950	79968	55183	22909	28992	51588	4292	545	5591	472	2547	5378	3978	9656	901	10401	245711	84464	7158	8900	8554	1027	328	5965	142	7341	11200	6612	1019	7013	6613	1017	9768	23594	9156	10926	55215	8438	353497	83990	2189	675	2175	4999	5983	4172	11073	9134	4175	81620	11169	990	641	8318	2237	7398	5984	5427	4998	5985	55388	10635	4176	4173	995	672	890	580	8317	4171	898	7153	1111	92092	153443	79915	4436	1869	5531	2956	7515	1029	3364	
57479	2194	
3930	
124045	10965	
8509	
8574	
1491	
8879	
56624	
9429	
10058	
3032	
10449	
27232	
54097	3704	
54963	
127124	
8534	
224	
4023	
126823	2720	
6319	
1339	
122618	
153201	
374875	
1588	
126792	
55627	
64850	
216	
137902	
55066	
5209	
3706	
55191	
10587	
55902	
196383	79020	284004	
