5446	
10636	
4296	
90161	
123745	
7626	
4985	
403313	
5144	
92370	
27087	
24	
441024	
84752	
8358	
11026	
23660	
8346	
403284	
8352	
56624	
23315	
4701	
54658	
10610	
57818	
204219	
83549	
55304	
5959	
2687	
9481	
146712	
219428	
170960	
278	
114134	
158160	
100288072	
152586	
644378	
200810	
146802	
644974	
55065	
197322	253017	
341947	
26301	
548596	
170712	
766	
102724197	
266740	
91227	
102724560	
119548	
201288	
286297	
89872	
28989	23234	282969	63891	7264	
340811	
3181	9060	
983	8424	55217	
646960	25923	57231	79073	490	
956	
222	
204474	6415	84203	83699	195827	51314	56255	115861	57544	64359	51060	169714	125972	81542	51075	389207	79770	9601	255220	54431	93233	83442	114112	9352	25828	10539	23071	10549	81567	5768	51022	7001	
283417	28883	283458	58497	25961	158067	221264	102157402	654364	7295	7298	4832	4833	4830	4831	204	205	203	29922	26289	10201	122481	2745	51727	2987	
100507855	
6483	
130752	
283514	5582	64600	
11161	115209	23590	64801	8648	3422	91734	4047	9453	2224	10654	4597	2222	
64776	203076	259282	120534	9426	9085	29915	1106	11107	124359	84181	80063	140690	56946	4152	121536	79918	63976	55729	56950	2122	84661	56979	84193	9070	5929	11091	54904	23067	58508	4297	79813	8085	80854	9869	64754	10919	6839	115286	29072	51111	7468	387893	79723	6419	83852	55870	4837	64324	9757	84444	9739	84787	55904	438	
344967	
51005	
2679	
153201	
8781	
5002	85413	55356	6248	861	6583	
9488	
54529	84992	5329	8733	10026	94005	128869	5281	84720	54872	23556	51604	80235	80055	
54657	
90488	6181	7915	
399665	84942	10776	91749	85414	26291	6527	55974	6518	6517	6515	6514	6513	56606	81031	66035	155184	144195	154091	11182	6523	
277	
79962	5372	5373	4351	55276	29925	
2538	
54760	7038	551	353189	26118	6567	123264	53919	11309	28234	28232	28231	10599	6578	1735	1734	1733	6579	387775	
3177	55315	2030	222962	
728441	
360203	
58986	91775	85450	1024	23439	
285464	23013	5236	2592	
8991	65260	203547	54949	7705	57466	81889	29952	5019	64064	8801	8803	8802	
9633	84936	7052	10397	83597	2539	
8608	
128218	645345	55700	26234	4904	3658	171425	48	
388701	387914	127281	145482	10728	9536	6916	80142	5740	5742	
157697	3018	10861	
1836	
64080	
90507	5170	9942	
26062	224	
6490	1652	51151	170959	1638	7306	7299	
284723	29801	19	
121129	
219473	
642489	6208	28972	
91298	22911	253943	8763	23469	23167	64844	23515	9169	10944	9403	5756	8036	23376	829	2589	
139425	401551	348793	112840	83891	55188	60626	23161	26575	58157	2775	2770	2780	64407	10287	2771	2773	
8361	
163223	
26248	
135941	
346528	
390036	
390157	
442184	
79345	
254879	
442191	
4995	219870	
390072	
79541	
138799	
127069	
128372	
89792	4225	7401	29967	6121	4647	26020	55937	60495	344	4547	6017	2239	6382	151056	1464	4035	83875	5949	2262	7804	375790	345	54884	338	3339	221914	7276	10082	29881	5948	5947	64220	5950	26035	9227	53630	1208	5406	51109	
81832	5153	
390326	
125963	
126541	
390059	
119749	
93650	
126859	64895	155038	26099	4201	57648	113402	10237	10899	754	7009	51714	81502	10067	23463	6730	6747	6748	6731	6746	6185	6138	6729	6727	23471	6166	6726	6728	23478	
81328	
7710	
