64802	
1585	
1608	
1580	
6487	
8340	1716	
3145	
9348	
79581	
100137049	
1312	
55856	
3990	
10941	
11285	
27232	
4669	
28965	
2184	
100302736	
84814	
146712	
1120	
443	
122970	
114805	
7364	
4696	
9957	
55326	
3906	8349	
10164	
10858	
8342	
2729	
196383	284004	
55199	55848	6303	
222826	388512	400360	10233	140883	387357	54900	79834	128611	494551	284948	84951	55620	157285	55359	116449	646892	387694	400745	63898	973	84941	26228	8412	23624	399694	400581	10045	9047	5753	7294	126669	29760	2886	4486	84174	6452	3645	8503	7535	10750	2322	1399	7006	6725	2444	2324	1436	3937	640	3702	2268	2241	2887	4145	10044	9402	
106821730	202658	113763	89887	55287	390928	140901	341676	139728	80122	55286	81629	282974	56164	5592	55351	5871	9024	149420	5129	55561	23387	83931	84630	11011	8986	653650	9943	57143	65975	10595	57172	5596	23178	5681	814	2872	5613	25989	6196	5260	166614	150094	283629	92335	22858	1456	9263	4139	5891	124923	85443	53944	344387	9874	91807	85481	27330	8558	284086	167359	8814	23604	984	8445	57118	1613	9262	28951	8536	5593	8476	79858	5218	65061	5616	147746	5609	8428	51765	2011	10000	10494	30811	57787	8444	9578	26750	10290	83942	11040	84254	57144	57396	54861	81788	9344	7786	10645	54899	203447	7016	204851	83983	131890	4752	6792	51347	11113	5261	6787	5128	8999	4750	4117	23235	388228	5063	53904	56924	10114	9891	9064	9252	23552	8569	6011	5568	5607	225689	6416	4216	23012	140469	8798	55589	10221	5292	2868	9748	6788	5598	9149	84446	1263	10769	6795	27347	6794	11329	818	51231	
196051	
50617	
57127	
5244	
3992	22933	
253190	83641	3635	55824	
51157	146849	340371	1635	81628	
