84701	
80339	
9917	
222962	
98	
112611	
7941	
284273	
401665	390445	401663	219954	79346	347169	119774	134083	26333	390152	390882	390197	219965	79296	441308	81696	392376	341568	390181	26492	403273	283111	391211	120775	138803	401667	282770	79501	401427	338751	102723532	442185	196335	343172	441911	219952	219477	79334	219865	127385	347468	390084	219453	390441	390191	284383	119695	119694	81448	390436	143503	81327	119678	219957	26693	442186	219875	390037	390079	79470	391114	219479	81472	283694	219958	402317	403274	254973	120586	392392	390081	107987545	390264	391189	390275	81466	26339	390265	338755	390078	81399	391194	441932	391107	120793	119687	286365	79317	441669	390649	119679	390083	219493	729759	128366	81309	127059	127074	119749	390059	126541	390326	127069	79541	390072	442191	79345	442184	390157	390036	346528	135941	219473	121129	81050	124538	81127	83597	120787	286362	56651	390195	344892	219431	4993	343563	26737	392390	26740	390151	390155	338662	26248	26219	390261	282775	26696	26211	64108	390066	150681	219983	65055	4992	81697	26532	119765	138882	26189	390148	403239	283093	403244	219487	390168	219484	81469	391190	442361	219870	127623	341799	26735	81318	130075	401666	219417	390323	219482	135924	390162	219438	51308	8383	26188	26692	8590	10798	283160	26245	120065	144124	26658	81328	26538	283159	8387	158131	23538	132112	56656	285093	92840	7932	7905	390883	254786	442194	390064	282763	390058	254879	119772	128372	125962	7107	346525	128367	121275	390075	8390	391191	391195	26493	340980	127064	221035	135948	80346	57210	2859	57191	4142	2827	26683	79339	26539	341416	81797	26716	81392	283297	255725	26595	284532	390190	162998	79473	341276	119692	390433	390054	26531	390061	219428	390077	390321	127068	127077	219869	219959	219858	343169	390063	144125	26682	120776	120066	79290	390327	390431	125963	219968	121364	390142	26212	138883	26648	390167	401993	390442	81282	283092	441608	343406	441670	138881	286530	285659	219873	219986	219982	338675	256144	390144	26659	219464	79295	219981	403282	219960	127066	4991	81300	4995	347168	126370	391196	390892	390174	81285	392309	219436	401992	119682	387748	81442	391109	122742	128368	81168	390538	390199	504189	26341	441933	284521	391112	441639	138805	401994	402135	390093	8388	143502	504190	122748	219432	81470	138799	120796	219447	128360	26664	119764	81099	81061	219429	390134	283365	79310	128371	8392	284433	122740	79544	343173	390067	391192	138804	390429	254783	219956	390053	127062	26707	392391	26476	26529	256148	125958	390437	338674	138802	390201	403253	219437	390260	390113	283189	403277	135946	26689	390439	121130	343171	219874	26246	219469	346517	283162	341152	26533	390648	8386	26496	341418	390038	79324	393046	26494	4994	390154	26338	403284	81341	389090	403278	390271	392138	2774	
83733	79751	57084	
100129669	81850	353137	337971	387264	386679	643812	142910	81851	81872	84616	386685	353333	728224	728255	83902	448835	337978	337959	440051	85285	337967	387266	337976	440021	81871	100131902	440050	439915	387273	337969	728299	337882	149018	100653049	337973	643803	728279	337970	284827	85290	386683	337975	100132386	337979	386674	100288323	85289	387267	100533177	162605	340168	100129128	170680	9506	131540	729533	55317	58475	203413	79946	100505879	59335	80731	119467	159091	280658	340654	643418	22917	353288	79986	84677	138724	55511	57830	401288	337966	26239	353143	441161	337960	143379	254910	353140	9671	386672	390792	115908	374768	282973	100131755	643414	79134	283897	729422	2579	26748	5544	284418	284390	280664	5016	157697	4104	146849	152573	23519	113177	645961	85294	730755	11272	90288	100507608	56977	201255	6704	27190	6705	4107	752014	284992	353135	84696	146212	91661	8712	147744	84173	54827	158405	493911	353134	353133	51059	3641	221301	140947	9674	284391	26749	29057	84767	151112	57577	729967	55150	149483	285679	140606	157680	441150	5542	283579	80217	83446	57829	340371	196477	22979	341208	79741	337974	56204	11199	126868	6691	2166	337963	84996	337879	337972	145946	79668	140258	83482	90316	55531	284338	326343	25858	5545	84648	80178	79635	140880	79780	83895	402117	386684	55745	84622	56965	386678	340542	84747	129881	79025	55209	256302	121391	353131	6701	333929	128817	337	28878	83896	9812	81932	744	57097	55565	284352	4975	56952	6707	1582	10281	10047	53340	79022	148223	55195	143241	153328	79981	6706	745	79018	116179	343641	7047	9333	130540	120379	79673	337977	353142	83666	6699	126123	90407	124460	54766	91056	127687	6703	65094	83594	127540	404203	10586	80256	254887	83861	203328	56986	221786	199221	220136	51265	23023	79640	79637	375307	6954	64927	163778	83853	8416	4477	1470	2543	64795	200765	8623	165631	80820	170082	162681	83606	29035	284904	84905	79656	78998	8688	90655	128240	83857	7718	113452	8708	5988	64184	83538	57158	91351	79098	9390	25876	10881	138162	54854	5502	3899	4808	27293	91289	58986	51364	1444	653145	2577	594855	140807	79663	653404	54870	5046	55049	157773	154865	414157	6757	3859	170261	153733	79825	54932	493753	83901	85293	81870	83900	100505724	337880	728318	83897	391123	56978	131578	27031	90355	53841	11219	1414	1527	342574	57189	80028	85019	54956	65999	7784	728113	57707	81853	23581	56935	51298	144811	54994	64788	3890	79698	54149	54058	3891	3882	84460	8689	151871	192666	9119	23434	57610	7918	9159	7053	387856	79797	386677	386680	64129	147525	220108	284001	116225	51545	128977	196472	154313	10566	4111	254251	157657	80174	83741	643394	10343	285782	4814	151195	56683	5619	5620	92822	6407	242	54532	79173	126638	8618	55007	100288797	11043	54550	81628	84948	2301	63948	153527	81570	27156	283685	84080	283152	201725	79165	10214	84140	10069	283129	166979	147409	1825	1824	30848	158297	79843	388324	128821	374897	51186	8545	79446	55138	1041	5297	54625	100861412	441518	54726	11067	55758	3887	23503	287015	283385	85359	164127	127703	84832	170954	114327	7051	90060	124149	55328	55231	266553	55536	84875	152816	164592	4102	1830	9637	9240	27132	79794	143	64065	653121	144321	55684	201501	220965	374355	338785	144501	3883	342897	3713	79983	3885	144568	79714	81833	448834	9718	84619	541468	3884	9832	9911	388389	4115	83878	80125	8214	3881	23641	8687	57326	2125	8715	94240	23254	5268	2300	145282	256646	284359	56159	26103	147872	374659	64853	4105	8502	1474	4515	8115	65056	55668	54955	7141	4110	3400	11187	3898	286887	8796	79696	79839	3866	9496	146664	29998	254950	192668	139793	29119	100505753	22822	60370	112802	23181	57639	646	79036	55022	84221	6698	51760	3857	3853	1773	23064	11007	1475	25984	7062	3892	2312	3850	11135	1397	43849	5266	6768	15	304	63036	5045	5652	3888	63920	196374	3886	51350	374454	3849	3868	319101	3860	3872	3855	28970	64582	115265	222389	171483	1039	55289	29886	64111	29934	57190	23230	57716	9784	80831	344148	9472	84548	7287	64714	65265	11202	2275	4188	25819	1417	55885	55093	266629	11172	55908	26085	51475	57113	50508	27136	3238	7783	25794	1412	23520	81543	43847	151254	80705	5318	114824	26150	9729	167838	60491	84260	4014	5493	3875	2038	7741	63946	1469	64395	1472	83447	23390	147183	79800	57862	151516	3856	11005	339834	80258	9778	10135	10241	3852	3854	1829	3861	23336	9659	3858	8548	64342	63898	7597	826	3880	100996750	55337	137196	147660	100131997	11092	100132476	54458	64773	129303	56906	84707	130560	55773	653240	9766	353141	85280	494514	440023	353139	7142	58524	23589	26511	83899	57532	55739	3889	353332	64782	54438	51352	100132979	83755	79038	143684	63027	353132	54474	27023	23005	7580	199834	54507	79005	386675	137209	353145	353144	4034	5125	386682	26505	85291	3846	4665	399947	10539	8576	4184	9586	353323	386681	388818	26206	3241	132158	5359	26240	9841	6700	125115	388677	23281	386676	10253	474	55211	220082	25818	
144193	3067	
9563	
84890	7263	4357	51380	1491	1036	
51161	113235	441024	23531	200895	2356	81034	160428	4522	25902	6470	10840	4524	4548	10797	
51458	57127	51700	6005	
1371	7389	2235	
122618	253430	84812	9651	3707	80271	23007	3706	89869	113026	5333	
