126868	10768	
10172	
10014	
22875	
65988	
7733	
163087	
5788	
84532	
5048	
24	
144193	
55713	
6218	
5062	
79862	
148268	
8337	
57547	
23660	
8346	
26538	
10694	
388698	
5368	
91373	
10975	
5446	
27087	
8564	
1585	
5930	11343	
146712	
23315	
1045	346562	7364	
114134	
158160	
360203	
100288072	
130752	
152586	
644378	
200810	
644974	
55065	
253017	
341947	
26301	
548596	
283951	54949	144363	79072	56997	81889	80219	143686	83667	27244	285521	9997	1353	93058	10131	116228	850642	51204	54205	51241	6834	6341	54541	10128	84987	57103	25824	5019	64064	8801	8802	6391	6390	6392	2108	2109	6389	2110	
170712	
766	
54657	
102724197	
266740	
91227	
102724560	
344967	
8781	
119548	
201288	
286297	
201255	29887	8226	6282	1890	151531	7378	
89872	
28989	282969	63891	7264	
51301	
340811	
3181	9060	
7038	7276	1735	1734	1733	
388662	28968	121793	432369	79850	6545	9120	30816	23549	353174	434	201158	283652	80024	55117	10550	5172	6521	115019	83697	6522	284129	6508	115111	116369	10723	9990	6560	23657	123096	6580	89874	25769	345274	6546	6547	120103	9356	23743	6543	8671	6559	6558	6557	57419	9187	6539	9058	79017	200010	6528	6529	6526	635	6531	6533	6532	6534	6524	6509	11212	54716	9153	8041	6538	64849	6510	115584	9497	26266	9154	6530	6561	123041	57835	125206	284111	6540	159963	6555	6554	386757	6535	2628	9152	6536	56301	160728	1811	6541	6542	23428	340024	84889	57393	55089	11254	8501	348932	8140	54407	124935	117247	81539	60482	6584	
84246	
956	
341880	55032	51000	10559	2582	51727	23169	7355	11046	23443	84912	347734	55343	
10247	6130	113675	10993	
222	
204474	6415	84203	83699	195827	51314	56255	115861	57544	64359	51060	169714	125972	81542	51075	389207	79770	9601	255220	54431	83442	114112	9352	25828	10539	5034	23071	81567	5768	7295	2745	51022	2876	
375298	85406	5587	5007	142891	94101	151742	165679	29095	1455	25865	9217	171546	23683	94103	79152	10087	166929	259230	55304	
100507855	
161142	136895	5232	5230	
56952	5636	5635	161823	353	6296	3251	
57037	24139	51678	116444	4883	9231	116443	2894	2895	4355	143098	4354	4356	2901	2898	2899	4880	2914	2912	2917	2918	123688	2974	2977	3000	4881	4882	2984	2986	2982	2983	111	115	109	108	139596	
64776	203076	120534	11107	140690	121536	79918	63976	55729	56950	2122	84661	56979	84193	9070	54904	23067	58508	4297	79813	8085	80854	9869	64754	10919	6839	115286	29072	51111	7468	387893	79723	6419	83852	55870	4837	64324	9757	84444	9739	84787	55904	
2679	
6132	55349	
153201	
2040	81490	9791	
253512	51374	84255	4879	345778	91137	5002	85413	55356	6248	861	6581	6582	6583	
54529	84992	5281	84720	54872	23556	80235	
5329	8733	10026	94005	128869	51604	80055	
55347	167127	574537	133688	54579	54577	54575	7367	7366	7365	10720	29880	54490	
10595	6234	5723	
94059	161753	138199	2204	3034	3067	
388611	200895	81034	2352	6573	
84942	10776	91749	85414	26291	6527	55974	6518	6517	6515	6514	6513	56606	81031	29988	66035	155184	144195	154091	11182	278	
277	
55102	729020	219855	83440	283871	23729	6120	7167	226	229	286016	230	51071	22934	7086	6888	84076	8277	5226	5213	
29951	80765	213	551	353189	6567	123264	53919	11309	28234	28232	28231	10599	6578	6579	387775	
134	3177	55315	2030	222962	
645740	
728441	
345930	78997	130813	84553	2940	2938	246181	2941	2947	653689	2948	2949	9446	2939	2953	22977	373156	2950	221357	119391	2952	4257	2954	2944	27306	4056	2946	4258	4259	2687	
9175	8635	10935	
285464	345079	580	
23417	
8608	
89792	80832	286128	80830	29967	6121	26020	55937	60495	344	6017	2239	151056	1464	4035	336	83875	5949	2262	7804	4036	375790	345	3949	54884	6383	3339	221914	348	10082	29881	5948	5947	64220	5950	26035	9227	53630	1208	5406	
55791	8644	
284541	127281	145482	10728	9536	6916	80142	5740	5742	
157697	3018	10861	
64080	
10180	51110	23450	5238	5973	55577	
441549	440957	79963	127665	644096	55192	90624	27247	200205	57001	51027	135154	64847	83451	388962	54987	202915	81689	9054	51218	122961	57128	197322	23479	150274	81894	51312	94033	
634	
6490	1652	5454	51151	170959	1638	7306	7299	
284723	29801	19	
121129	
219473	
170960	
122706	
286362	
163223	
26248	
135941	
346528	
390036	
390157	
442184	
79345	
7768	
254879	
442191	
219870	
390072	
79541	
138799	
127069	
504189	128372	
338707	
126231	
4901	5064	4139	53827	57194	
100616101	128876	6289	284297	319	8685	5360	4481	1071	117156	286133	335	949	3069	3931	9388	
390326	
125963	
126541	
4995	
390059	
119749	
390431	
112611	
93650	
126859	64895	155038	113402	10237	10899	51714	81502	9141	23463	1603	6730	6747	6748	6731	6746	6185	140032	6729	23471	6726	6728	116832	23478	
81328	
7710	
116135	55222	57463	10331	
152579	125228	51175	51174	55605	84364	51594	26286	55850	63971	662	55083	23303	23423	547	26958	56992	9371	10749	113220	60561	23046	26153	22818	3833	10945	124602	64147	1314	3799	90990	147700	51226	51014	3831	9276	55582	3835	9493	24137	23095	64837	3834	285643	11014	81930	372	22820	9585	54732	3797	89953	221458	11015	3798	11316	381	10112	53407	146909	55614	
90233	
401994	
57519	8243	2595	
259292	
57343	
147949	
127074	
390113	
127059	
283189	
130367	
254786	
390321	
374655	
26496	
26682	
81470	
403239	
26245	
81309	
440515	
26539	
128366	
201626	8065	79077	
10798	
729759	
7415	
219429	
219482	
219493	
390083	
5566	5207	
79646	
219959	
282775	
56624	
119679	
390649	
127064	
100129842	
441669	
79317	
2241	10750	7006	
26188	
286365	
26341	
26648	
57495	401258	123720	85438	55262	163782	92558	79778	100128327	151963	10597	9909	22898	116442	79961	23258	22878	414918	3257	23011	1121	6764	22879	51622	259173	51399	57679	6305	79090	201627	54453	79370	51762	5866	60684	1122	8567	80006	10981	163486	6399	57706	79890	9827	79958	27147	10260	57589	83696	55667	117177	51560	84315	26130	5872	27095	22930	338382	221960	126432	81846	160518	23682	84079	7109	51693	163259	4218	9610	11021	27342	9367	2664	201475	126003	51112	89781	25782	122553	54734	5874	
127068	
26211	
119687	
120793	
390260	
8388	
391107	
284433	
7576	
26531	
390162	
441932	
391194	
254783	
284309	
390201	
390134	390261	
390433	
11318	54886	53637	79948	
441864	
266722	
353088	
162998	
390167	
8343	
8347	
219981	
390151	
124411	
7565	
11061	10855	6448	
79310	
85016	11248	10454	55613	
81399	
219956	
55105	1459	10390	
390078	
54982	9050	10903	93487	11122	11099	5801	5794	5793	5800	5798	5797	5791	5803	84867	26191	25930	5771	5778	5775	5784	10068	5780	26469	27178	5783	5799	26095	5782	
131669	
3303	11000	
100133175	1639	5050	
441670	
728957	
338755	
128368	
390265	
284306	
26339	
138881	
81857	
81466	
390594	
6780	9167	
390064	
390275	
403282	
391189	
390264	
107987545	
197320	
219428	
390081	
219960	
391192	
392392	
120586	
219437	
90317	
5306	4478	1072	552900	107984053	654483	27250	9049	9987	1265	3936	4507	759	
219487	
392391	
1278	7837	
729852	643677	57222	91526	11018	25956	10483	55014	81562	10175	10960	55291	3998	23243	10282	26984	374	254263	89866	10652	9117	5537	10342	11196	10959	51128	7039	10427	22872	90411	8615	10484	149111	9919	10972	64689	23256	9570	22870	9632	79748	9871	10802	6396	9554	2348	100287639	
219968	
107987462	
7587	
390093	
402135	
119764	
254973	
442319	
283162	
387748	
403274	
138882	
403253	
403277	
390439	
150681	
26212	
402317	
442194	
120776	
122748	
138802	
219958	
401992	
119765	
283092	
340980	
120066	
26494	
390077	
26689	
283694	
219578	
81472	
348801	4928	65220	
155054	
125962	
219479	
8366	
84765	
389090	
128360	
89797	6237	2799	
26338	
390053	390195	
391114	
79470	
135924	
26189	
391196	
79898	
119772	
390538	
84443	
6744	5284	2528	
79899	64798	1978	6198	84335	55615	253260	2475	
390079	
390038	
390437	
127062	
390037	
401666	
54718	283116	3495	497189	28822	7732	342931	84851	3514	3494	3493	9567	139562	1485	28682	3497	3140	3136	3108	3501	3502	913	3500	3503	3507	931	2217	10739	375593	10475	4261	5133	23650	85363	10612	80263	2633	2210	2635	80128	163351	3458	3123	3125	4281	115362	81603	9830	53840	10437	23087	23321	11074	3115	10346	55128	3119	3111	388646	115361	79097	3460	7726	55223	117854	3459	3127	3126	3120	10107	3112	3118	3113	51127	4502	3135	3109	3117	3122	
723790	
4051	
343406	
8844	6319	
390429	
441933	
219875	
442186	
26693	
81392	
339327	
728911	64091	286336	65989	55144	79815	23507	54896	152519	56172	123606	1448	5304	93380	80131	81614	348938	1446	84230	57380	57185	1497	2039	563	56262	120	119	84061	7991	
219957	
150771	8320	3087	1880	
126402	81626	388336	22866	161742	5922	64926	10256	4763	8831	8437	8315	10156	153090	200734	22821	399473	
26219	
219469	
9826	6511	
26692	
504190	
119678	
81327	
57628	283219	386618	130535	54714	57528	147040	65987	92799	57582	1261	3769	83892	7126	253980	79734	386617	283518	54442	222658	115207	3780	3783	348980	338567	79047	3781	30820	89822	56659	57657	30819	3762	3770	2900	56660	284252	1260	3768	2892	3786	50801	3775	10021	610	60598	3776	83795	3749	3765	3766	3758	9196	10242	3782	3746	3739	1262	3736	3763	3788	3738	2897	2891	3742	3760	3757	10089	27133	3750	3773	9312	8645	3777	27012	3743	2893	1259	3737	54207	3761	3751	3745	2890	90134	3759	169522	81033	56479	7881	27094	3747	23416	3772	170850	3754	3790	23415	3755	3741	3784	3744	93107	9132	8514	51305	9424	131096	3752	3787	3748	3785	3756	154881	200845	26251	3767	3764	
143503	
7627	
26493	
341152	
390271	
81061	
144124	
26707	
256144	
343171	
441608	
203054	246269	284106	9501	10216	4285	10712	57152	54708	25875	84269	100272147	29090	92609	2671	400916	51001	10063	26521	79145	80273	3329	51142	51025	2395	10452	1678	29928	4580	388753	56942	10651	90639	6901	100287932	401505	26519	131118	617	7416	25813	9804	26520	26515	56993	516	10531	10245	26517	100188893	10440	10469	54927	9512	54543	9868	131474	51287	134266	27235	291	293	50	3421	
26735	
25907	3688	9057	
79788	
8387	
390436	
391190	
81050	54898	
128367	
695	
390648	
730291	
728927	
79473	
121275	
6487	
81099	
123355	3281	3304	
9772	93129	85444	51076	57130	1760	488	9914	6588	84239	84876	53822	5348	57205	540	51248	489	486	344905	538	5350	23400	27032	53828	23120	80228	6786	148229	487	23200	53826	10079	374868	479	51761	818	5349	79895	817	286410	
81448	
219438	
81469	
8357	
8363	
390174	
8361	
54363	
340348	23613	27443	102	
5129	23387	28954	55103	3578	3581	388697	5208	
55680	660	146850	59339	51763	84725	4534	80230	59338	65977	54477	22874	57664	66036	55300	5867	5287	
390067	
338662	
346517	
7562	
257236	440686	27309	10744	9587	1059	313	440081	114799	23383	11339	54069	55320	51773	25909	54821	79682	147841	64105	55055	23421	79003	23063	25936	55839	79172	80152	55166	387103	55355	401541	2491	1060	23244	8379	64946	91687	151648	9735	79019	
283617	375287	645683	728841	3898	399671	441502	2100	2572	
341418	
126695	147645	647024	7739	57217	346389	999	
119694	
135948	
391112	
441234	
53829	
80129	902	4284	
119695	
119682	
121364	
100289635	
133690	85480	3575	64109	5896	5897	
163688	5331	
390154	
8358	
390190	
341416	
100302652	
135886	113540	151354	169693	55508	255119	131920	9531	390155	55650	
284383	
162966	
1544	
135946	
169270	
390191	
130075	
283365	
390066	
390441	
114026	
93134	
81442	
127623	
91624	23406	5149	
1557	
26740	
341276	
26696	
219453	
83449	14	27286	183	59272	
84935	7189	
1444	9275	55274	605	9274	6594	8110	56907	6760	5977	8193	65980	55352	55170	6605	51412	6603	6602	6598	6601	10196	55193	6595	196528	8289	8336	57492	8332	54496	6604	6999	
219982	
390168	
115196	
126068	
390084	
6165	84701	
7559	
51458	
653275	343521	147664	11082	375616	25928	353500	57045	145407	389400	390598	124857	153218	9573	25884	9518	651	8838	151449	653	7049	4693	392255	8840	54993	375567	654	26585	2661	656	2662	10220	2022	652991	2660	10468	94115	3624	55997	130399	8200	3623	2658	83729	64388	1082	93659	3625	4091	4090	655	3626	93	2657	91	269	4838	27302	659	94	92	4093	7043	650	9241	268	6997	7042	7044	199699	10637	658	9765	657	
390058	
11238	
79544	
347468	
390323	
148304	613037	8626	1337	
27146	146225	654231	7319	55224	
127066	
128371	
80818	
26683	
81341	
127385	
441150	51555	92960	9409	8863	256714	283377	267012	8799	51024	79777	91452	5193	283927	219743	83752	390916	8443	4358	5190	5828	196743	5194	5191	5830	3416	54469	5189	5192	55670	8540	5195	8239	10455	3155	54677	189	5264	1891	8528	1610	
219865	
219858	
79334	
348327	
124538	
219873	
403278	
