126868	10768	
9880	84897	26057	114785	29844	83444	125476	51377	93973	10445	221656	171023	54617	283899	55252	221937	86	54891	4798	11047	79913	8314	7345	55777	3607	123228	8473	
654254	
390075	
11185	126731	3778	50940	
126074	125150	54921	340533	56897	63922	1791	146059	79075	10309	26073	79915	10721	5980	11201	23514	7515	10459	51455	4437	348654	7516	124739	3980	9557	80010	5985	5429	7507	79728	10714	10038	10635	2073	5983	5892	51426	4595	116028	5981	5984	91603	5425	5427	7517	57654	57804	9156	5426	3978	5424	5982	7486	1763	54107	3150	5111	2237	56655	9768	
57126	
219477	
138883	
8339	
219952	
391109	
440077	
90736	285498	83941	51029	728833	56900	64921	23366	399726	116843	360023	222166	55344	51093	286319	79847	9906	9122	55654	79683	54491	158293	85019	284611	1994	55331	
346525	
246126	152485	79142	84629	85509	140685	203259	58516	8328	57597	84312	125997	4084	55806	57798	9263	51222	80312	25855	57459	5978	54815	8819	51742	53615	79685	9219	9112	64426	57504	5926	
5590	
283159	
81282	
390148	
441911	
150350	55297	54812	100652748	79874	146691	51471	6622	325	5617	9445	23163	54959	26088	9027	793	4878	23621	7045	9627	6653	23062	
158248	164312	57722	56832	80829	7356	6983	9180	3590	3977	1271	10148	23308	2056	3595	133396	246778	1270	59067	3600	386653	3572	3594	3589	414062	9244	3929	3597	9466	23529	3596	3592	3976	3566	3574	149233	51561	1440	3601	3586	1489	3598	3570	3561	3569	3606	5008	3593	3565	246	
122742	
389844	7786	2512	
8969	6599	
26246	
343172	
375061	84332	51481	128153	149069	26609	7993	550	25807	56947	81550	404093	127733	91544	83590	55833	9898	65059	94137	90167	90007	6101	84901	92181	137886	84993	164153	56061	80019	414301	165324	50613	79089	143630	64224	387082	59286	57559	63924	92552	126119	79058	10422	9929	4287	57690	220074	
79575	22834	4807	4808	170463	23635	90379	9079	6887	158297	26468	51389	64843	8543	4733	55885	84250	23648	863	51592	3670	8861	6886	4004	56956	9355	4005	
2768	64600	
196335	
8360	
79183	7046	
442185	
57834	
84266	374291	
90592	
102723532	
392138	
401546	113230	140699	79977	3169	8821	
79583	57552	10577	4864	3988	
219436	
81300	
338751	
126917	80127	118663	90987	151295	25901	51804	2070	51567	3981	23172	83695	7158	55775	2139	11073	2138	84142	9577	79184	9656	9025	4683	2140	27343	64421	165918	55183	8914	27434	7518	4361	29086	22976	51720	79840	10111	80162	
148423	29087	2882	
503834	284355	56917	139324	79192	2636	26584	63876	2928	153572	80714	79191	4212	25833	85474	727940	79776	4222	3228	134187	3205	440097	5462	503582	644524	3225	27287	5090	158800	136259	8820	30062	79190	56033	431707	84839	3222	5075	84504	6473	56751	9480	5459	50805	6496	338917	390259	83881	60529	127343	344191	5463	3196	1044	5449	3223	3206	3227	340784	5089	3234	257	159296	5626	1747	3235	5307	10481	1046	80712	3229	2018	5456	6474	1745	5455	51450	5396	3203	8092	3207	3237	3216	340260	25806	3215	3110	3224	3218	3239	3226	170825	23440	2128	401	3219	219409	11023	3975	30012	145258	10660	1746	2019	4010	1406	8929	2020	2637	3167	3236	10265	3217	11281	8538	91464	3195	343472	5081	26257	5453	6928	3651	5457	5078	390874	3233	3212	4488	1749	3232	89884	463	579	3199	3201	3221	8022	5077	3211	1750	3214	3213	3231	5087	3175	3200	
138805	
9212	8776	
85463	7514	
333932	
8364	
220992	
401427	
57127	
158131	
27439	400566	121642	128209	125113	90557	8609	63926	79697	22992	8242	84864	55818	5253	23133	55693	5927	79831	7403	80853	84678	23081	23030	10765	9682	23210	8284	23028	7404	84159	51780	23135	
197021	23769	9982	23768	143282	2250	25759	284	1437	23767	9693	2253	26281	2252	8822	7010	2251	8823	2263	10048	2674	9542	9048	5923	25780	2248	3084	115727	2675	3562	10817	5786	685	2255	152831	5623	8870	2254	3559	3568	8817	3558	1438	8682	83888	3560	1839	10718	9965	2264	4902	3730	3567	3563	8074	64096	221002	2668	27006	2246	4254	10125	2676	2249	145957	2261	9365	
284532	
26533	
79501	
100129543	
730087	
79625	80760	256691	133584	81621	1281	22856	
282770	
79573	26270	148789	
79290	
387804	3537	79827	128646	6967	57404	1089	340547	79679	90011	23584	28914	28796	91937	28395	28817	145864	28825	28442	253012	10223	286676	83416	55080	284021	90273	3547	10917	11148	89886	115701	114336	114335	28937	28434	28901	28893	28793	402665	28299	28908	28896	28639	28933	283284	64115	347252	26762	201633	126259	3321	4063	387597	924	10261	284677	57538	340745	54621	150084	84665	343263	388551	148113	84868	11118	79908	11120	29126	10384	153579	56244	284266	9398	11119	80380	974	29851	10385	696	1084	10326	4680	7498	
138804	
401667	
138803	
120775	
7673	
7932	
23538	
170680	116179	343641	7047	203328	163778	7053	10186	284013	56683	54532	79714	8796	646	83741	2312	6706	353137	353131	6704	340654	6705	4014	353133	6699	353141	142910	6701	353139	254910	23581	353134	25818	7062	1475	448835	826	23254	353144	5266	353135	6703	43847	353145	64065	9333	643394	6698	643414	353142	149018	6707	84648	5493	5046	353132	126638	26239	1041	643418	3713	404203	6700	11005	11202	2125	353140	353143	7051	199834	197258	
53346	23553	404037	11261	23166	10894	8692	3373	55576	960	8372	
340252	
84436	
219869	
391211	
121130	
200504	83417	7032	10628	23189	1105	3276	4435	7392	9687	7031	51523	7033	7764	9166	7391	57678	
122740	
119692	
101929469	57415	128387	114786	100507739	153643	57536	153733	148137	90799	55787	157922	55857	374618	285331	400966	343099	54862	79649	153241	729440	123811	93594	84318	152206	10464	64770	26586	9731	10039	10198	254863	55094	165055	85379	152185	317762	9851	64793	167691	145508	10807	134359	55012	7798	58496	51199	163786	51134	121441	79600	55755	57545	114791	80254	85302	95681	9702	10426	55559	132320	79598	10844	93323	11190	9738	146057	91147	347240	4660	10806	80097	27175	8481	440145	115106	22832	55125	8636	5116	9814	55142	84902	54806	55835	27229	22981	80321	27077	79866	54801	85378	10733	55722	7840	102800317	54903	79959	84131	22995	11064	5108	80776	653784	9662	4957	3161	54930	22897	11116	79441	22994	23354	26005	
401548	399979	51375	29916	8723	654816	27035	10811	475	9973	124056	79400	51167	653361	318	50507	4689	1536	1535	4688	6649	
60672	84940	145165	741	282809	79613	116143	25886	55154	25895	81572	55011	79657	11080	55075	54504	8725	7411	5203	5204	8409	5202	5201	113457	10471	8704	
56647	832	223	
10826	
285513	2775	2780	5148	
120796	
8648	8647	
11227	
257202	
219464	
390442	
341799	
390054	
81318	
114659	166647	134728	91662	8808	81793	8807	81622	10695	4064	949101	27179	7100	246330	27177	84639	56300	59307	8772	26525	54106	7850	10333	8809	3656	114609	7099	51135	3554	257397	9173	57161	3556	11213	3557	51284	4615	3552	7098	57162	3654	51311	
283111	
343173	
255403	
441639	
126370	
100131980	
100505879	79986	401288	284418	284390	280664	147744	284391	55150	285679	140606	196477	145946	326343	80178	129881	79022	79673	375307	78998	56935	386680	147525	51545	196472	79446	287015	85359	164127	84832	60370	151254	84260	7741	55337	137196	147660	100131997	11092	100132476	64773	56906	84707	130560	55773	494514	7142	58524	26511	57532	54544	51352	83755	79038	143684	63027	23005	7580	137209	399947	4184	3241	388677	83901	81850	338785	3892	337971	57830	100505753	387264	125115	147409	83896	386679	643812	9119	388818	337966	3884	85293	254950	337974	337880	386676	353288	81851	81872	100507608	3854	84616	386685	353333	386677	3875	728224	728255	83899	3856	83902	386681	337978	337959	3855	83900	440051	144501	386682	386678	85294	85285	3853	319101	337967	387266	353332	337976	3857	147183	100505724	3880	440021	81871	192666	100131902	386684	83895	3852	100996750	162605	440050	439915	140258	8687	8688	387273	337969	728299	342574	337882	337972	121391	5318	3883	112802	3872	3866	3861	374454	100653049	3882	337879	3887	286887	51350	140807	337963	3881	337973	3868	3860	643803	728279	390792	337970	284827	85290	337960	1825	440023	81870	386683	337977	337975	100132386	3886	337979	54474	3859	3888	85291	83897	728318	3891	3885	730755	386675	3889	3850	386674	8689	100288323	3858	85289	8502	653240	85280	3849	353323	196374	25984	387267	3890	11187	100533177	3846	146664	
641700	5688	
8355	
147657	
100287226	
10896	255061	92255	259249	2830	117194	56413	2767	3061	2150	1241	4922	7201	3356	10800	1128	84109	2925	2797	3269	1133	115557	1907	84634	5020	57105	6865	3060	4935	1131	84432	10911	6866	4829	4828	552	885	60675	146	94233	2776	64106	2828	3062	3357	5029	6870	9630	2796	2862	2829	6915	147	1908	3358	886	8620	5031	2693	5737	2837	27334	10161	222545	257313	2846	51738	680	2864	5028	347148	553	7200	8477	2149	4923	10886	1906	6869	1909	1910	2922	29933	8111	5731	5021	9002	4295	3814	2769	5997	2798	148	6863	887	338557	2865	128674	2867	23620	2520	2151	10887	23236	
203238	280636	65250	55084	23322	5143	
390883	
364	
9469	
148213	
403273	
147798	2321	2324	5228	7422	
343563	
26492	
390181	
83401	
390199	
341568	
8590	
10308	
392376	
26040	25885	23309	2074	84172	221830	29115	54700	9015	8467	9013	10514	9014	30834	79101	11176	10849	64425	7343	8932	
113	
284443	
285659	
8365	
5956	611	2652	5995	23596	5959	
219681	54729	246777	135114	80216	9994	221421	51247	10209	56731	728689	83939	27102	8891	83475	8890	8893	8664	8892	1967	8661	8662	3646	8894	1964	10480	51386	1983	8665	8666	8668	8663	1968	8667	7458	1977	27335	9669	101929876	1975	1965	8669	107984923	1974	7389	
392309	
956534	956531	956536	6170	956530	956535	956532	3802042	956527	956528	6191	
123099	
255104	5690	56261	
81696	
441308	
1915	
83650	123207	254528	113510	84306	128710	23382	91442	2178	199990	64858	2187	29089	7398	80233	146956	57697	548593	201254	84464	55120	9937	2175	197342	2067	55215	353497	2189	545	2176	192111	378708	79008	2072	57599	2188	84126	100526739	80198	22909	
3038	
339804	256979	126364	6676	79856	25849	283847	203569	140733	161176	171484	159686	4951	9087	171482	642636	152789	9168	199953	80119	7011	10072	65057	10388	7013	7014	6847	644186	11083	93426	8468	56158	23224	9985	27127	23353	26277	3306	256126	25777	25913	10734	23345	50511	10274	54386	6819	
134145	221416	150356	338811	81796	200407	100463486	146325	339263	100129480	100526783	389161	757	221710	100533952	100293516	79639	285051	7706	641649	
205147	219287	139285	324	
8359	
79296	
219965	
6779	10771	4256	4094	100526737	117581	2677	23314	632	221044	7291	8493	860	25925	865	121340	
145447	965	10690	
4293	1607	
254394	79892	577	9203	84083	135458	8888	222229	84823	11169	153443	84296	51659	64785	8318	4173	81620	4176	84515	29935	5558	5000	5557	5422	55388	9837	23649	5810	990	5001	4998	54962	3364	51053	23595	4999	63967	23594	4175	4172	10926	4174	144715	5883	8317	5884	
390197	
125981	
390882	
442361	
255725	
56849	221545	91355	1460	1120	
120787	
192134	
8344	
79973	
81168	
219447	
56953	
390152	
259293	
113835	
283254	79034	203245	58493	9640	5450	57592	23379	79871	92105	79035	26173	80789	29101	6619	26512	6621	55726	55197	25896	22936	10302	55174	129685	58490	54973	81556	6882	84524	80237	55656	2957	57117	55756	905	7702	6618	51593	79664	65123	6880	64859	2958	5452	51585	51808	8812	6617	6877	57508	23248	2959	904	9917	
125919	
5136	
339977	285313	4352	7066	2815	2811	2814	7450	2147	2812	
340204	7782	55353	79036	10634	23233	26297	24255210	55676	3800	148867	56605	5126	7780	5122	54536	55763	64924	9847	169026	23265	6814	149371	57148	25924	1363	11336	30001	57186	55770	10640	4644	6844	60412	7779	206358	
205717	266743	116931	405	1879	4862	80205	23179	123	51129	6837	4520	80306	9412	55588	23389	84498	23097	10974	54797	4802	406	57491	29841	688	27242	4899	50486	6721	4800	4801	55090	8800	9967	9915	27063	2874	6720	133522	85441	400569	219541	168544	196	4199	1543	
121506	10866	27315	79168	51752	64167	10134	6892	2923	811	6891	6890	3133	3105	904054	
50700	
127002	57184	112970	389856	10761	4610	54799	57088	283150	26122	54828	139628	6871	10933	23522	8464	27154	6944	54934	55689	55578	1810	9767	51562	55683	284058	26610	55257	56970	93624	79595	9913	54556	84148	55929	10629	7862	79960	27097	64769	23587	55250	57634	51147	51230	10902	339287	26009	23326	11143	54859	6314	80314	8089	56943	10943	8520	8518	9643	55140	117143	23338	84289	7994	23774	57325	10474	112869	55167	
390892	
90827	
219417	
8353	
84440	80223	54521	26056	9727	22841	8766	4645	
94104	60625	9465	253635	79979	10073	8487	6607	79760	6606	1207	6637	54960	50628	79833	6635	6636	11218	10419	25929	6628	6633	79084	6634	
256148	
26333	
6461	9047	558	
51276	
134083	
143502	
53918	285676	5825	
2887	374907	
57136	1047	490	
9907	7529	57282	
480	
94032	815	57198	
119774	
403244	
392390	
146395	130749	56925	2028	5972	84909	1360	1359	10159	1358	
347169	
375612	285596	129080	26011	114898	8292	10446	10922	79652	10631	54084	9993	119587	7455	56265	6247	1466	8839	687	142683	23213	165	57214	56034	5351	977	340267	7373	5352	7060	80310	57642	84570	255631	50509	169044	7059	64175	1291	1296	10536	79709	26577	10491	871	136227	1301	55214	1310	1300	1288	1299	9508	256076	81578	5479	1289	7092	1286	1302	1306	5118	1303	85301	91522	131873	1290	1285	1287	1294	1280	1284	1307	1292	23127	649	1297	1293	80781	1282	8985	7093	1298	1295	1305	283208	8974	5033	85007	
146556	147670	54165	55208	140739	124637	
393046	
140687	
91893	55258	55152	79173	79165	123283	128061	80325	16	9255	7965	4141	2193	6897	10056	8565	5917	51520	3035	7453	6301	2617	7407	1615	4677	3376	9521	5859	3735	833	5464	
8367	
124	
7827	84063	84623	4868	55243	23607	5291	
4993	
404636	57523	115948	83648	10311	51397	55527	28952	56929	10116	54951	28991	122416	149951	170622	51122	54939	150684	
23187	30011	
79346	
9283	
338675	
1805	283298	23617	57124	25903	25878	2192	30008	4236	2199	84695	11117	8425	2202	8076	4016	10516	4054	4239	4238	7448	3690	4015	2200	84034	4053	90187	4237	3795	
10881	165904	388939	7408	55740	917	2533	
27090	
219954	
80157	387849	84953	346653	51326	84253	29902	80117	10124	10123	401409	5875	10966	64284	115273	8934	339122	55647	57403	9609	83871	25837	8073	9230	376267	347517	142684	5876	57111	5865	5862	83452	81876	115827	51715	84932	9363	57799	27314	
375260	10590	29091	10791	116841	9515	415117	9482	134957	2054	8417	8676	23673	6809	6810	8773	495	
7040	3037	
401663	
54986	3068	7494	439	10525	84447	10106	116138	7095	55033	58477	64061	51726	105369243	56005	10952	27230	445329	10897	7709	1663	4189	23480	2931	11231	6745	55176	10954	9797	30827	29927	118	9695	5526	55738	10113	6734	2673	2134	6818	
51209	
10846	
388323	51054	727957	3052	79877	25870	83850	416	285362	79642	415	153642	414	80772	57733	340075	57488	23344	347527	22901	51228	57704	2629	
387357	3937	80739	10630	27040	5294	
9955	
118442	145853	27151	54877	220202	23546	219527	55530	389177	1833	51390	1318	27344	26022	112609	27201	181	2849	56246	3973	5745	7434	155	4158	2696	5744	10267	9287	1392	10268	59350	7432	3972	2848	799	151306	3274	6343	2838	1081	5734	2850	83551	2691	1394	285601	554	7253	117	5741	7433	153	2843	2488	5032	157	7252	797	2492	4161	4159	6019	116	11245	3640	10203	10888	11250	10266	2854	104909134	2695	5732	2692	5729	134864	2870	1395	796	2740	2641	134860	170589	113091	4160	3375	122876	79924	5746	4157	122042	6344	5739	3362	9340	3363	594857	2642	3360	135	133	9038	1812	319100	136	2863	1816	5144	5139	
283897	54933	23174	154075	140700	51460	148418	140836	80114	6322	124401	389432	401474	161394	344658	257629	148398	91133	51283	54809	6388	64762	57513	56899	90378	57620	203286	1944	23098	2045	2046	2047	64283	2041	2044	284656	1946	285220	1945	1948	1942	2050	2048	2043	1949	1943	2049	2042	1947	2051	160851	
6497	60436	7050	
400720	
