9331	
55331	
10202	
5321	
127124	
140838	
476	
9963	
26873	
495	
955	
1606	
4698	
4694	
84814	
3425	
8608	
123745	
58531	3248	
64131	
10941	
728489	55268	
11238	
6571	
6484	
4669	
6483	
7357	
9162	
6817	
34	
140687	
98	
79799	
131669	
93650	
114805	
7364	
1384	
57282	
7108	
10715	
8824	
55326	
9956	
374907	
2583	
1593	
10400	
55757	57448	
5210	
128	
54363	
51179	
55224	
196383	284004	
9843	
201305	124773	653598	100506012	100885848	51020	51537	84233	54893	283514	84267	1844	285193	113201	54545	23155	26504	1849	9050	9108	10903	9110	54935	153364	1850	3299	27178	9625	56940	93487	5799	54961	84284	150290	11122	11072	11099	84867	5775	5803	55862	25930	4744	5780	5801	1843	5778	29097	5789	5787	5774	138639	5784	2764	5794	26095	5793	5800	5798	5795	5797	5783	5796	26191	26469	5782	5770	5791	5771	11221	51657	8556	11266	93492	128853	63904	168448	6815	142679	1852	1845	1847	7179	338599	78986	1846	5754	92235	114971	85464	7957	51207	1848	54434	7803	80824	8555	
90196	113457	100302736	339883	84809	28955	83887	161497	349149	123624	84871	340351	388695	152579	283461	643677	643382	79363	6991	23015	55064	166655	84276	57728	23423	25941	200132	84516	92241	51626	84316	3902	219770	79809	57134	80199	55112	93661	392360	8722	1519	55811	4121	127534	113220	60560	84955	2706	116337	51594	284076	79969	84542	6903	203260	83657	27436	24139	152007	7288	55764	11015	9654	122830	51057	5641	51014	60509	51164	2589	128822	203062	114876	1783	2348	81025	56666	83548	60592	22796	55275	85479	51272	143187	9570	662	10282	4124	10945	10802	26286	84364	9950	10066	79571	53407	64146	2802	56912	51098	26160	51668	28981	150737	57560	79989	92104	146909	57369	2703	125111	10052	2702	2701	10804	2705	51226	79632	57222	119710	112752	9742	9321	254173	79722	10959	11070	79585	79659	22920	92002	25956	10652	55081	23341	55346	255394	84056	2009	164395	25809	9648	81555	89953	250	2800	8774	51128	8677	9554	83547	22818	54732	6811	79841	57539	64225	23093	55850	5050	10671	84342	22836	10484	9527	158135	26958	125228	23059	54332	27236	9632	79096	54839	11014	91978	2709	57165	738	79739	64689	150465	8675	10228	2707	3831	9871	400954	57511	79768	25839	10466	23287	91949	9382	4905	1314	27152	63908	90410	8100	26146	1510	60561	55738	6902	84694	375519	6905	10905	89891	2700	10427	80173	51542	255758	4122	829	2803	636	3842	26140	22872	64837	6293	372	8615	3112	11316	6904	287	57698	7289	140735	23170	378	2697	8775	10972	832	381	64083	27333	2804	147700	2801	10483	286	830	1315	9276	22820	7278	26153	3834	51175	11127	63971	81027	124602	83473	64147	3801	285643	83658	90990	57576	55605	221458	55083	56992	10112	79861	23299	84617	84790	112714	3797	55582	51807	347733	547	3798	7280	55614	23095	347688	10749	23046	3799	10376	288	1780	24137	9371	10383	10381	10382	7846	23303	9585	3833	3835	9493	7277	3832	375	8729	377	
285016	222826	388512	400360	389658	8632	10233	140883	23150	387357	54900	79834	128611	284948	84951	55620	157285	55359	116449	646892	387694	27071	400745	147798	63898	973	84941	26228	2206	23624	7301	399694	6098	8471	22853	400581	10045	238	4915	9047	5753	7294	7462	126669	2888	29760	2886	4486	6452	3645	660	7075	7535	10461	558	10750	695	2322	1399	7006	4058	4919	6725	7525	2444	2324	8711	1436	5335	6461	2242	3937	27	3480	640	5336	3702	3932	2268	2241	2057	2887	2321	4145	10044	9402	
8366	8363	8365	8367	8362	8370	8368	554313	27439	64776	400566	79078	55106	121642	128209	57724	7544	391712	346171	203076	348807	57412	146862	170626	83852	8284	23135	2145	84787	259282	84146	8609	7172	220074	133383	387640	23067	23284	54749	9852	79831	81576	26147	115286	9502	84159	120534	79918	8653	100170841	55818	147650	51111	81888	1312	79751	63976	64754	29994	84864	121536	91875	93166	51780	10765	55729	1106	7404	55693	387893	79447	11107	79813	7290	9739	54954	3720	84678	7403	4144	10919	126961	22893	58508	9866	23030	124359	9682	5252	27232	23081	29072	23210	84444	56950	10664	9070	676	84661	8242	2122	84193	9935	1788	84181	2186	5929	80063	100423062	140690	6419	51540	54758	27443	56946	5927	9757	80853	79723	56979	79697	4837	473	9869	22823	191	23512	29947	55870	8085	8294	11177	65980	80854	6738	4143	54971	8208	26013	1789	22992	55904	64324	84458	4791	10951	8350	29128	4297	6839	8726	2146	54904	7468	84456	57473	58525	5253	6046	23133	1786	
138724	153745	5498	84106	55251	3579	55211	
